#Transcript position	Transcript coverage profile
0.0	0.295657899520235
1.0	0.6136440429311862
2.0	0.7498414552167382
3.0	0.8308300485320669
4.0	0.7590206931740733
5.0	0.6641032202072463
6.0	0.6861264453096042
7.0	0.7107385263262126
8.0	0.6651686184105033
9.0	0.6537096668261677
10.0	0.7116080092057409
11.0	0.6457319106097159
12.0	0.6146760038070496
13.0	0.6686824154113882
14.0	0.6408890398433538
15.0	0.531069184500132
16.0	0.48983635746688203
17.0	0.5738223279012303
18.0	0.5807149622842039
19.0	0.7550807733981669
20.0	0.7621124299278729
21.0	0.7741623910761154
22.0	0.7318473309116431
23.0	0.6221349286209179
24.0	0.5568913122843328
25.0	0.5452736255994777
26.0	0.5374833210316736
27.0	0.6029271823505733
28.0	0.633802540925299
29.0	0.714648193434908
30.0	0.6994493999769567
31.0	0.6218689795136114
32.0	0.5475377875068337
33.0	0.5365738805906872
34.0	0.5360676889928948
35.0	0.4780410771592956
36.0	0.48396811131750933
37.0	0.47118893445871396
38.0	0.5232741275578113
39.0	0.5758457248311566
40.0	0.6295428710494597
41.0	0.6856373572860868
42.0	0.6635863507059897
43.0	0.6086505736342628
44.0	0.5688569736692265
45.0	0.5739268926235225
46.0	0.5589091301043648
47.0	0.5358288871511863
48.0	0.5093578581716413
49.0	0.45471675273521184
50.0	0.45345778137114334
51.0	0.44712755975783125
52.0	0.5141230332653282
53.0	0.6142302352286372
54.0	0.5860664124192093
55.0	0.5424146692881039
56.0	0.4414544343171558
57.0	0.46204285039469917
58.0	0.5036072148337566
59.0	0.5242479483462371
60.0	0.5677576341891073
61.0	0.5579619425483477
62.0	0.3946850047553899
63.0	0.465759977140332
64.0	0.5605413708068643
65.0	0.6314883536597256
66.0	0.644595672229879
67.0	0.5351441458726164
68.0	0.5468777456229087
69.0	0.6072478371400392
70.0	0.6735927024698284
71.0	0.7125713698849351
72.0	0.6835429175095868
73.0	0.6521594073036172
74.0	0.6351880008356913
75.0	0.6597039785189247
76.0	0.647968252138217
77.0	0.6239913271286046
78.0	0.5993818007592882
79.0	0.5923494524510446
80.0	0.6011056804316622
81.0	0.5091828434161136
82.0	0.5746077202586443
83.0	0.47825891175693847
84.0	0.46216720394850824
85.0	0.512404674591535
86.0	0.5896256324491226
87.0	0.644282601609876
88.0	0.5661268801766717
89.0	0.5787508720968337
90.0	0.6491247797577356
91.0	0.6937977064552925
92.0	0.6018378853671494
93.0	0.6242658887846969
94.0	0.5279838294146117
95.0	0.4032230864923646
96.0	0.28455969863998204
97.0	0.21598699679968125
98.0	0.0759332953853587
99.0	0.013514729922476649
