#Transcript position	Transcript coverage profile
0.0	57.1596698636253
1.0	88.98276515230673
2.0	120.07909431278726
3.0	145.66085007043768
4.0	170.71574905566004
5.0	193.75138750958698
6.0	219.90319291758212
7.0	244.06554146043524
8.0	266.11337063507625
9.0	283.94202456747536
10.0	297.30647024259065
11.0	312.5991923716239
12.0	323.7945157798946
13.0	336.0874824350034
14.0	342.3428099636754
15.0	349.2477990840093
16.0	359.43782802175326
17.0	365.63936533112695
18.0	365.7349473233599
19.0	370.51919520670845
20.0	377.83421522294975
21.0	378.76456209671034
22.0	385.3197541118436
23.0	394.8125823637386
24.0	398.27942456928616
25.0	393.7708987025953
26.0	389.29115426681716
27.0	385.0156295399335
28.0	384.3370320276907
29.0	388.49113618614285
30.0	397.36910411296486
31.0	407.8080465696391
32.0	415.3866746952297
33.0	420.34541732211784
34.0	422.5798311788658
35.0	418.66244946689557
36.0	419.5337547832389
37.0	421.2189122529045
38.0	428.92197908394087
39.0	436.940842586314
40.0	442.7599785521937
41.0	443.84748856088066
42.0	439.524182744378
43.0	437.4092974269623
44.0	437.1017348844481
45.0	431.68176431011034
46.0	425.4192879362999
47.0	420.3170611096133
48.0	420.10866066190766
49.0	419.0643372851363
50.0	421.93040186902635
51.0	423.37574246185613
52.0	424.2965855507725
53.0	422.9178741806919
54.0	420.92746273102256
55.0	427.9090171801762
56.0	436.1249342004686
57.0	438.451262418822
58.0	436.47936455236913
59.0	437.0277355756779
60.0	435.3954638451167
61.0	440.38590043058485
62.0	438.1065450575178
63.0	431.8730689499663
64.0	429.01039965740193
65.0	427.2753713398051
66.0	422.44452226001
67.0	415.38623544417976
68.0	411.4830215142654
69.0	410.78403999110475
70.0	407.2991070494117
71.0	405.1109181796382
72.0	405.6656267570008
73.0	407.1079877537869
74.0	404.330170805264
75.0	402.8520790286062
76.0	400.9028999614454
77.0	392.02883353444105
78.0	382.76975967550675
79.0	371.1921186393973
80.0	356.89861563902485
81.0	348.60792239475376
82.0	341.89665348189766
83.0	328.74287501953296
84.0	314.35263371563497
85.0	298.5978383844042
86.0	287.5103537668576
87.0	271.05987667619706
88.0	249.85883227781176
89.0	230.78264976066225
90.0	207.03732333663467
91.0	179.27887018261333
92.0	153.52440382779287
93.0	128.97900607869678
94.0	104.42845142677818
95.0	80.08718152039629
96.0	54.75000961547019
97.0	32.447177984974864
98.0	15.121104214657136
99.0	3.3253240776903064
