gene_id	SNF2KO_01	SNF2KO_02	SNF2KO_03	SNF2KO_04	SNF2KO_05	SNF2KO_06	SNF2KO_07	SNF2KO_08	SNF2KO_09	SNF2KO_10	SNF2KO_11	SNF2KO_12	WT_01	WT_02	WT_03	WT_04	WT_05	WT_06	WT_07	WT_08	WT_09	WT_10	WT_11	WT_12
YAL002W	5.58956028786178	5.63307084864506	5.74252587827281	5.99944226317252	6.04810613558242	5.28478181868643	5.75484058715177	5.8964700677631	5.59768142059763	5.54279187551424	5.52599608289088	5.48633867942558	5.71979268847791	5.56089562664394	5.70774739374899	6.04431427570327	5.87128705744494	5.95416057116089	5.62970605291709	5.83521881174808	5.27501662625039	5.81996316815417	6.03299500757991	5.83689181235076
YAL001C	5.80092088763916	5.78554098957209	5.86995903957782	6.23973146019223	6.0275792904828	5.74781970370858	6.03319957604278	6.01302889414222	5.84370215103167	5.84127646327816	6.07891783572643	6.14507226183604	5.64924348992103	5.4453877456173	5.74124663412039	5.8969670435793	5.89599403789728	5.65119276720127	5.69610472738246	5.41902216394431	5.53660287490676	5.75527201274097	5.22156364762212	5.77681724035581
YAR002W	6.13628849021935	5.86828747721565	5.96296289502253	6.04667292439345	5.72353147956002	6.0762531484783	5.87870990289443	5.96772484752259	6.08844736561617	5.73103338935766	5.84732819328211	5.96302304645439	5.68506458486674	6.12706666371453	5.97971485490666	5.87058314100532	5.73942101040483	6.17639791911196	6.00618242828767	5.77004920023959	5.92418359741621	5.68677065167097	5.90352747632451	6.05111228293423
YAR002C-A	6.81101963029578	6.64160075284161	6.83936379997043	6.64745473548864	6.56173630952344	6.84705856103582	6.74841461227925	6.72902387577911	6.79009598722963	6.67685159106752	6.76823211922943	6.92025283609132	6.38778749419523	6.29652597438263	6.33159009651613	6.59996951225715	6.53487163009781	6.59185236687098	6.52954921992107	6.66475796914398	6.38826878733638	6.66084049059653	6.59641598850808	6.44930712407578
YAR003W	6.11778120989629	5.84133989013144	6.07012174426309	5.95033814422495	5.98548041690032	5.82612384784048	6.17062027342032	5.9905844453096	5.81879994055751	6.07947922194326	6.05761558016656	5.91866481863934	5.81813742169162	5.82045260791572	5.70774739374899	5.81600658839084	5.59054931166675	6.15585476258574	6.07864018927398	6.09153986635553	5.85627453446709	5.9678436108503	5.93719741711213	6.02628721781941
YAR007C	6.17251479778403	6.13110839933095	5.94036940733693	6.33565891033274	6.0275792904828	5.94618150729049	5.99100415893132	6.03507487140993	6.20415715766517	5.86730406763062	5.96857097743615	5.9410451408297	5.40557137488941	5.59679905416085	5.48256157885547	5.69862176551134	5.76700310225744	5.58641726351598	5.52201793272697	5.32228221016912	5.70757445655523	5.78806272970994	5.71929824889845	5.57519554320066
YAR008W	5.64620076389138	5.37648986852646	5.56831817187595	5.60385430725562	5.55107824772575	5.63441934883404	5.61616799333576	5.49094258718514	5.46816421344776	5.5764637792176	5.59165687640602	5.41814958609287	5.14504625633809	5.04823349693881	5.1948034536932	5.0884609709281	5.29908279797495	5.27869001708738	5.26636291997902	5.15596322145896	5.27501662625039	5.31108254156599	5.67868863799069	5.27948487891614
YAR014C	6.27543761977403	6.15247472595264	6.32940801840056	6.33565891033274	6.44718252206912	6.43335839653879	6.20730190798905	6.27339715528563	6.39260784239617	6.36912011007159	6.4119050204187	6.47572780181382	6.59139073426004	6.49857134301047	6.24678975089974	6.23719807880787	6.07751922455644	6.21652200754992	6.44384847086873	6.16646596634646	6.43335405630977	6.26412070375194	6.33270506238108	6.05111228293423
YAR015W	6.20774349283414	6.53515812683567	6.26049158545927	5.92502904512666	6.08817723626533	6.47942106832559	6.18909218853371	6.05673798774184	6.48504698253185	6.24198391811665	6.4119050204187	6.20035945913076	7.71570696291156	6.78872196087144	7.09450360557741	6.90976248715305	7.46909598783141	6.95511036431757	6.9779804920687	7.83986268173499	7.04659226057267	7.16219498178034	7.57112524649165	7.47052552740205
YAR019C	5.3271953689961	5.72695689735081	5.28083910717334	5.45994664372163	5.6965594785085	5.36489525220327	5.52387094826998	5.49094258718514	5.32024667033263	5.27062985791008	5.55932199173696	5.69580443794329	5.01498536650238	5.26782169064184	5.600890237402	5.56776623714728	5.71116602279651	5.4051644062524	5.21640848205392	5.092861737082	5.0748609206848	5.25932590906452	5.71929824889845	5.45867539507252
YAR023C	5.20780713729071	4.96413134538712	5.19361329952175	4.81829065079973	4.97686685538412	5.28478181868643	5.08803055886836	5.0016929852076	4.69963466274799	5.17652398001397	5.11325872820961	4.69282399133056	5.14504625633809	5.16488996959885	5.00789261748844	5.0884609709281	4.93937204885124	4.61645678943683	4.98185703948705	5.41902216394431	5.21315110031748	5.01600946840122	5.22156364762212	5.22899957565362
YAR027W	6.11778120989629	6.36672278445848	6.57388439810915	6.25949134045599	6.06830152361558	6.44889054030079	6.24296666739693	6.09897329760444	6.00496364857562	6.26092360803966	6.27434670604761	6.02669837543403	6.36763325253703	6.33564086446429	6.1560404807079	6.23719807880787	6.44257997540603	5.97825262700898	5.98106071276607	6.59652237401551	5.92418359741621	6.28597171973118	6.30816055232645	6.39397063299161
YAR033W	5.11853559472642	5.1422576998524	5.04414434620281	5.03050939522661	5.03274812819348	5.10031420510519	5.03567796038947	5.25620304363009	4.85877533198507	5.07119318683954	5.00213014363598	5.2240532724089	5.30974316128688	4.98296979677846	5.13697042834628	4.96531961802434	4.87146838300793	5.01938293572074	5.10731160399853	5.50738209691806	5.21315110031748	5.31108254156599	5.22156364762212	4.99186968090174
YAR035W	5.58956028786178	5.63307084864506	5.04414434620281	5.66928653436611	5.82556074519509	5.36489525220327	5.75484058715177	5.34076685776675	5.32024667033263	5.70176139024981	5.68336430612922	5.58103405494901	5.53430256118782	4.98296979677846	5.39561546735951	5.02929283308844	5.05886583920565	5.07793268849247	5.10731160399853	5.27007735683292	5.74656015398201	5.14621215995856	5.49965990272642	5.11872036036469
YAR042W	6.52953916403378	6.61203547058767	6.71936497192706	6.44221429200499	6.84552889488684	6.64929858596034	6.59566416787407	6.6494322724884	6.54329348847563	6.62068486416371	6.84144564747571	6.90966896288415	6.72223563273544	6.42861851483739	6.57467464269316	6.62988452702206	6.75392330684627	6.53103146971121	6.52954921992107	6.42902450812421	6.63842377829877	6.74023878036856	6.96166902626424	6.61876531509575
YAR050W	5.07015865874511	4.96413134538712	4.92647205054772	5.19702375714647	5.3829008808525	4.99058014373609	5.18385034502935	4.9396083572381	4.92555038920561	4.9501777351588	5.16371470391137	5.03228912705409	5.71979268847791	5.16488996959885	5.1948034536932	5.14368581630366	5.21058248027489	4.7216309609541	5.04703952666618	5.02457580838416	5.33307864200691	5.14621215995856	5.1546936418103	4.99186968090174
YAR071W	4.45663943927285	4.14278424624569	4.14278424624569	4.14278424624569	4.59302592193687	4.46716785545919	4.46287549727533	4.47152521634732	4.59838279180196	4.14278424624569	4.47169671042491	4.59278832064054	5.01498536650238	5.26782169064184	5.13697042834628	5.02929283308844	5.00143927178669	5.27869001708738	5.26636291997902	5.41902216394431	5.21315110031748	5.20453856620529	5.08226470626384	4.83932384511884
YBL113C	5.20780713729071	5.1422576998524	4.92647205054772	5.29282090413388	5.03274812819348	5.04732482436322	5.4912663526135	5.0016929852076	5.32024667033263	5.5764637792176	5.11325872820961	5.03228912705409	5.30974316128688	4.83195695822756	5.0749700684719	4.7282877070357	5.00143927178669	4.80971670977811	5.04703952666618	5.02457580838416	5.14676130373959	5.25932590906452	5.59281063498655	4.99186968090174
YBL107C	5.80092088763916	5.81376923041813	5.32159292789395	5.42069032459442	5.77565733355943	5.74781970370858	5.67368202960743	5.846526679036	5.65710860437353	5.73103338935766	5.65362026090765	5.77487081907825	5.61224359937783	5.76085230933003	5.44000351513162	5.53247760626938	5.76700310225744	5.87889425981779	5.69610472738246	5.86650912024512	5.33307864200691	5.68677065167097	5.59281063498655	5.4989472040381
