ID	Description	pvalue	p.adjust	ES	NES	size	leadingEdge
GO:0000755	cytogamy [biological_process]	0.119700748129676	0.587397485667275	0.539849022003712	1.34898838723071	11	YCL027W/YHR158C/YKL178C/YCL014W/YGR152C/YCR089W
GO:0019388	galactose catabolic process [biological_process]	0.120593692022263	0.589478029470953	-0.828745562914733	-1.32329839747849	3	YMR105C/YKL127W
GO:0006479	protein methylation [biological_process]	0.120950323974082	0.589478029470953	0.788580519710094	1.30187653957833	3	YLR137W/YKR029C/YNL092W
GO:0061093	negative regulation of phospholipid translocation [biological_process]	0.122093023255814	0.59273607748184	-0.885360867750063	-1.32153259938286	2	YKL051W
GO:0031452	negative regulation of heterochromatin formation [biological_process]	0.122448979591837	0.59273607748184	-0.827151566735275	-1.3207531861564	3	YDL070W/YLR399C
GO:0006812	monoatomic cation transport [biological_process]	0.124087591240876	0.59719557195572	-0.734774826801444	-1.37204083813165	5	YOL130W
GO:0006607	NLS-bearing protein import into nucleus [biological_process]	0.12520325203252	0.59719557195572	-0.580830479500519	-1.35094283326661	14	YER110C/YLR347C/YOR098C/YGL092W/YNL189W/YDR192C/YGR119C/YJL041W
GO:0000056	ribosomal small subunit export from nucleus [biological_process]	0.12520325203252	0.59719557195572	-0.580181855132899	-1.34943420988707	14	YER036C/YNL178W/YJL010C/YPL239W/YKL143W/YOR145C/YJL061W/YGR081C/YJL041W
GO:0043001	Golgi to plasma membrane protein transport [biological_process]	0.124688279301746	0.59719557195572	0.535981589339431	1.33932434869425	11	YLL050C/YLR309C/YJL004C
GO:0007059	chromosome segregation [biological_process]	0.125461254612546	0.59719557195572	0.359303155688524	1.2749253054359	43	YDR374W-A/YIL126W/YJR089W/YOL069W/YAL034W-A/YIR011C/YKL193C/YBR156C/YER133W/YIL144W/YMR311C/YDL139C/YPR046W/YKL089W/YLR381W/YAL031C/YOR195W/YFR028C/YFR046C/YPR179C/YJL080C
GO:0090156	intracellular sphingolipid homeostasis [biological_process]	0.127753303964758	0.602809118121114	0.701213110030134	1.35800143834535	5	YKR020W
GO:0000465	exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [biological_process]	0.127906976744186	0.602809118121114	-0.879992930364086	-1.31352015552476	2	YOL077C/YNL002C
GO:0035025	positive regulation of Rho protein signal transduction [biological_process]	0.127429805615551	0.602809118121114	0.783651889995245	1.29373980878464	3	YKL203C/YGR152C
GO:0006098	pentose-phosphate shunt [biological_process]	0.128440366972477	0.603331723804925	-0.768144937765998	-1.33506039074243	4	YPR074C/YLR354C/YOR095C
GO:1990481	mRNA pseudouridine synthesis [biological_process]	0.130281690140845	0.607981220657277	-0.706873744340337	-1.37635471693554	6	YLR175W/YOR243C/YPL212C/YNL292W
GO:0016075	rRNA catabolic process [biological_process]	0.130275229357798	0.607981220657277	-0.766973125884017	-1.33302374433351	4	YJL050W/YGR195W/YOL021C/YDL111C
GO:0006449	regulation of translational termination [biological_process]	0.133928571428571	0.610212335692619	-0.688035268174436	-1.39015155341416	7	YAL003W/YPL226W
GO:0006090	pyruvate metabolic process [biological_process]	0.135714285714286	0.610212335692619	-0.68727892960278	-1.38862339738941	7	YAL038W/YKL029C/YLR044C
GO:0010629	negative regulation of gene expression [biological_process]	0.1375	0.610212335692619	-0.686641775950744	-1.38733605038831	7	YLR244C/YMR116C/YDR266C
GO:0015886	heme transport [biological_process]	0.135746606334842	0.610212335692619	0.620416657316576	1.38312626797912	7	YMR056C/YBL030C/YLL001W
GO:0006817	phosphate ion transport [biological_process]	0.131386861313869	0.610212335692619	-0.729863475998669	-1.36286990082406	5	YBR296C
GO:0035435	phosphate ion transmembrane transport [biological_process]	0.131725417439703	0.610212335692619	-0.824202765359656	-1.31604469140306	3	YER053C/YBR296C
GO:0009636	response to toxic substance [biological_process]	0.133580705009276	0.610212335692619	-0.822866128372202	-1.31391041803538	3	YOL002C/YGR177C
GO:0051300	spindle pole body organization [biological_process]	0.135667396061269	0.610212335692619	0.731595603446099	1.31089276391298	4	YNL225C/YBR109C/YCR065W
GO:0034472	snRNA 3'-end processing [biological_process]	0.133720930232558	0.610212335692619	-0.877518557794274	-1.30982678694124	2	YNL251C/YPL190C
GO:0071034	CUT catabolic process [biological_process]	0.133720930232558	0.610212335692619	-0.877518557794274	-1.30982678694124	2	YNL251C/YPL190C
GO:0001676	long-chain fatty acid metabolic process [biological_process]	0.137596899224806	0.610212335692619	-0.875574407917992	-1.30692485448276	2	YIL009W/YER015W
GO:2001040	positive regulation of cellular response to drug [biological_process]	0.13543599257885	0.610212335692619	-0.818323736835733	-1.30665736026963	3	YBL005W
GO:0009113	purine nucleobase biosynthetic process [biological_process]	0.137291280148423	0.610212335692619	-0.816510517942372	-1.30376210536483	3	YKR080W/YOR184W/YGR204W
GO:0006914	autophagy [biological_process]	0.13677811550152	0.610212335692619	0.420606112909896	1.28867500186067	22	YBL050W/YPR049C/YDR022C/YPR185W/YKR001C/YHR171W/YGL124C/YJL083W/YNL242W/YGL180W/YIL153W
GO:0120236	negative regulation of post-translational protein targeting to membrane, translocation [biological_process]	0.137577002053388	0.610212335692619	0.846235418875928	1.27267205446933	2	YML055W/YJR117W
GO:0034727	piecemeal microautophagy of the nucleus [biological_process]	0.133333333333333	0.610212335692619	0.362547025063543	1.26990562204583	40	YML001W/YGR223C/YPR049C/YDR022C/YHR073W/YOR237W/YNL223W/YPR185W/YBL078C/YBR217W/YHR171W/YPL149W/YML104C/YNL242W/YGL180W/YNR007C/YJL036W/YDR108W/YDL077C/YLR423C/YHR001W
GO:0006428	isoleucyl-tRNA aminoacylation [biological_process]	0.13953488372093	0.614987080103359	-0.874690703428773	-1.30560579427436	2	YBL076C/YPL040C
GO:2000200	regulation of ribosomal subunit export from nucleus [biological_process]	0.13953488372093	0.614987080103359	-0.873630258041711	-1.30402292202428	2	YNR053C/YLR106C
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [biological_process]	0.140677966101695	0.615789141546941	-0.637049333206642	-1.37329534048774	9	YDR172W/YCR093W/YER049W/YAL021C/YJR091C
GO:0034476	U5 snRNA 3'-end processing [biological_process]	0.14406779661017	0.615789141546941	-0.63507653115996	-1.36904254605379	9	YOR001W/YJL050W/YLR059C/YDR280W/YMR239C/YGR195W
GO:0042149	cellular response to glucose starvation [biological_process]	0.145762711864407	0.615789141546941	-0.633126390877331	-1.36483860387249	9	YDL229W/YNL209W
GO:0010447	response to acidic pH [biological_process]	0.142335766423358	0.615789141546941	-0.722926607742241	-1.34991672634203	5	YHR030C/YER150W
GO:0071028	nuclear mRNA surveillance [biological_process]	0.140432098765432	0.615789141546941	-0.550257918218303	-1.34408386536028	17	YNL251C/YOR001W/YJL050W/YGR158C/YHR069C/YPL190C/YGR195W/YOL021C/YNL004W
GO:1902600	proton transmembrane transport [biological_process]	0.148214285714286	0.615789141546941	-0.664500200461824	-1.34259975999054	7	YGL008C
GO:0043137	DNA replication, removal of RNA primer [biological_process]	0.147577092511013	0.615789141546941	0.692382326087036	1.34089933753618	5	YKL113C/YJR006W
GO:0043457	regulation of cellular respiration [biological_process]	0.14963503649635	0.615789141546941	-0.715641038103411	-1.33631242375992	5	YKL109W
GO:0000070	mitotic sister chromatid segregation [biological_process]	0.144144144144144	0.615789141546941	0.437583520344541	1.30310488879813	20	YFL008W/YFR031C/YML124C/YDR113C/YLR086W/YIR025W/YEL061C/YDR325W/YML085C/YML034W/YNL307C/YBL097W
GO:0009213	pyrimidine deoxyribonucleoside triphosphate catabolic process [biological_process]	0.145348837209302	0.615789141546941	-0.871686108165429	-1.3011209895658	2	YJR069C/YBR252W
GO:0006750	glutathione biosynthetic process [biological_process]	0.147286821705426	0.615789141546941	-0.870224519949243	-1.29893935206077	2	YJL101C
GO:0006298	mismatch repair [biological_process]	0.147286821705426	0.615789141546941	0.4781587967937	1.29598775082577	14	YOL090W/YNL082W/YJR068W/YJR006W/YLR035C/YPL164C/YOR033C/YDR097C
GO:0015856	cytosine transport [biological_process]	0.142857142857143	0.615789141546941	-0.811207353721054	-1.29529428480606	3	YER056C/YER060W-A/YER060W
GO:0072530	purine-containing compound transmembrane transport [biological_process]	0.142857142857143	0.615789141546941	-0.811207353721054	-1.29529428480606	3	YER056C/YER060W-A/YER060W
GO:0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) [biological_process]	0.142857142857143	0.615789141546941	-0.810529687647259	-1.29421222238593	3	YER172C
GO:0006113	fermentation [biological_process]	0.14922480620155	0.615789141546941	-0.866498240308665	-1.29337732622609	2	YGL256W
GO:0046132	pyrimidine ribonucleoside biosynthetic process [biological_process]	0.14922480620155	0.615789141546941	-0.863414173938522	-1.28877389908664	2	YML106W
GO:0045861	negative regulation of proteolysis [biological_process]	0.14922480620155	0.615789141546941	-0.862740699916518	-1.28776863907648	2	YGR132C
GO:0044539	long-chain fatty acid import into cell [biological_process]	0.148423005565863	0.615789141546941	-0.805921614842496	-1.28685428814064	3	YOR317W/YMR246W
GO:0006891	intra-Golgi vesicle-mediated transport [biological_process]	0.145896656534954	0.615789141546941	0.426803509649421	1.28443201030314	21	YML071C/YDR407C/YKR068C/YKL196C/YGL223C/YGL005C/YNL041C
GO:0009437	carnitine metabolic process [biological_process]	0.144708423326134	0.615789141546941	0.772317482764716	1.27502770711001	3	YAR035W/YML042W/YER024W
GO:0060903	positive regulation of meiosis I [biological_process]	0.141683778234086	0.615789141546941	0.842877341816896	1.26762176853889	2	YDR052C/YDL017W
GO:0090630	activation of GTPase activity [biological_process]	0.143737166324435	0.615789141546941	0.842700600919053	1.26735596401624	2	YGR100W/YJL044C
GO:0007121	bipolar cellular bud site selection [biological_process]	0.151098901098901	0.618511361364696	0.469416120630389	1.31863563950671	16	YLL021W/YKL129C/YLR313C/YKL092C/YMR109W/YGR152C/YGR058W
GO:0072423	response to DNA damage checkpoint signaling [biological_process]	0.151162790697674	0.618511361364696	-0.861689425750566	-1.28619945623612	2	YOL123W
GO:0034462	small-subunit processome assembly [biological_process]	0.153100775193798	0.624651162790698	-0.860728172499116	-1.28476464298163	2	YPR112C/YNR054C
GO:0061610	glycerol catabolic process to glycerone phosphate [biological_process]	0.153988868274583	0.624704840613932	-0.80491486622346	-1.28524676359529	3	YOR120W/YFL053W
GO:0005980	glycogen catabolic process [biological_process]	0.153988868274583	0.624704840613932	-0.80449001237405	-1.28456837876496	3	YPR160W/YPR184W/YIL099W
GO:0007029	endoplasmic reticulum organization [biological_process]	0.156387665198238	0.626153046641549	0.685088403265735	1.32677359239419	5	YOR227W
GO:0070676	intralumenal vesicle formation [biological_process]	0.156387665198238	0.626153046641549	0.685056862272188	1.32671250866088	5	YLR025W/YPR173C/YMR077C
GO:0106004	tRNA (guanine-N7)-methylation [biological_process]	0.156976744186047	0.626153046641549	-0.857370095440085	-1.27975221418971	2	YDR165W/YDL201W
GO:0008612	peptidyl-hypusine biosynthetic process [biological_process]	0.156976744186047	0.626153046641549	-0.85707905001621	-1.27931778566507	2	YJR070C
GO:0065003	protein-containing complex assembly [biological_process]	0.15625	0.626153046641549	0.38456930032852	1.26972308457031	32	YDR359C/YPL078C/YMR089C/YIL042C/YDR356W/YGR167W/YOL083W/YOR057W/YER017C/YBR081C/YPR020W/YCL005W-A
GO:0061158	3'-UTR-mediated mRNA destabilization [biological_process]	0.15605749486653	0.626153046641549	0.837221633085896	1.25911602381395	2	YBR212W/YPL184C
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins [biological_process]	0.157622739018088	0.626978471637408	0.469736158900739	1.27315927707999	14	YMR115W/YCL044C/YKR087C/YPR024W/YPL096W/YOR057W/YDR265W/YBL075C
GO:0030447	filamentous growth [biological_process]	0.158150851581509	0.627331711273317	0.545512736374457	1.33344772547169	10	YEL071W/YBR171W/YNL079C
GO:0071039	nuclear polyadenylation-dependent CUT catabolic process [biological_process]	0.159052453468697	0.629160397654569	-0.603439973944117	-1.33079847015492	10	YOR001W/YGR158C/YIL079C/YGR195W/YOL021C
GO:0006656	phosphatidylcholine biosynthetic process [biological_process]	0.15973377703827	0.630110037598478	-0.584550679246225	-1.31988515229745	11	YER043C/YGR157W/YGR202C/YLR347C/YJR073C/YGR149W
GO:0090337	regulation of formin-nucleated actin cable assembly [biological_process]	0.161290322580645	0.634497467342042	0.646691237243692	1.33122190836599	6	YHR158C/YHR115C/YKR055W
GO:0032447	protein urmylation [biological_process]	0.161971830985916	0.634921979208571	-0.688925130589689	-1.34140694953585	6	YNL119W/YMR312W/YGR200C
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [biological_process]	0.162287480680062	0.634921979208571	-0.531121367236307	-1.30652226169746	18	YGR095C/YOR001W/YJL050W/YGR158C/YHR069C/YLR059C/YDR280W/YGR195W/YOL021C/YDL111C/YNL232W
GO:0070941	eisosome assembly [biological_process]	0.163157894736842	0.635412344074195	-0.63537684340105	-1.33675889883257	8	YPR149W
GO:0009396	folic acid-containing compound biosynthetic process [biological_process]	0.163302752293578	0.635412344074195	-0.753329728012391	-1.3093110838732	4	YKR080W
GO:0032984	protein-containing complex disassembly [biological_process]	0.165137614678899	0.637341929085048	-0.750394551589774	-1.30420965367557	4	YBR158W/YBR172C
GO:0034398	telomere tethering at nuclear periphery [biological_process]	0.164835164835165	0.637341929085048	0.463968798118763	1.30333357959009	16	YKR095W/YCL016C/YLR442C/YDR227W/YMR078C
GO:0000280	nuclear division [biological_process]	0.164728682170543	0.637341929085048	-0.855182849159232	-1.27648742423986	2	YKL172W
GO:0034497	protein localization to phagophore assembly site [biological_process]	0.166197183098592	0.638403121298683	0.441803977696339	1.28282016231829	18	YPR049C/YPR185W/YKR001C/YBL078C/YJL178C/YLR262C/YGL180W/YLR431C/YDR108W/YLR423C
GO:0000736	double-strand break repair via single-strand annealing, removal of nonhomologous ends [biological_process]	0.166306695464363	0.638403121298683	0.762334352794066	1.25854644441647	3	YLR135W
GO:0000076	DNA replication checkpoint signaling [biological_process]	0.168202764976959	0.642228739002933	0.643597063542061	1.32485251354095	6	YNL273W/YJR068W/YER133W/YCL061C
GO:0006623	protein targeting to vacuole [biological_process]	0.16793893129771	0.642228739002933	0.323841364105143	1.18672751537829	47	YLR417W/YPR139C/YOL129W/YBL017C/YLR119W/YKR020W/YDR200C/YMR004W/YKR001C/YGL124C/YKR014C/YNR006W/YLL040C/YBR290W/YGL095C/YPL195W/YJR102C/YJL036W/YNL275W/YNL093W
GO:0006409	tRNA export from nucleus [biological_process]	0.168693009118541	0.642382978723404	-0.520558438642006	-1.30639768810208	19	YGR128C/YBR118W/YPR080W/YGR090W/YGL092W/YKL205W/YGL172W/YMR047C/YMR235C/YJL041W/YOR046C/YCR073W-A
GO:0006139	nucleobase-containing compound metabolic process [biological_process]	0.16970802919708	0.64452943003572	-0.706162793562609	-1.31861375185469	5	YKR091W/YBR084W
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening [biological_process]	0.172881355932203	0.645700120224277	-0.614246686911086	-1.32413938619005	9	YNR052C/YOR359W/YCR093W/YIL038C/YAL021C
GO:0000321	re-entry into mitotic cell cycle after pheromone arrest [biological_process]	0.172330097087379	0.645700120224277	0.54918936362396	1.32153292443535	9	YIL122W/YDR200C/YLR238W/YMR029C/YNL127W/YMR052W/YFR008W
GO:0031321	ascospore-type prospore assembly [biological_process]	0.172811059907834	0.645700120224277	0.638242418960443	1.31382991145816	6	YPL232W/YMR017W/YKR031C/YDR208W
GO:0000436	carbon catabolite activation of transcription from RNA polymerase II promoter [biological_process]	0.173684210526316	0.645700120224277	-0.622937223219943	-1.31058738637049	8	YKL109W/YPL230W
GO:0000706	meiotic DNA double-strand break processing [biological_process]	0.174008810572687	0.645700120224277	0.673970857993478	1.30524284481598	5	YHR164C/YBR160W/YOR033C
GO:0046685	response to arsenic-containing substance [biological_process]	0.172866520787746	0.645700120224277	0.71593403109093	1.28282993552093	4	YIL046W/YNL103W
GO:1904524	negative regulation of DNA amplification [biological_process]	0.172480620155039	0.645700120224277	-0.85140613977229	-1.27085012451831	2	YGL037C
GO:0008360	regulation of cell shape [biological_process]	0.172786177105832	0.645700120224277	0.761007140203592	1.25635533407151	3	YHR158C/YER133W
GO:0006598	polyamine catabolic process [biological_process]	0.174537987679671	0.645700120224277	0.825733474726052	1.24183872984142	2	YMR170C/YMR169C
GO:0019483	beta-alanine biosynthetic process [biological_process]	0.174537987679671	0.645700120224277	0.825733474726052	1.24183872984142	2	YMR170C/YMR169C
GO:0060237	regulation of fungal-type cell wall organization [biological_process]	0.17629179331307	0.645963087823553	-0.515924622534168	-1.29476862553965	19	YPR149W/YHR030C
GO:0006882	intracellular zinc ion homeostasis [biological_process]	0.182741116751269	0.645963087823553	-0.58626564098063	-1.29292299451423	10	YOL002C/YJR104C/YDR492W
GO:0070475	rRNA base methylation [biological_process]	0.176146788990826	0.645963087823553	-0.740983026874116	-1.2878521236749	4	YNL061W/YLR186W/YIL096C/YNL022C
GO:0060195	negative regulation of antisense RNA transcription [biological_process]	0.179431072210066	0.645963087823553	0.710542930279033	1.27317001546324	4	YPR023C/YJL168C/YMR075W
GO:0034504	protein localization to nucleus [biological_process]	0.183807439824945	0.645963087823553	0.709137474901703	1.27065168255437	4	YGL252C/YBR160W
GO:0006828	manganese ion transport [biological_process]	0.183807439824945	0.645963087823553	0.708921076181554	1.27026393348231	4	YGL167C/YLR220W
GO:0045898	regulation of RNA polymerase II transcription preinitiation complex assembly [biological_process]	0.182170542635659	0.645963087823553	-0.848356309650053	-1.26629780006403	2	YPL082C/YDR397C
GO:0006688	glycosphingolipid biosynthetic process [biological_process]	0.181818181818182	0.645963087823553	-0.792911890377908	-1.26608102755741	3	YPL057C/YBR161W
GO:0035336	long-chain fatty-acyl-CoA metabolic process [biological_process]	0.184108527131783	0.645963087823553	-0.846942382467303	-1.26418730373059	2	YOR317W/YMR246W
GO:0008295	spermidine biosynthetic process [biological_process]	0.184108527131783	0.645963087823553	-0.846058677978084	-1.26286824352219	2	YPR069C/YOL052C
GO:0010995	free ubiquitin chain depolymerization [biological_process]	0.181425485961123	0.645963087823553	0.759562200530037	1.25396986674751	3	YMR304W
GO:0071472	cellular response to salt stress [biological_process]	0.181425485961123	0.645963087823553	0.759321184749639	1.25357197105731	3	YOR324C
GO:0051177	meiotic sister chromatid cohesion [biological_process]	0.183585313174946	0.645963087823553	0.755877673678628	1.24788703950615	3	YJL074C/YPR007C/YHR014W
GO:0140588	chromatin looping [biological_process]	0.183585313174946	0.645963087823553	0.754640268693654	1.24584419355748	3	YFR027W/YMR076C/YDR014W
GO:0006517	protein deglycosylation [biological_process]	0.176591375770021	0.645963087823553	0.82476212118225	1.24037788988763	2	YPL096W
GO:0007119	budding cell isotropic bud growth [biological_process]	0.17864476386037	0.645963087823553	0.823612583951926	1.23864907556956	2	YOR127W/YLR229C
GO:1902440	protein localization to mitotic spindle pole body [biological_process]	0.17864476386037	0.645963087823553	0.822897100922254	1.23757304490835	2	YDR356W
GO:0015771	trehalose transport [biological_process]	0.17864476386037	0.645963087823553	0.82237539766702	1.23678844391098	2	YGR289C/YPR026W
GO:0016926	protein desumoylation [biological_process]	0.180698151950719	0.645963087823553	0.820401502494659	1.23381985955693	2	YPL020C
GO:0030071	regulation of mitotic metaphase/anaphase transition [biological_process]	0.180698151950719	0.645963087823553	0.818487097914457	1.23094074441258	2	YDR260C/YIR025W
GO:0000398	mRNA splicing, via spliceosome [biological_process]	0.183333333333333	0.645963087823553	0.307547337829981	1.17913780711823	60	YPR094W/YGL174W/YLR298C/YBR055C/YER146W/YER029C/YDL209C/YPL184C/YMR240C/YLR323C/YGR013W/YDL030W/YOR148C/YKL149C/YKL012W/YPR182W/YDR163W/YGR278W/YBR119W/YBL026W
GO:0051016	barbed-end actin filament capping [biological_process]	0.18552036199095	0.649321266968326	0.580682559240118	1.2945450312636	7	YNL271C/YIL159W/YCR088W/YKL007W
GO:2000219	positive regulation of invasive growth in response to glucose limitation [biological_process]	0.1875	0.653048780487805	-0.643012981362433	-1.29918557413227	7	YOR290C
GO:0061091	regulation of phospholipid translocation [biological_process]	0.187384044526902	0.653048780487805	-0.788171021474156	-1.25851105131412	3	YPR149W
GO:0007155	cell adhesion [biological_process]	0.189922480620155	0.655094933153578	-0.84305408271474	-1.25838343881363	2	YER027C/YFL014W
GO:0015693	magnesium ion transport [biological_process]	0.189239332096475	0.655094933153578	-0.786959617242263	-1.25657674318567	3	YOL130W
GO:0034089	establishment of meiotic sister chromatid cohesion [biological_process]	0.188911704312115	0.655094933153578	0.81439890360731	1.22479241909803	2	YFR027W
GO:0070550	rDNA chromatin condensation [biological_process]	0.189873417721519	0.655094933153578	0.462088341648575	1.22252470471614	13	YFR031C/YKR010C/YOL004W/YLR086W/YER147C/YDR325W
GO:0051027	DNA transport [biological_process]	0.193798449612403	0.662067430733281	-0.840395824361153	-1.25441559338494	2	YNL055C
GO:0070476	rRNA (guanine-N7)-methylation [biological_process]	0.193798449612403	0.662067430733281	-0.840257293077012	-1.25420881486705	2	YNR046W
GO:1903692	methionine import across plasma membrane [biological_process]	0.193798449612403	0.662067430733281	-0.839872746553553	-1.25363482206339	2	YHL036W/YGR055W
GO:0032488	Cdc42 protein signal transduction [biological_process]	0.193018480492813	0.662067430733281	0.811417462000707	1.22030856350641	2	YDR309C/YHR061C
GO:0006067	ethanol metabolic process [biological_process]	0.194748358862144	0.663244353182752	0.703788796033843	1.26106777528191	4	YGR087C/YOR374W/YMR303C
GO:0035493	SNARE complex assembly [biological_process]	0.195071868583162	0.663244353182752	0.809762293004991	1.21781931845794	2	YDL058W
GO:0006283	transcription-coupled nucleotide-excision repair [biological_process]	0.196277495769882	0.66575834669689	-0.579862134763516	-1.27880099954319	10	YKL054C/YDR381W/YGL070C/YNL139C
GO:0019255	glucose 1-phosphate metabolic process [biological_process]	0.197674418604651	0.667326406069603	-0.83739837398374	-1.24994145347987	2	YMR105C/YKL127W
GO:0051156	glucose 6-phosphate metabolic process [biological_process]	0.197674418604651	0.667326406069603	-0.83739837398374	-1.24994145347987	2	YMR105C/YKL127W
GO:0006816	calcium ion transport [biological_process]	0.19815668202765	0.667376749847839	0.624516724482968	1.28557539965461	6	YGL167C/YNL291C/YGR217W
GO:0016050	vesicle organization [biological_process]	0.199029126213592	0.66873786407767	0.53107798788073	1.277950908947	9	YOL082W/YPL218W/YKR020W/YJL178C/YGL200C
GO:0060304	regulation of phosphatidylinositol dephosphorylation [biological_process]	0.205882352941176	0.677598898797056	0.571574766788801	1.27424056839311	7	YER120W/YOR086C/YNL087W/YML072C
GO:0072665	protein localization to vacuole [biological_process]	0.205882352941176	0.677598898797056	0.569944018282632	1.27060505817792	7	YML001W/YGR048W
GO:0036297	interstrand cross-link repair [biological_process]	0.203703703703704	0.677598898797056	0.539984283154685	1.2520918713292	8	YOL090W/YLR135W/YIR002C/YDR097C/YPL008W/YJR144W/YMR137C
GO:0016070	RNA metabolic process [biological_process]	0.204081632653061	0.677598898797056	-0.782436081208341	-1.24935379291904	3	YHR087W
GO:0006556	S-adenosylmethionine biosynthetic process [biological_process]	0.205936920222635	0.677598898797056	-0.781740000118645	-1.24824232634627	3	YLR180W/YDR502C
GO:0019318	hexose metabolic process [biological_process]	0.205936920222635	0.677598898797056	-0.781036791638701	-1.24711947912241	3	YDR516C
GO:0042148	DNA strand invasion [biological_process]	0.205426356589147	0.677598898797056	-0.835507359788589	-1.24711883391782	2	YOR290C
GO:0006309	apoptotic DNA fragmentation [biological_process]	0.205426356589147	0.677598898797056	-0.835100742311771	-1.24651189693803	2	YBL055C/YJL208C
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [biological_process]	0.204620462046205	0.677598898797056	0.369868711394362	1.19645493044739	30	YOR075W/YLR043C/YGL020C/YCL001W/YER083C/YGL098W/YDL100C/YOR112W/YNL287W/YLR262C/YIL048W/YDL226C/YGL137W/YLR268W/YPL010W/YDR498C
GO:0000390	spliceosomal complex disassembly [biological_process]	0.209507042253521	0.687761049052938	-0.652343663039367	-1.27017913011486	6	YOR204W/YGL120C
GO:0033108	mitochondrial respiratory chain complex assembly [biological_process]	0.211453744493392	0.689233811869824	0.654544632895396	1.26762112718482	5	YEL059C-A
GO:0030435	sporulation resulting in formation of a cellular spore [biological_process]	0.211678832116788	0.689233811869824	0.509677694236999	1.24585278543793	10	YJL048C/YDR369C/YMR067C/YDR371W/YDL239C/YNL272C
GO:1904669	ATP export [biological_process]	0.211886304909561	0.689233811869824	0.446771118751319	1.21091549754389	14	YLR417W/YLR025W/YLR119W/YNR006W/YMR077C/YJR102C
GO:0006887	exocytosis [biological_process]	0.211221122112211	0.689233811869824	0.368575903699113	1.19227294345187	30	YOR327C/YGR009C/YKL129C/YHR073W/YOR237W/YAL030W/YMR109W
GO:0031118	rRNA pseudouridine synthesis [biological_process]	0.213358070500928	0.690873752098242	-0.779324506119864	-1.24438538945184	3	YLR175W/YDL208W
GO:0071041	antisense RNA transcript catabolic process [biological_process]	0.213358070500928	0.690873752098242	-0.77881204051538	-1.24356711066577	3	YNL251C/YPL190C
GO:0035617	stress granule disassembly [biological_process]	0.215213358070501	0.693735158746445	-0.77721834927979	-1.24102238626241	3	YLL026W
GO:0032973	amino acid export across plasma membrane [biological_process]	0.215213358070501	0.693735158746445	-0.776530444909337	-1.23992397585543	3	YIL121W
GO:0061429	positive regulation of transcription from RNA polymerase II promoter by oleic acid [biological_process]	0.216630196936543	0.695163867922209	0.698814642975436	1.2521549534714	4	YDR216W
GO:0034501	protein localization to kinetochore [biological_process]	0.21654501216545	0.695163867922209	0.506612600077281	1.23836048954251	10	YAL034W-A/YER133W/YGL093W/YIL144W/YGR188C
GO:0046822	regulation of nucleocytoplasmic transport [biological_process]	0.220070422535211	0.696808344523906	-0.643546527057672	-1.25305021607487	6	YLR347C/YGL092W/YJL039C
GO:0072659	protein localization to plasma membrane [biological_process]	0.219966159052454	0.696808344523906	-0.567614842742982	-1.25179139098521	10	YPR149W
GO:0000132	establishment of mitotic spindle orientation [biological_process]	0.219451371571072	0.696808344523906	0.498316124075256	1.24520493165349	11	YNL271C/YOR326W/YHR115C/YGL216W/YLL049W/YMR294W
GO:0046656	folic acid biosynthetic process [biological_process]	0.218923933209648	0.696808344523906	-0.774085204171823	-1.23601954089469	3	YBR034C/YBR084W/YMR289W
GO:0009749	response to glucose [biological_process]	0.218923933209648	0.696808344523906	-0.773793105191183	-1.23555313222805	3	YNL154C
GO:0045337	farnesyl diphosphate biosynthetic process [biological_process]	0.218992248062016	0.696808344523906	-0.826440438317427	-1.23358510689571	2	YPL117C/YJL167W
GO:0016226	iron-sulfur cluster assembly [biological_process]	0.22093023255814	0.697983124099609	0.40911269361206	1.19741648398858	19	YPL188W/YOR226C/YKR071C/YMR301C/YGL091C/YPR067W/YPL135W/YIL003W/YLL027W/YER048W-A
GO:0000411	positive regulation of transcription by galactose [biological_process]	0.222634508348794	0.701814741549841	-0.771256849920453	-1.23150336993002	3	YNL098C/YCR081W/YNL025C
GO:0097552	mitochondrial double-strand break repair via homologous recombination [biological_process]	0.223194748358862	0.702031058714659	0.693494457933797	1.24262210220643	4	YDR369C/YNL250W/YMR284W
GO:0009306	protein secretion [biological_process]	0.223728813559322	0.702164276401565	-0.575239659314176	-1.24005144126517	9	YPR149W
GO:0006865	amino acid transport [biological_process]	0.224625623960067	0.70343287503284	-0.546348574084489	-1.2336267778234	11	YBR068C/YCL025C/YDR046C/YPL265W
