ID	Description	pvalue	p.adjust	ES	NES	size	leadingEdge
GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication [biological_process]	0.726744186046512	0.959672505517125	0.279783011573655	0.818886324548858	19	YJL194W/YPR019W/YBR202W/YGL201C
GO:0140673	transcription elongation-coupled chromatin remodeling [biological_process]	0.728952772073922	0.96028095804572	0.569302156484943	0.85618603162454	2	YOR038C
GO:0032581	ER-dependent peroxisome organization [biological_process]	0.728571428571429	0.96028095804572	-0.378161023189085	-0.76406131799295	7	YDL204W/YPR028W
GO:0072488	ammonium transmembrane transport [biological_process]	0.735294117647059	0.967741935483871	0.345940397684881	0.771222444707753	7	YPR138C/YCR010C/YNL142W
GO:0006390	mitochondrial transcription [biological_process]	0.739219712525667	0.97113576851346	0.564879167531537	0.849534201279618	2	YMR030W
GO:1902975	mitotic DNA replication initiation [biological_process]	0.741273100616017	0.97113576851346	0.563626723223754	0.847650622744921	2	YEL032W/YBL023C
GO:0032000	positive regulation of fatty acid beta-oxidation [biological_process]	0.741273100616017	0.97113576851346	0.563273241428067	0.847119013699613	2	YAL051W/YOR363C
GO:0032527	protein exit from endoplasmic reticulum [biological_process]	0.740820734341253	0.97113576851346	0.504263466066628	0.832494285402769	3	YOL018C
GO:0070843	misfolded protein transport [biological_process]	0.740820734341253	0.97113576851346	0.502805815087512	0.830087832840001	3	YLR378C
GO:0006359	regulation of transcription by RNA polymerase III [biological_process]	0.743119266055046	0.972662064094047	-0.448650444537749	-0.779768775842405	4	YGL019W
GO:0003400	regulation of COPII vesicle coating [biological_process]	0.744493392070485	0.972687290138909	0.400007442776758	0.774672741951924	5	YPL218W/YGR058W
GO:0009651	response to salt stress [biological_process]	0.744500846023689	0.972687290138909	-0.350425031065466	-0.772811075470945	10	YPL061W
GO:0010609	mRNA localization resulting in post-transcriptional regulation of gene expression [biological_process]	0.745379876796715	0.972945579584743	0.560268646164723	0.842600336814487	2	YFR023W/YHR015W
GO:0031047	regulatory ncRNA-mediated gene silencing [biological_process]	0.747433264887064	0.974734887907513	0.557617532697066	0.838613268974671	2	YPR179C/YDR295C
GO:0032443	regulation of ergosterol biosynthetic process [biological_process]	0.749460043196544	0.976006240907462	0.49791276832543	0.822009846347315	3	YPL062W
GO:0015794	glycerol-3-phosphate transmembrane transport [biological_process]	0.751937984496124	0.976006240907462	-0.533860246019771	-0.7968657124214	2	YCR098C
GO:0042538	hyperosmotic salinity response [biological_process]	0.753875968992248	0.976006240907462	-0.533845607231054	-0.796843861854915	2	YOR028C
GO:0045921	positive regulation of exocytosis [biological_process]	0.75054704595186	0.976006240907462	0.43939752084892	0.7873243467415	4	YLR229C/YDR122W/YIL118W
GO:0045945	positive regulation of transcription by RNA polymerase III [biological_process]	0.75139146567718	0.976006240907462	-0.491102015173564	-0.784166502674233	3	YGL122C
GO:0006363	termination of RNA polymerase I transcription [biological_process]	0.751152073732719	0.976006240907462	0.378458261782244	0.779061011610373	6	YDR026C/YER164W
GO:0035024	negative regulation of Rho protein signal transduction [biological_process]	0.753303964757709	0.976006240907462	0.395578009037339	0.766094497616294	5	YER155C
GO:1990683	DNA double-strand break attachment to nuclear envelope [biological_process]	0.753303964757709	0.976006240907462	0.394309057441722	0.763636987813083	5	YLR383W
GO:0030174	regulation of DNA-templated DNA replication initiation [biological_process]	0.755263157894737	0.976674937965261	0.286965724458328	0.79829203796661	15	YPR023C/YJL194W
GO:0007535	donor selection [biological_process]	0.755760368663594	0.976674937965261	0.374469957267558	0.770851037450503	6	YMR144W/YIR002C
GO:0006338	chromatin remodeling [biological_process]	0.76056338028169	0.97718297498903	0.219314793373302	0.868848938885403	73	YEL044W/YGL163C/YBR089C-A/YPL016W/YFL049W/YIL126W/YOR141C/YER164W/YLR095C/YMR044W/YDL002C/YFL013C/YLR085C/YPL184C
GO:0031144	proteasome localization [biological_process]	0.759753593429158	0.97718297498903	0.552536170883027	0.830971297207565	2	YIR011C
GO:0006274	DNA replication termination [biological_process]	0.758099352051836	0.97718297498903	0.490534004227634	0.809828160863205	3	YGR048W
GO:0071243	cellular response to arsenic-containing substance [biological_process]	0.761627906976744	0.97718297498903	-0.527779538879496	-0.787789353836008	2	YOR052C
GO:0006400	tRNA modification [biological_process]	0.760188087774295	0.97718297498903	-0.326322836253709	-0.78599776708951	16	YKR056W/YJL035C/YNL292W/YML080W/YOR274W/YLR401C/YOL115W
GO:0032878	regulation of establishment or maintenance of cell polarity [biological_process]	0.761487964989059	0.97718297498903	0.432087496451489	0.774226047569824	4	YDL127W/YPL031C
GO:0007323	peptide pheromone maturation [biological_process]	0.761467889908257	0.97718297498903	-0.44019338512154	-0.765070136961085	4	YKL019W
GO:0071507	pheromone response MAPK cascade [biological_process]	0.757709251101322	0.97718297498903	0.391153904504225	0.757526574065775	5	YDL159W/YOR208W/YLR362W
GO:0006654	phosphatidic acid biosynthetic process [biological_process]	0.763860369609856	0.977699530516432	0.549840933191941	0.826917869977877	2	YOR311C/YIL124W
GO:1902542	regulation of protein localization to mitotic spindle pole body [biological_process]	0.763565891472868	0.977699530516432	-0.526687875574408	-0.786159884206421	2	YMR001C/YML064C
GO:0009102	biotin biosynthetic process [biological_process]	0.764084507042254	0.977699530516432	-0.374789668966668	-0.729753414766275	6	YNR056C/YGR286C/YNR057C
GO:0032205	negative regulation of telomere maintenance [biological_process]	0.774127310061602	0.980012232950325	0.546836337928597	0.822399193092752	2	YLR010C/YGR042W
GO:0051792	medium-chain fatty acid biosynthetic process [biological_process]	0.774127310061602	0.980012232950325	0.54391696799948	0.818008688461807	2	YBR177C
GO:0006355	regulation of DNA-templated transcription [biological_process]	0.769230769230769	0.980012232950325	0.261820610834681	0.809955961854738	23	YER069W/YKR029C/YBR103W/YLR330W/YBR297W/YPL127C/YJL168C/YCR033W/YKL189W/YJR127C
GO:0042326	negative regulation of phosphorylation [biological_process]	0.773218142548596	0.980012232950325	0.484599402550773	0.80003065952791	3	YPL153C
GO:2000218	negative regulation of invasive growth in response to glucose limitation [biological_process]	0.769944341372913	0.980012232950325	-0.484942976426018	-0.774332065581174	3	YPL049C
GO:0006272	leading strand elongation [biological_process]	0.769417475728155	0.980012232950325	0.317807839873467	0.764751744762561	9	YJR068W/YJR006W
GO:2000185	regulation of phosphate transmembrane transport [biological_process]	0.772477064220183	0.980012232950325	-0.43470585415233	-0.755532633190936	4	YCR037C
GO:0090110	COPII-coated vesicle cargo loading [biological_process]	0.772477064220183	0.980012232950325	-0.434620206108713	-0.75538377416062	4	YIL109C
GO:0097745	mitochondrial tRNA 5'-end processing [biological_process]	0.773127753303965	0.980012232950325	0.380241588632586	0.736393283148371	5	YLR091W/YML091C/YJL023C
GO:0090615	mitochondrial mRNA processing [biological_process]	0.773127753303965	0.980012232950325	0.379461675451978	0.734882867547321	5	YPR134W
GO:0006614	SRP-dependent cotranslational protein targeting to membrane [biological_process]	0.771929824561403	0.980012232950325	-0.347037778265362	-0.73012707835575	8	YPR088C
GO:0030846	termination of RNA polymerase II transcription, poly(A)-coupled [biological_process]	0.772887323943662	0.980012232950325	-0.370711001061196	-0.721811835586885	6	YGL246C/YNL222W/YOR048C/YDR228C/YAL043C/YDR195W
GO:0001558	regulation of cell growth [biological_process]	0.776699029126214	0.982397000524564	0.316970614012701	0.76273709988144	9	YNL047C/YMR068W/YJL058C
GO:0031638	zymogen activation [biological_process]	0.782945736434109	0.988546871465877	-0.514139271827501	-0.767429229247141	2	YBR139W/YMR297W
GO:0046938	phytochelatin biosynthetic process [biological_process]	0.782945736434109	0.988546871465877	-0.514139271827501	-0.767429229247141	2	YBR139W/YMR297W
GO:0006896	Golgi to vacuole transport [biological_process]	0.784615384615385	0.989779831475945	0.257192217699318	0.795637781930539	23	YOL018C/YDR358W/YAL014C/YGL095C/YDR323C/YPL195W/YKL135C/YPL259C/YJL222W/YBR288C/YGR261C/YMR197C
GO:0006457	protein folding [biological_process]	0.793388429752066	0.989853421660022	0.219838588750894	0.837085914457375	58	YIL016W/YER048C/YDR518W/YFR041C/YMR200W/YKL117W/YHR176W/YPL241C/YOL088C/YPR024W/YOR281C/YAL053W/YOR288C/YCR060W/YNL310C/YNL148C/YCL043C/YNL135C
GO:0042594	response to starvation [biological_process]	0.790554414784394	0.989853421660022	0.539413220219159	0.811235403141267	2	YCR009C/YGR066C
GO:0080129	proteasome core complex assembly [biological_process]	0.80082135523614	0.989853421660022	0.535210499293202	0.804914838726339	2	YGR135W
GO:0090334	regulation of cell wall (1->3)-beta-D-glucan biosynthetic process [biological_process]	0.806981519507187	0.989853421660022	0.532166843407565	0.800337417712436	2	YPR165W/YDL240W
GO:0046889	positive regulation of lipid biosynthetic process [biological_process]	0.809034907597536	0.989853421660022	0.531245776929603	0.798952205582734	2	YHR004C
GO:1902426	deactivation of mitotic spindle assembly checkpoint [biological_process]	0.799136069114471	0.989853421660022	0.468017263168895	0.772655017221629	3	YIR025W/YGL003C
GO:1903468	positive regulation of DNA replication initiation [biological_process]	0.803455723542117	0.989853421660022	0.465445662674457	0.768409532747693	3	YDR052C
GO:0006031	chitin biosynthetic process [biological_process]	0.803455723542117	0.989853421660022	0.465217855539858	0.768033443360915	3	YNL233W/YER096W
GO:0016973	poly(A)+ mRNA export from nucleus [biological_process]	0.794117647058824	0.989853421660022	-0.273787412715696	-0.764664159980434	32	YPL226W/YGL122C/YBR247C/YOR098C/YGL092W/YER107C/YDR192C/YGL172W/YMR047C/YER125W/YJL041W/YOR185C/YOR046C/YGL097W
GO:0009090	L-homoserine biosynthetic process [biological_process]	0.790352504638219	0.989853421660022	-0.47789492394392	-0.763078096966124	3	YER052C
GO:0005993	trehalose catabolic process [biological_process]	0.794063079777366	0.989853421660022	-0.47477948786789	-0.758103528472077	3	YDR001C
GO:0099638	endosome to plasma membrane protein transport [biological_process]	0.795918367346939	0.989853421660022	-0.473885319715356	-0.75667576663989	3	YBR170C
GO:0006421	asparaginyl-tRNA aminoacylation [biological_process]	0.790697674418605	0.989853421660022	-0.506135497673432	-0.755482407507007	2	YHR019C
GO:0010821	regulation of mitochondrion organization [biological_process]	0.790697674418605	0.989853421660022	-0.506009190526688	-0.755293875329861	2	YAL048C/YGR101W
GO:0071333	cellular response to glucose stimulus [biological_process]	0.794573643410853	0.989853421660022	-0.504538918303336	-0.75309927565429	2	YPL203W
GO:1900152	negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [biological_process]	0.801484230055659	0.989853421660022	-0.47130583955897	-0.752556985062022	3	YGL122C
GO:0042391	regulation of membrane potential [biological_process]	0.794573643410853	0.989853421660022	-0.501590668080594	-0.74869857428786	2	YKR050W/YDR276C
GO:0019985	translesion synthesis [biological_process]	0.805194805194805	0.989853421660022	-0.468726539201715	-0.748438490578181	3	YDL140C
GO:0031507	heterochromatin formation [biological_process]	0.794069192751236	0.989853421660022	-0.324108170240056	-0.747390127000682	13	YMR307W
GO:0006397	mRNA processing [biological_process]	0.80370942812983	0.989853421660022	-0.303690016979351	-0.74705668480904	18	YOL123W/YJL050W/YGL044C/YOL021C
GO:0061909	autophagosome-lysosome fusion [biological_process]	0.807050092764379	0.989853421660022	-0.467656498536651	-0.746729904540826	3	YKL212W
GO:0045040	protein insertion into mitochondrial outer membrane [biological_process]	0.785888077858881	0.989853421660022	0.303878598328274	0.742798836290077	10	YLR099W-A/YOL026C/YIR004W/YMR060C
GO:0006386	termination of RNA polymerase III transcription [biological_process]	0.796511627906977	0.989853421660022	-0.497348886532344	-0.74236708528754	2	YLR430W/YDR045C
GO:0045004	DNA replication proofreading [biological_process]	0.798449612403101	0.989853421660022	-0.496465182043125	-0.74104802507914	2	YDL102W/YNL262W
GO:1903775	regulation of DNA double-strand break processing [biological_process]	0.803063457330416	0.989853421660022	0.412574609820308	0.739262330227373	4	YLR135W
GO:0046686	response to cadmium ion [biological_process]	0.808905380333952	0.989853421660022	-0.46246454766085	-0.73843966374657	3	YJL101C
GO:0042761	very long-chain fatty acid biosynthetic process [biological_process]	0.796330275229358	0.989853421660022	-0.424381428504412	-0.73758845226619	4	YLR372W/YCR034W
GO:1900063	regulation of peroxisome organization [biological_process]	0.800387596899225	0.989853421660022	-0.493283845881937	-0.7362994083289	2	YGR168C/YGR004W
GO:0031669	cellular response to nutrient levels [biological_process]	0.800387596899225	0.989853421660022	-0.493086012522855	-0.736004112655921	2	YDR533C
GO:1900180	regulation of protein localization to nucleus [biological_process]	0.808905380333952	0.989853421660022	-0.460919255327023	-0.735972220226514	3	YGL179C/YER129W
GO:0015761	mannose transmembrane transport [biological_process]	0.806201550387597	0.989853421660022	-0.491311766623116	-0.733355787118578	2	YHR094C
GO:0001927	exocyst assembly [biological_process]	0.809628008752735	0.989853421660022	0.408592644978784	0.732127338064595	4	YER008C/YBR102C/YJL085W/YDR166C
GO:0035376	sterol import [biological_process]	0.804147465437788	0.989853421660022	0.348160873426164	0.716693463044553	6	YOR011W/YNL298W
GO:0061186	negative regulation of silent mating-type cassette heterochromatin formation [biological_process]	0.806988352745424	0.989853421660022	-0.316389964965679	-0.714392150963884	11	YOR230W
GO:0045041	protein import into mitochondrial intermembrane space [biological_process]	0.801785714285714	0.989853421660022	-0.349966848887371	-0.707095960233382	7	YOR020C/YLR259C
GO:1900101	regulation of endoplasmic reticulum unfolded protein response [biological_process]	0.792253521126761	0.989853421660022	-0.361701361382951	-0.704269155344016	6	YHR206W/YJR143C/YAL023C
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA [biological_process]	0.811059907834101	0.990755815557825	0.345122472916771	0.710438878025381	6	YPR072W/YER068W/YNL118C
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA [biological_process]	0.812191103789127	0.991289654881088	-0.317066746609125	-0.7311526760969	13	YCR077C/YDL160C/YER035W/YIL038C/YOR173W
GO:0015908	fatty acid transport [biological_process]	0.814004376367615	0.99265435478476	0.406390760000026	0.728181941082949	4	YKR013W/YPL147W
GO:0030029	actin filament-based process [biological_process]	0.815891472868217	0.993259184361308	-0.484623541887593	-0.72337261828658	2	YDR484W/YDR159W
GO:0044396	actin cortical patch organization [biological_process]	0.815254237288136	0.993259184361308	-0.324429043194345	-0.699375809868666	9	YNR035C/YGR080W/YLR370C
GO:0006915	apoptotic process [biological_process]	0.818316100443131	0.995362343639516	-0.278158098403338	-0.726255276209847	23	YHR049W/YHR179W/YGR192C/YNL055C/YJL208C/YNL123W
GO:0034085	establishment of sister chromatid cohesion [biological_process]	0.825462012320329	0.995574116210667	0.522976316719689	0.786515582534407	2	YPL008W/YPR135W
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint [biological_process]	0.825462012320329	0.995574116210667	0.52209261223047	0.785186559921134	2	YPL209C/YGL190C
GO:0043171	peptide catabolic process [biological_process]	0.8207343412527	0.995574116210667	0.44972036461092	0.742448459509006	3	YDL007W/YKL157W
GO:1901352	negative regulation of phosphatidylglycerol biosynthetic process [biological_process]	0.821892393320965	0.995574116210667	-0.452079197857769	-0.721856869983746	3	YMR079W/YLR380W
GO:0006282	regulation of DNA repair [biological_process]	0.821705426356589	0.995574116210667	-0.478679778137304	-0.714500668051193	2	YDL020C
GO:0051726	regulation of cell cycle [biological_process]	0.824120603015075	0.995574116210667	-0.314642759642983	-0.714057509262064	12	YOL139C/YCR093W/YJR066W
GO:0035556	intracellular signal transduction [biological_process]	0.823529411764706	0.995574116210667	0.317772492890807	0.708426308312692	7	YDL047W/YJL095W/YBL105C/YLR094C
GO:0032298	positive regulation of DNA-templated DNA replication initiation [biological_process]	0.820183486238532	0.995574116210667	-0.403610781678144	-0.701488405901896	4	YIL131C/YDR310C
GO:0006665	sphingolipid metabolic process [biological_process]	0.82280701754386	0.995574116210667	-0.330063155999406	-0.694414449537116	8	YDR297W/YPL145C/YDR294C
GO:0071528	tRNA re-export from nucleus [biological_process]	0.824817518248175	0.995574116210667	-0.368028211410124	-0.687216977529486	5	YHR196W/YKL205W
GO:0030261	chromosome condensation [biological_process]	0.829373650107991	0.996085426706654	0.442268832142229	0.730146639894617	3	YPL127C
GO:0033617	mitochondrial respiratory chain complex IV assembly [biological_process]	0.828402366863905	0.996085426706654	-0.272120051490623	-0.718099073476567	24	YNR018W/YLL009C/YLR067C/YDR322W/YML129C/YLR203C/YJR034W/YGR112W
GO:1902413	negative regulation of mitotic cytokinesis [biological_process]	0.827519379844961	0.996085426706654	-0.476670201484624	-0.711501076410979	2	YHR149C/YGR221C
GO:0030953	astral microtubule organization [biological_process]	0.829313543599258	0.996085426706654	-0.44193035177656	-0.705651713230585	3	YAL047C/YOR373W/YLR319C
GO:0006470	protein dephosphorylation [biological_process]	0.829357798165138	0.996085426706654	-0.401040971572658	-0.697021994011527	4	YGR123C/YBR125C
GO:0006833	water transport [biological_process]	0.831395348837209	0.997674418604651	-0.472958642629905	-0.705961023535699	2	YLL052C/YPR192W
GO:0090180	positive regulation of thiamine biosynthetic process [biological_process]	0.833693304535637	0.998161592339494	0.441426440691992	0.728755926278451	3	YBR240C
GO:0010793	regulation of mRNA export from nucleus [biological_process]	0.833333333333333	0.998161592339494	-0.471971113348917	-0.704486989404298	2	YER125W
GO:0045047	protein targeting to ER [biological_process]	0.833898305084746	0.998161592339494	-0.314503261550959	-0.677978676285702	9	YNL064C
GO:0000741	karyogamy [biological_process]	0.835728952772074	0.999418119750955	0.511053577694351	0.768584713142961	2	YGL075C
GO:0007186	G protein-coupled receptor signaling pathway [biological_process]	0.837782340862423	0.999418119750955	0.50892671584991	0.765386078847162	2	YDL035C
GO:0032197	retrotransposition [biological_process]	0.837782340862423	0.999418119750955	0.508450158851414	0.764669374298027	2	YKL149C
GO:0090038	negative regulation of protein kinase C signaling [biological_process]	0.839147286821705	0.999418119750955	-0.468009897490279	-0.698574286368659	2	YDR389W/YDL240W
GO:0032781	positive regulation of ATP-dependent activity [biological_process]	0.839147286821705	0.999418119750955	-0.46718626775601	-0.697344896655034	2	YCR024C-A
GO:0071406	cellular response to methylmercury [biological_process]	0.836697247706422	0.999418119750955	-0.395332390381895	-0.68710029790911	4	YJR090C/YML088W/YNL042W/YLR097C
GO:0016078	tRNA decay [biological_process]	0.841889117043121	1	0.505445496547612	0.760150596589282	2	YOL064C
GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway [biological_process]	0.866261398176292	1	0.247319722223693	0.744289493458767	21	YOL129W/YJR044C/YLR181C/YPR173C/YKR014C/YDR486C/YDR153C/YNL265C/YGL137W
GO:0034090	maintenance of meiotic sister chromatid cohesion [biological_process]	0.862422997946612	1	0.493460586779781	0.74212622725112	2	YDR254W/YOR073W
GO:0047484	regulation of response to osmotic stress [biological_process]	0.862422997946612	1	0.492089889088462	0.740064804852629	2	YHR205W
GO:0035653	clathrin-coated vesicle cargo loading, AP-1-mediated [biological_process]	0.862422997946612	1	0.491711583392394	0.73949586259768	2	YBL010C
GO:1905866	positive regulation of Atg1/ULK1 kinase complex assembly [biological_process]	0.870636550308008	1	0.486996364142253	0.732404540683594	2	YPR025C
GO:0010458	exit from mitosis [biological_process]	0.844907407407407	1	0.311974663195182	0.723393165381172	8	YCR002C
GO:0006505	GPI anchor metabolic process [biological_process]	0.878850102669405	1	0.47740161049069	0.717974779686257	2	YCR017C
GO:0007039	protein catabolic process in the vacuole [biological_process]	0.847222222222222	1	0.309496689754958	0.717647349255289	8	YMR174C/YOR003W
GO:0018890	cyanamide metabolic process [biological_process]	0.846652267818575	1	0.432805960265531	0.714524277199381	3	YGL254W/YFL061W
GO:1904983	glycine import into mitochondrion [biological_process]	0.882956878850103	1	0.4748448824987	0.714129660238755	2	YDL119C
GO:0032880	regulation of protein localization [biological_process]	0.905844155844156	1	0.22333220003226	0.71407835159271	28	YLL021W/YNL271C/YML109W/YBR111W-A/YHR205W/YGR109C
GO:0031145	anaphase-promoting complex-dependent catabolic process [biological_process]	0.84788029925187	1	0.284246932384059	0.710283422333238	11	YBL084C/YOR249C/YHR166C
GO:0000712	resolution of meiotic recombination intermediates [biological_process]	0.853131749460043	1	0.428674707521051	0.707703945105603	3	YDR386W
GO:1903432	regulation of TORC1 signaling [biological_process]	0.841628959276018	1	0.312754289757651	0.697238973979112	7	YMR028W/YDL047W/YKR078W/YDR075W/YDL134C/YPL160W/YDL188C
GO:0090167	Golgi distribution to daughter cells [biological_process]	0.844961240310077	1	-0.4656970598467	-0.69512203265562	2	YFR051C
GO:0018343	protein farnesylation [biological_process]	0.897330595482546	1	0.460560840873596	0.692647575944417	2	YDL090C
GO:0000304	response to singlet oxygen [biological_process]	0.859611231101512	1	0.419507086673364	0.692569015688705	3	YML007W
GO:0000086	G2/M transition of mitotic cell cycle [biological_process]	0.873860182370821	1	-0.274613514006116	-0.689172306485069	19	YGR211W/YGR108W/YBL051C
GO:0045727	positive regulation of translation [biological_process]	0.844282238442822	1	0.281763853727681	0.688741700826963	10	YGR178C/YPL074W/YKR084C/YLR289W/YNL001W/YLL013C
GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway [biological_process]	0.854651162790698	1	-0.459671834494143	-0.686128488879207	2	YMR220W
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway [biological_process]	0.854651162790698	1	-0.459671834494143	-0.686128488879207	2	YMR220W
GO:0007020	microtubule nucleation [biological_process]	0.844282238442822	1	0.280194956441324	0.684906698674867	10	YLR212C/YGL216W/YLR045C
GO:0070651	nonfunctional rRNA decay [biological_process]	0.863298662704309	1	-0.267206340831213	-0.684418722257617	21	YMR116C/YNL178W/YDR266C/YBR170C/YOL021C/YNL023C
GO:0098653	centromere clustering [biological_process]	0.853391684901532	1	0.381662556776394	0.683873278595453	4	YGR113W/YOR195W/YER018C
GO:0035352	NAD transmembrane transport [biological_process]	0.901437371663244	1	0.454110246253851	0.682946384852506	2	YIL006W
GO:0034490	basic amino acid transmembrane import into vacuole [biological_process]	0.856589147286822	1	-0.455179517420593	-0.679423038394879	2	YDR352W
GO:0042770	signal transduction in response to DNA damage [biological_process]	0.903490759753593	1	0.450957470751681	0.678204856447848	2	YBR136W
GO:0000338	protein deneddylation [biological_process]	0.857142857142857	1	0.329220646575451	0.67770477187169	6	YDL147W/YMR025W/YDR179C
GO:0001100	negative regulation of exit from mitosis [biological_process]	0.856905158069884	1	-0.298932763486533	-0.674974694358235	11	YBR158W/YLR113W/YJL076W
GO:0006369	termination of RNA polymerase II transcription [biological_process]	0.882716049382716	1	-0.276008025835103	-0.674189179205464	17	YNL112W/YIL131C
GO:0006744	ubiquinone biosynthetic process [biological_process]	0.880299251870324	1	0.269428217383608	0.673254042572404	11	YNR041C/YGR255C/YMR110C/YOL096C/YLR201C/YML110C/YDR376W/YDR204W/YBR003W/YPL252C/YOR125C
GO:0046337	phosphatidylethanolamine metabolic process [biological_process]	0.868217054263566	1	-0.451042771297278	-0.673248330367378	2	YOR022C/YLR168C
GO:1905356	regulation of snRNA pseudouridine synthesis [biological_process]	0.903490759753593	1	0.447563943146759	0.673101255661921	2	YKL203C
GO:0006661	phosphatidylinositol biosynthetic process [biological_process]	0.84954128440367	1	-0.384851235195638	-0.668883716050103	4	YPR113W
GO:0007129	homologous chromosome pairing at meiosis [biological_process]	0.883495145631068	1	0.277570825759324	0.667928057970951	9	YMR076C/YNL250W/YLR394W/YGL033W
GO:0010255	glucose mediated signaling pathway [biological_process]	0.840350877192982	1	-0.317109549440553	-0.667161569581916	8	YNL154C/YER020W/YOR371C
GO:0006808	regulation of nitrogen utilization [biological_process]	0.855045871559633	1	-0.38339233705858	-0.666348104577378	4	YNL229C/YER125W
GO:0006310	DNA recombination [biological_process]	0.933130699088146	1	0.221379669992449	0.666224921163863	21	YOL090W/YBR073W/YGL127C/YER095W/YGR072W
GO:0098841	protein localization to cell division site after cytokinesis [biological_process]	0.877906976744186	1	-0.446094026157653	-0.665861593200338	2	YKR048C/YPL158C
GO:2000370	positive regulation of clathrin-dependent endocytosis [biological_process]	0.855045871559633	1	-0.38216504153088	-0.664215025823344	4	YOR329C/YPL204W
GO:0032212	positive regulation of telomere maintenance via telomerase [biological_process]	0.907597535934292	1	0.440614533998958	0.662649886432744	2	YKL117W
GO:0015937	coenzyme A biosynthetic process [biological_process]	0.851785714285714	1	-0.327765906385378	-0.662239720831162	7	YKR072C/YGR277C/YKL088W/YIL083C
GO:0034488	basic amino acid transmembrane export from vacuole [biological_process]	0.857142857142857	1	-0.414126277319592	-0.661255593578523	3	YDR352W/YOL092W
GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system [biological_process]	0.852542372881356	1	-0.306075968740498	-0.659811854116251	9	YLR024C/YBR170C/YBR101C/YGL058W
GO:0008615	pyridoxine biosynthetic process [biological_process]	0.88183807439825	1	0.367469483939786	0.658441747307457	4	YFL059W/YNL333W
GO:0006658	phosphatidylserine metabolic process [biological_process]	0.883720930232558	1	-0.441118839421477	-0.658435388023028	2	YBR029C
GO:0070534	protein K63-linked ubiquitination [biological_process]	0.857142857142857	1	-0.412158972282905	-0.658114301825186	3	YDR266C/YER125W
GO:0006417	regulation of translation [biological_process]	0.86374695863747	1	0.268849557522124	0.657174080580702	10	YMR064W/YFR023W/YDR140W/YAL016W/YHR015W/YCL037C/YDR515W/YDL134C/YDL188C/YGR271W
GO:0016126	sterol biosynthetic process [biological_process]	0.859154929577465	1	-0.335672754863122	-0.653588824315089	6	YNL231C/YNL111C/YNR043W/YHR133C
GO:0045936	negative regulation of phosphate metabolic process [biological_process]	0.887596899224806	1	-0.436281067976677	-0.65121429557864	2	YOL001W
GO:0050849	negative regulation of calcium-mediated signaling [biological_process]	0.887596899224806	1	-0.436281067976677	-0.65121429557864	2	YOL001W
GO:0097320	plasma membrane tubulation [biological_process]	0.889848812095032	1	0.392781402032978	0.648447279267574	3	YMR004W
GO:0034551	mitochondrial respiratory chain complex III assembly [biological_process]	0.907766990291262	1	0.268625022119979	0.646401468368202	9	YPL215W/YDR381C-A/YLR077W/YDR529C/YDL069C/YDR493W/YGR183C/YBR120C/YDR375C
GO:0010606	positive regulation of cytoplasmic mRNA processing body assembly [biological_process]	0.878899082568807	1	-0.371817538896747	-0.646230736360849	4	YOR276W/YDR490C/YOL100W/YBL105C
GO:1990139	protein localization to nuclear periphery [biological_process]	0.893410852713178	1	-0.43217966248161	-0.645092338688007	2	YEL009C
GO:0071919	G-quadruplex DNA formation [biological_process]	0.917864476386037	1	0.427938093258332	0.643585508458395	2	YLR233C
GO:0031564	transcription antitermination [biological_process]	0.866419294990724	1	-0.402863708679512	-0.643272101781002	3	YGL043W/YNL222W/YGR116W
GO:0045931	positive regulation of mitotic cell cycle [biological_process]	0.897286821705426	1	-0.429676104417542	-0.641355406419336	2	YPL017C
GO:0030011	maintenance of cell polarity [biological_process]	0.880778588807786	1	0.262263475737034	0.641075105817131	10	YHR073W/YOR237W/YKR055W
GO:0000128	flocculation [biological_process]	0.881057268722467	1	0.330325768773156	0.63972401927454	5	YIR019C/YAL063C/YHR211W/YKR102W
GO:0000957	mitochondrial RNA catabolic process [biological_process]	0.897286821705426	1	-0.428419936373277	-0.639480389032337	2	YMR287C/YPL029W
GO:0000244	spliceosomal tri-snRNP complex assembly [biological_process]	0.886238532110092	1	-0.367574257425743	-0.638855777885975	4	YHR165C/YBL074C/YKL173W/YMR268C
GO:0006873	intracellular monoatomic ion homeostasis [biological_process]	0.923456790123457	1	0.246437572204966	0.638443894081159	12	YDL142C/YER133W/YKL190W/YFR003C
GO:0046475	glycerophospholipid catabolic process [biological_process]	0.897286821705426	1	-0.425271385753777	-0.634780709572762	2	YPL110C
GO:0016311	dephosphorylation [biological_process]	0.921971252566735	1	0.421717614232817	0.634230393268699	2	YGR203W
