tx_id	gene_id
YJL142C_id001	YJL142C
YJL142C_id003	YJL142C
YJL141C_id001	YJL141C
YJL140W_id003	YJL140W
YJL140W_id001	YJL140W
YJL139C_id001	YJL139C
YJL139C_id003	YJL139C
YJL138C_id001	YJL138C
YJL138C_id002	YJL138C
YJL137C_id002	YJL137C
YJL137C_id001	YJL137C
YJL136W-A_mRNA	YJL136W-A
YJL136C_id002	YJL136C
YJL136C_id001	YJL136C
YJL135W_mRNA	YJL135W
YJL134W_id001	YJL134W
YJL134W_id004	YJL134W
YJL133C-A_id003	YJL133C-A
YJL133C-A_id001	YJL133C-A
YJL133W_id001	YJL133W
YJL133W_id002	YJL133W
YJL132W_id002	YJL132W
YJL132W_id001	YJL132W
YJL131C_id001	YJL131C
YJL130C_mRNA	YJL130C
YJL129C_mRNA	YJL129C
YJL128C_id001	YJL128C
YJL128C_id002	YJL128C
YJL127W-A_mRNA	YJL127W-A
YJL127C-B_id004	YJL127C-B
YJL127C-B_id001	YJL127C-B
YJL127C_id001	YJL127C
YJL126W_id001	YJL126W
YJL126W_id003	YJL126W
YJL125C_id001	YJL125C
YJL125C_id002	YJL125C
YJL124C_id002	YJL124C
YJL124C_id001	YJL124C
YJL123C_id001	YJL123C
YJL123C_id004	YJL123C
YJL122W_id001	YJL122W
YJL122W_id006	YJL122W
YJL121C_id004	YJL121C
YJL121C_id001	YJL121C
YJL120W_id001	YJL120W
YJL119C_id003	YJL119C
YJL119C_id001	YJL119C
YJL118W_id001	YJL118W
YJL118W_id004	YJL118W
YJL117W_id001	YJL117W
YJL116C_id001	YJL116C
YJL116C_id005	YJL116C
YJL115W_id001	YJL115W
YJL115W_id002	YJL115W
YJL114W	agat-transposable_element_gene-50
YJL112W_id002	YJL112W
YJL112W_id001	YJL112W
YJL111W_id003	YJL111W
YJL111W_id001	YJL111W
YJL110C_id001	YJL110C
YJL110C_id006	YJL110C
YJL109C_mRNA	YJL109C
YJL108C_id002	YJL108C
YJL108C_id001	YJL108C
YJL107C_mRNA	YJL107C
YJL106W_id001	YJL106W
YJL106W_id003	YJL106W
YJL105W_mRNA	YJL105W
YJL104W_id002	YJL104W
YJL104W_id001	YJL104W
YJL103C_id001	YJL103C
YJL103C_id002	YJL103C
YJL102W_id006	YJL102W
YJL102W_id001	YJL102W
YJL101C_id001	YJL101C
YJL101C_id002	YJL101C
YJL100W_id003	YJL100W
YJL100W_id001	YJL100W
YJL099W_mRNA	YJL099W
YJL098W_id001	YJL098W
YJL097W_id001	YJL097W
YJL097W_id002	YJL097W
YJL096W_id001	YJL096W
YJL096W_id004	YJL096W
YJL095W_mRNA	YJL095W
YJL094C_id001	YJL094C
YJL094C_id002	YJL094C
YJL093C_mRNA	YJL093C
YJL092W_id001	YJL092W
YJL091C_id001	YJL091C
YJL091C_id003	YJL091C
YJL090C_id001	YJL090C
YJL090C_id002	YJL090C
YJL089W_mRNA	YJL089W
YJL088W_id022	YJL088W
YJL088W_id001	YJL088W
YJL087C_id003	YJL087C
YJL087C_id001	YJL087C
YJL086C_mRNA	YJL086C
YJL085W_id001	YJL085W
YJL084C_id001	YJL084C
YJL084C_id002	YJL084C
YJL083W_id001	YJL083W
YJL083W_id002	YJL083W
YJL082W_id001	YJL082W
YJL081C_id001	YJL081C
YJL081C_id002	YJL081C
YJL080C_id001	YJL080C
YJL080C_id003	YJL080C
YJL079C_id002	YJL079C
YJL079C_id001	YJL079C
YJL078C_id004	YJL078C
YJL078C_id001	YJL078C
YJL077W-B_id001	YJL077W-B
YJL077W-B_id004	YJL077W-B
YJL077W-A_id001	YJL077W-A
YJL077W-A_id003	YJL077W-A
YJL077C_mRNA	YJL077C
YJL076W_id002	YJL076W
YJL076W_id001	YJL076W
YJL075C_mRNA	YJL075C
YJL074C_mRNA	YJL074C
YJL073W_id001	YJL073W
YJL072C_id004	YJL072C
YJL072C_id001	YJL072C
YJL071W_id001	YJL071W
YJL071W_id002	YJL071W
YJL070C_id001	YJL070C
YJL070C_id003	YJL070C
YJL069C_id001	YJL069C
YJL069C_id002	YJL069C
YJL068C_id001	YJL068C
YJL068C_id002	YJL068C
YJL066C_id005	YJL066C
YJL066C_id001	YJL066C
YJL067W_mRNA	YJL067W
YJL065C_id004	YJL065C
YJL065C_id001	YJL065C
YJL064W_mRNA	YJL064W
YJL063C_id002	YJL063C
YJL063C_id001	YJL063C
YJL062W-A_id001	YJL062W-A
YJL062W-A_id003	YJL062W-A
YJL062W_id001	YJL062W
YJL062W_id004	YJL062W
YJL061W_id009	YJL061W
YJL061W_id001	YJL061W
YJL060W_id002	YJL060W
YJL060W_id001	YJL060W
YJL059W_id002	YJL059W
YJL059W_id001	YJL059W
YJL058C_id001	YJL058C
YJL058C_id008	YJL058C
YJL057C_id001	YJL057C
YJL057C_id003	YJL057C
YJL056C_id001	YJL056C
YJL055W_id001	YJL055W
YJL055W_id002	YJL055W
YJL054W_id003	YJL054W
YJL054W_id001	YJL054W
YJL053W_id005	YJL053W
YJL053W_id001	YJL053W
YJL052C-A_mRNA	YJL052C-A
YJL052W_id004	YJL052W
YJL052W_id001	YJL052W
YJL051W_id005	YJL051W
YJL051W_id001	YJL051W
YJL050W_id002	YJL050W
YJL050W_id001	YJL050W
YJL049W_id001	YJL049W
YJL049W_id002	YJL049W
YJL048C_id001	YJL048C
YJL048C_id002	YJL048C
YJL047C-A_id001	YJL047C-A
YJL047C-A_id004	YJL047C-A
YJL047C_id001	YJL047C
YJL046W_id001	YJL046W
YJL046W_id003	YJL046W
YJL045W_id001	YJL045W
YJL044C_id001	YJL044C
YJL044C_id005	YJL044C
YJL043W_id001	YJL043W
YJL042W_id001	YJL042W
YJL042W_id002	YJL042W
YJL041W_id001	YJL041W
YJL041W_id004	YJL041W
YJL039C_mRNA	YJL039C
YJL038C_id001	YJL038C
YJL038C_id003	YJL038C
YJL037W_mRNA	YJL037W
YJL036W_id001	YJL036W
YJL036W_id002	YJL036W
YJL035C_id001	YJL035C
YJL035C_id002	YJL035C
YJL034W_id002	YJL034W
YJL034W_id001	YJL034W
YJL033W_id003	YJL033W
YJL033W_id001	YJL033W
YJL031C_id004	YJL031C
YJL031C_id001	YJL031C
YJL032W_mRNA	YJL032W
YJL030W_id004	YJL030W
YJL030W_id001	YJL030W
YJL029C_id002	YJL029C
YJL029C_id001	YJL029C
YJL028W_mRNA	YJL028W
YJL027C_id001	YJL027C
YJL026W_id002	YJL026W
YJL026W_id001	YJL026W
YJL026C-A_mRNA	YJL026C-A
YJL025W_id002	YJL025W
YJL025W_id001	YJL025W
YJL024C_id001	YJL024C
YJL024C_id006	YJL024C
YJL023C_id005	YJL023C
YJL023C_id001	YJL023C
YJL022W_id001	YJL022W
YJL022W_id002	YJL022W
YJL020C_mRNA	YJL020C
YJL020W-A_mRNA	YJL020W-A
YJL019W_id001	YJL019W
YJL019W_id003	YJL019W
YJL016W_id001	YJL016W
YJL016W_id002	YJL016W
YJL015C_mRNA	YJL015C
YJL014W_id003	YJL014W
YJL014W_id001	YJL014W
YJL013C_mRNA	YJL013C
YJL012C_id007	YJL012C
YJL012C_id001	YJL012C
YJL011C_id002	YJL011C
YJL011C_id001	YJL011C
YJL010C_id001	YJL010C
YJL010C_id004	YJL010C
YJL008C_id001	YJL008C
YJL008C_id002	YJL008C
YJL009W_mRNA	YJL009W
YJL007C_mRNA	YJL007C
YJL006C_id001	YJL006C
YJL006C_id005	YJL006C
YJL005W_mRNA	YJL005W
YJL004C_id010	YJL004C
YJL004C_id001	YJL004C
YJL003W_id001	YJL003W
YJL003W_id002	YJL003W
YJL002C_id004	YJL002C
YJL002C_id001	YJL002C
YJL001W_id001	YJL001W
YJL001W_id002	YJL001W
YJR001W_id001	YJR001W
YJR001W_id002	YJR001W
YJR002W_id005	YJR002W
YJR002W_id001	YJR002W
YJR003C_id001	YJR003C
YJR003C_id002	YJR003C
YJR004C_id001	YJR004C
YJR005W_id001	YJR005W
YJR005W_id004	YJR005W
YJR005C-A_id001	YJR005C-A
YJR006W_id001	YJR006W
YJR006W_id006	YJR006W
YJR007W_id002	YJR007W
YJR007W_id001	YJR007W
YJR008W_id001	YJR008W
YJR008W_id007	YJR008W
YJR009C_id002	YJR009C
YJR009C_id001	YJR009C
YJR010C-A_id002	YJR010C-A
YJR010C-A_id001	YJR010C-A
YJR010W_id001	YJR010W
YJR010W_id004	YJR010W
YJR011C_id001	YJR011C
YJR011C_id002	YJR011C
YJR013W_id001	YJR013W
YJR013W_id002	YJR013W
YJR012C_mRNA	YJR012C
YJR014W_id002	YJR014W
YJR014W_id001	YJR014W
YJR015W_id001	YJR015W
YJR015W_id002	YJR015W
YJR016C_id002	YJR016C
YJR016C_id001	YJR016C
YJR017C_id001	YJR017C
YJR017C_id002	YJR017C
YJR018W_id001	YJR018W
YJR018W_id003	YJR018W
YJR019C_id001	YJR019C
YJR019C_id005	YJR019C
YJR020W_id001	YJR020W
YJR021C_id001	YJR021C
YJR021C_id005	YJR021C
YJR022W_mRNA	YJR022W
YJR023C_mRNA	YJR023C
YJR024C_id001	YJR024C
YJR024C_id002	YJR024C
YJR025C_id002	YJR025C
YJR025C_id001	YJR025C
YJR026W	agat-transposable_element_gene-51
YJR028W	agat-transposable_element_gene-53
YJR030C_mRNA	YJR030C
YJR031C_id001	YJR031C
YJR031C_id002	YJR031C
YJR032W_id002	YJR032W
YJR032W_id001	YJR032W
YJR033C_mRNA	YJR033C
YJR034W_id003	YJR034W
YJR034W_id001	YJR034W
YJR035W_mRNA	YJR035W
YJR036C_mRNA	YJR036C
YJR037W_mRNA	YJR037W
YJR038C_mRNA	YJR038C
YJR039W_mRNA	YJR039W
YJR040W_id001	YJR040W
YJR040W_id003	YJR040W
YJR041C_id001	YJR041C
YJR042W_id001	YJR042W
YJR042W_id002	YJR042W
YJR043C_id001	YJR043C
YJR043C_id002	YJR043C
YJR044C_id001	YJR044C
YJR045C_id001	YJR045C
YJR046W_id001	YJR046W
YJR047C_id004	YJR047C
YJR047C_id001	YJR047C
YJR048W_id001	YJR048W
YJR048W_id003	YJR048W
YJR049C_id001	YJR049C
YJR049C_id004	YJR049C
YJR050W_id001	YJR050W
YJR050W_id004	YJR050W
YJR051W_id003	YJR051W
YJR051W_id001	YJR051W
YJR052W_id001	YJR052W
YJR052W_id003	YJR052W
YJR053W_mRNA	YJR053W
YJR054W_id001	YJR054W
YJR054W_id004	YJR054W
YJR055W_id001	YJR055W
YJR055W_id008	YJR055W
YJR056C_id001	YJR056C
YJR056C_id004	YJR056C
YJR057W_id001	YJR057W
YJR057W_id002	YJR057W
YJR058C_id001	YJR058C
YJR058C_id003	YJR058C
YJR059W_id002	YJR059W
YJR059W_id001	YJR059W
YJR060W_id003	YJR060W
YJR060W_id001	YJR060W
YJR061W_mRNA	YJR061W
YJR062C_id001	YJR062C
YJR062C_id003	YJR062C
YJR063W_id001	YJR063W
YJR063W_id002	YJR063W
YJR064W_id001	YJR064W
YJR064W_id004	YJR064W
YJR065C_id002	YJR065C
YJR065C_id001	YJR065C
YJR066W_mRNA	YJR066W
YJR067C_id001	YJR067C
YJR067C_id002	YJR067C
YJR068W_id001	YJR068W
YJR068W_id002	YJR068W
YJR069C_id001	YJR069C
YJR069C_id002	YJR069C
YJR070C_id001	YJR070C
YJR070C_id002	YJR070C
YJR071W_mRNA	YJR071W
YJR072C_id001	YJR072C
YJR072C_id002	YJR072C
YJR073C_id001	YJR073C
YJR073C_id004	YJR073C
YJR074W_id001	YJR074W
YJR074W_id003	YJR074W
YJR075W_id001	YJR075W
YJR075W_id005	YJR075W
YJR076C_id004	YJR076C
YJR076C_id001	YJR076C
YJR077C_id005	YJR077C
YJR077C_id001	YJR077C
YJR078W_mRNA	YJR078W
YJR079W_mRNA	YJR079W
YJR080C_id001	YJR080C
YJR080C_id003	YJR080C
YJR082C_id002	YJR082C
YJR082C_id001	YJR082C
YJR083C_id002	YJR083C
YJR083C_id001	YJR083C
YJR084W_id001	YJR084W
YJR084W_id002	YJR084W
YJR085C_id001	YJR085C
YJR085C_id002	YJR085C
YJR086W_id001	YJR086W
YJR088C_id002	YJR088C
YJR088C_id001	YJR088C
YJR087W_mRNA	YJR087W
YJR089W_mRNA	YJR089W
YJR090C_mRNA	YJR090C
YJR091C_id001	YJR091C
YJR092W_mRNA	YJR092W
YJR093C_id001	YJR093C
YJR093C_id002	YJR093C
YJR094C_id001	YJR094C
YJR094C_id002	YJR094C
YJR094W-A_id002	YJR094W-A
YJR094W-A_id001	YJR094W-A
YJR095W_id001	YJR095W
YJR096W_id002	YJR096W
YJR096W_id001	YJR096W
YJR097W_id001	YJR097W
YJR097W_id002	YJR097W
YJR098C_id001	YJR098C
YJR099W_id002	YJR099W
YJR099W_id001	YJR099W
YJR100C_id003	YJR100C
YJR100C_id001	YJR100C
YJR101W_id001	YJR101W
YJR101W_id003	YJR101W
YJR102C_id001	YJR102C
YJR102C_id003	YJR102C
YJR103W_id001	YJR103W
YJR103W_id004	YJR103W
YJR104C_id001	YJR104C
YJR104C_id003	YJR104C
YJR105W_id001	YJR105W
YJR105W_id002	YJR105W
YJR106W_id001	YJR106W
YJR107W_id001	YJR107W
YJR107W_id006	YJR107W
YJR107C-A_mRNA	YJR107C-A
YJR108W_mRNA	YJR108W
YJR109C_id001	YJR109C
YJR109C_id007	YJR109C
YJR110W_id003	YJR110W
YJR110W_id001	YJR110W
YJR111C_id001	YJR111C
YJR112W_id001	YJR112W
YJR112W_id002	YJR112W
YJR112W-A_id001	YJR112W-A
YJR112W-A_id005	YJR112W-A
YJR113C_id001	YJR113C
YJR113C_id004	YJR113C
YJR114W_mRNA	YJR114W
YJR115W_id001	YJR115W
YJR115W_id002	YJR115W
YJR116W_id004	YJR116W
YJR116W_id001	YJR116W
YJR117W_id004	YJR117W
YJR117W_id001	YJR117W
YJR118C_id002	YJR118C
YJR118C_id001	YJR118C
YJR119C_id003	YJR119C
YJR119C_id001	YJR119C
YJR120W_mRNA	YJR120W
YJR121W_id001	YJR121W
YJR121W_id002	YJR121W
YJR122W_id002	YJR122W
YJR122W_id001	YJR122W
YJR123W_id001	YJR123W
YJR123W_id002	YJR123W
YJR124C_id001	YJR124C
YJR124C_id002	YJR124C
YJR125C_id001	YJR125C
YJR125C_id002	YJR125C
YJR126C_mRNA	YJR126C
YJR127C_mRNA	YJR127C
YJR128W_mRNA	YJR128W
YJR129C_id001	YJR129C
YJR129C_id002	YJR129C
YJR130C_id002	YJR130C
YJR130C_id001	YJR130C
YJR131W_id001	YJR131W
YJR131W_id002	YJR131W
YJR132W_id002	YJR132W
YJR132W_id001	YJR132W
YJR133W_id001	YJR133W
YJR133W_id002	YJR133W
YJR134C_id001	YJR134C
YJR134C_id003	YJR134C
YJR135C_id001	YJR135C
YJR135C_id003	YJR135C
YJR135W-A_id004	YJR135W-A
YJR135W-A_id001	YJR135W-A
YJR136C_id001	YJR136C
YJR136C_id006	YJR136C
YJR137C_mRNA	YJR137C
YJR138W_mRNA	YJR138W
YJR139C_id005	YJR139C
YJR139C_id001	YJR139C
YJR140C_mRNA	YJR140C
YJR140W-A_mRNA	YJR140W-A
YJR141W_id002	YJR141W
YJR141W_id001	YJR141W
YJR142W_id001	YJR142W
YJR142W_id003	YJR142W
YJR143C_id001	YJR143C
YJR143C_id002	YJR143C
YJR144W_id003	YJR144W
YJR144W_id001	YJR144W
YJR145C_id003	YJR145C
YJR145C_id001	YJR145C
YJR146W_mRNA	YJR146W
YJR147W_id001	YJR147W
YJR147W_id003	YJR147W
YJR148W_id001	YJR148W
YJR148W_id002	YJR148W
YJR149W_id001	YJR149W
YJR150C_id001	YJR150C
YJR151C_mRNA	YJR151C
YJR151W-A_mRNA	YJR151W-A
YJR152W_id001	YJR152W
YJR152W_id003	YJR152W
YJR153W_id001	YJR153W
YJR153W_id003	YJR153W
YJR154W_mRNA	YJR154W
YJR155W_id002	YJR155W
YJR155W_id001	YJR155W
YJR156C_mRNA	YJR156C
YJR157W_mRNA	YJR157W
YJR158W_mRNA	YJR158W
YJR159W_mRNA	YJR159W
YJR160C_mRNA	YJR160C
YJR161C_mRNA	YJR161C
YJR162C_mRNA	YJR162C
YKL225W_mRNA	YKL225W
YKL224C_mRNA	YKL224C
YKL223W_mRNA	YKL223W
YKL222C_id001	YKL222C
YKL221W_mRNA	YKL221W
YKL220C_mRNA	YKL220C
YKL219W_mRNA	YKL219W
YKL218C_id001	YKL218C
YKL218C_id004	YKL218C
YKL217W_id001	YKL217W
YKL216W_id002	YKL216W
YKL216W_id001	YKL216W
YKL215C_id001	YKL215C
YKL214C_id001	YKL214C
YKL214C_id002	YKL214C
YKL213C_id001	YKL213C
YKL213C_id002	YKL213C
YKL212W_id001	YKL212W
YKL211C_id001	YKL211C
YKL210W_id001	YKL210W
YKL209C_mRNA	YKL209C
YKL208W_id001	YKL208W
YKL208W_id002	YKL208W
YKL207W_id001	YKL207W
YKL207W_id004	YKL207W
YKL206C_id001	YKL206C
YKL206C_id002	YKL206C
YKL205W_id001	YKL205W
YKL205W_id002	YKL205W
YKL204W_id001	YKL204W
YKL203C_mRNA	YKL203C
YKL202W_mRNA	YKL202W
YKL201C_mRNA	YKL201C
YKL198C_id001	YKL198C
YKL198C_id005	YKL198C
YKL197C_id001	YKL197C
YKL196C_id003	YKL196C
YKL196C_id001	YKL196C
YKL195W_id004	YKL195W
YKL195W_id001	YKL195W
YKL194C_id001	YKL194C
YKL194C_id003	YKL194C
YKL193C_id002	YKL193C
YKL193C_id001	YKL193C
YKL192C_id003	YKL192C
YKL192C_id001	YKL192C
YKL191W_id001	YKL191W
YKL191W_id002	YKL191W
YKL190W_id002	YKL190W
YKL190W_id001	YKL190W
YKL189W_id001	YKL189W
YKL189W_id004	YKL189W
YKL188C_mRNA	YKL188C
YKL187C_mRNA	YKL187C
YKL186C_id003	YKL186C
YKL186C_id001	YKL186C
YKL185W_id001	YKL185W
YKL185W_id002	YKL185W
YKL184W_id001	YKL184W
YKL184W_id003	YKL184W
YKL183C-A_mRNA	YKL183C-A
YKL183W_id001	YKL183W
YKL183W_id002	YKL183W
YKL182W_mRNA	YKL182W
YKL181W_id002	YKL181W
YKL181W_id001	YKL181W
YKL180W_id001	YKL180W
YKL180W_id003	YKL180W
YKL179C_id001	YKL179C
YKL178C_id001	YKL178C
YKL178C_id002	YKL178C
YKL177W_id001	YKL177W
YKL176C_id001	YKL176C
YKL176C_id009	YKL176C
YKL175W_id002	YKL175W
YKL175W_id001	YKL175W
YKL174C_id001	YKL174C
YKL174C_id003	YKL174C
YKL173W_id001	YKL173W
YKL173W_id002	YKL173W
YKL172W_id001	YKL172W
YKL172W_id002	YKL172W
YKL171W_mRNA	YKL171W
YKL169C_id002	YKL169C
YKL169C_id001	YKL169C
YKL170W_id004	YKL170W
YKL170W_id001	YKL170W
YKL168C_id001	YKL168C
YKL168C_id004	YKL168C
YKL167C_id003	YKL167C
YKL167C_id001	YKL167C
YKL166C_id002	YKL166C
YKL166C_id001	YKL166C
YKL165C-A_mRNA	YKL165C-A
YKL165C_id002	YKL165C
YKL165C_id001	YKL165C
YKL164C_id003	YKL164C
YKL164C_id001	YKL164C
YKL163W_id001	YKL163W
YKL163W_id007	YKL163W
YKL162C-A_id001	YKL162C-A
YKL162C_id001	YKL162C
YKL162C_id002	YKL162C
YKL161C_id001	YKL161C
YKL161C_id003	YKL161C
YKL159C_id001	YKL159C
YKL159C_id002	YKL159C
YKL160W_id002	YKL160W
YKL160W_id001	YKL160W
YKL157W_id001	YKL157W
YKL157W_id018	YKL157W
YKL156W_id001	YKL156W
YKL156W_id008	YKL156W
YKL156C-A_mRNA	YKL156C-A
YKL155C_id001	YKL155C
YKL155C_id002	YKL155C
YKL154W_id001	YKL154W
YKL154W_id002	YKL154W
YKL152C_id001	YKL152C
YKL152C_id004	YKL152C
YKL153W_mRNA	YKL153W
YKL151C_id001	YKL151C
YKL150W_id001	YKL150W
YKL150W_id003	YKL150W
YKL149C_id001	YKL149C
YKL149C_id002	YKL149C
YKL148C_id003	YKL148C
YKL148C_id001	YKL148C
YKL147C_mRNA	YKL147C
YKL146W_id001	YKL146W
YKL146W_id010	YKL146W
YKL145W_id001	YKL145W
YKL145W-A_id001	YKL145W-A
YKL145W-A_id002	YKL145W-A
YKL144C_id001	YKL144C
YKL144C_id002	YKL144C
YKL143W_id001	YKL143W
YKL143W_id002	YKL143W
YKL142W_id006	YKL142W
YKL142W_id001	YKL142W
YKL141W_id001	YKL141W
YKL141W_id003	YKL141W
YKL140W_id004	YKL140W
YKL140W_id001	YKL140W
YKL139W_id001	YKL139W
YKL139W_id002	YKL139W
YKL138C-A_id002	YKL138C-A
YKL138C-A_id001	YKL138C-A
YKL138C_id002	YKL138C
YKL138C_id001	YKL138C
YKL137W_id001	YKL137W
YKL137W_id003	YKL137W
YKL135C_id001	YKL135C
YKL135C_id002	YKL135C
YKL136W_mRNA	YKL136W
YKL134C_id001	YKL134C
YKL134C_id002	YKL134C
YKL133C_id002	YKL133C
YKL133C_id001	YKL133C
YKL132C_id001	YKL132C
YKL132C_id002	YKL132C
YKL131W_mRNA	YKL131W
YKL130C_id002	YKL130C
YKL130C_id001	YKL130C
YKL129C_id001	YKL129C
YKL128C_id001	YKL128C
YKL128C_id005	YKL128C
YKL127W_id001	YKL127W
YKL127W_id002	YKL127W
YKL126W_id002	YKL126W
YKL126W_id001	YKL126W
YKL125W_id001	YKL125W
YKL125W_id003	YKL125W
YKL124W_id001	YKL124W
YKL123W_id001	YKL123W
YKL123W_id002	YKL123W
YKL122C_id003	YKL122C
YKL122C_id001	YKL122C
YKL121W_id001	YKL121W
YKL121W_id002	YKL121W
YKL120W_id001	YKL120W
YKL120W_id004	YKL120W
YKL119C_id002	YKL119C
YKL119C_id001	YKL119C
YKL118W_mRNA	YKL118W
YKL117W_id001	YKL117W
YKL117W_id002	YKL117W
YKL116C_id001	YKL116C
YKL116C_id002	YKL116C
YKL115C_mRNA	YKL115C
YKL114C_id001	YKL114C
YKL114C_id004	YKL114C
YKL113C_id001	YKL113C
YKL113C_id002	YKL113C
YKL112W_id001	YKL112W
YKL112W_id005	YKL112W
YKL111C_mRNA	YKL111C
YKL110C_id002	YKL110C
YKL110C_id001	YKL110C
YKL109W_id001	YKL109W
YKL109W_id005	YKL109W
YKL108W_id001	YKL108W
YKL108W_id002	YKL108W
YKL107W_id001	YKL107W
YKL107W_id005	YKL107W
YKL106C-A_id001	YKL106C-A
YKL106W_id002	YKL106W
YKL106W_id001	YKL106W
YKL105C_id001	YKL105C
YKL104C_id001	YKL104C
YKL104C_id003	YKL104C
YKL104W-A_mRNA	YKL104W-A
YKL103C_id003	YKL103C
YKL103C_id001	YKL103C
YKL102C_id001	YKL102C
YKL101W_mRNA	YKL101W
YKL100C_id002	YKL100C
YKL100C_id001	YKL100C
YKL100W-A_mRNA	YKL100W-A
YKL099C_id003	YKL099C
YKL099C_id001	YKL099C
YKL098W_id001	YKL098W
YKL098W_id003	YKL098W
YKL097C_id001	YKL097C
YKL096C-B_mRNA	YKL096C-B
YKL096W-A_id003	YKL096W-A
YKL096W-A_id001	YKL096W-A
YKL096W_id001	YKL096W
YKL096W_id002	YKL096W
YKL095W_mRNA	YKL095W
YKL094W_id001	YKL094W
YKL094W_id002	YKL094W
YKL093W_id001	YKL093W
YKL093W_id044	YKL093W
YKL092C_id001	YKL092C
YKL091C_id001	YKL091C
YKL091C_id007	YKL091C
YKL090W_id003	YKL090W
YKL090W_id001	YKL090W
YKL089W_id001	YKL089W
YKL089W_id002	YKL089W
YKL088W_id002	YKL088W
YKL088W_id001	YKL088W
YKL087C_id007	YKL087C
YKL087C_id001	YKL087C
YKL086W_id002	YKL086W
YKL086W_id001	YKL086W
YKL085W_id001	YKL085W
YKL085W_id004	YKL085W
YKL084W_id001	YKL084W
YKL084W_id007	YKL084W
YKL082C_id001	YKL082C
YKL082C_id002	YKL082C
YKL083W_mRNA	YKL083W
YKL081W_id001	YKL081W
YKL081W_id004	YKL081W
YKL080W_id001	YKL080W
YKL080W_id002	YKL080W
YKL079W_id001	YKL079W
YKL079W_id003	YKL079W
YKL078W_id002	YKL078W
YKL078W_id001	YKL078W
YKL077W_id001	YKL077W
YKL077W_id005	YKL077W
YKL076C_id006	YKL076C
YKL076C_id001	YKL076C
YKL075C_mRNA	YKL075C
YKL074C_id002	YKL074C
YKL074C_id001	YKL074C
YKL073W_id001	YKL073W
YKL073W_id007	YKL073W
YKL072W_id001	YKL072W
YKL072W_id002	YKL072W
YKL071W_id001	YKL071W
YKL071W_id003	YKL071W
YKL070W_id001	YKL070W
YKL069W_id001	YKL069W
YKL069W_id002	YKL069W
YKL068W-A_id001	YKL068W-A
YKL068W-A_id002	YKL068W-A
YKL068W_id002	YKL068W
YKL068W_id001	YKL068W
YKL067W_id001	YKL067W
YKL067W_id005	YKL067W
YKL066W_mRNA	YKL066W
YKL065W-A_id001	YKL065W-A
YKL065C_id004	YKL065C
YKL065C_id001	YKL065C
YKL064W_mRNA	YKL064W
YKL063C_id001	YKL063C
YKL063C_id002	YKL063C
YKL062W_id002	YKL062W
YKL062W_id001	YKL062W
YKL061W_id001	YKL061W
YKL061W_id004	YKL061W
YKL060C_id001	YKL060C
YKL060C_id007	YKL060C
YKL059C_id001	YKL059C
YKL059C_id006	YKL059C
YKL058W_id001	YKL058W
YKL058W_id002	YKL058W
YKL057C_id002	YKL057C
YKL057C_id001	YKL057C
YKL056C_id001	YKL056C
YKL056C_id002	YKL056C
YKL055C_id001	YKL055C
YKL055C_id002	YKL055C
YKL054C_id001	YKL054C
YKL054C_id005	YKL054C
YKL053C-A_id001	YKL053C-A
YKL053C-A_id002	YKL053C-A
YKL053W_mRNA	YKL053W
YKL052C_id004	YKL052C
YKL052C_id001	YKL052C
YKL051W_id001	YKL051W
YKL051W_id003	YKL051W
YKL050C_mRNA	YKL050C
YKL049C_id001	YKL049C
YKL049C_id005	YKL049C
YKL048C_id003	YKL048C
YKL048C_id001	YKL048C
YKL047W_id002	YKL047W
YKL047W_id001	YKL047W
YKL046C_id003	YKL046C
YKL046C_id001	YKL046C
YKL045W_id001	YKL045W
YKL045W_id003	YKL045W
YKL044W_id001	YKL044W
YKL044W_id003	YKL044W
YKL043W_id003	YKL043W
YKL043W_id001	YKL043W
YKL042W_id001	YKL042W
YKL040C_id001	YKL040C
YKL040C_id004	YKL040C
YKL041W_id002	YKL041W
YKL041W_id001	YKL041W
YKL039W_id001	YKL039W
YKL039W_id004	YKL039W
YKL038W_id001	YKL038W
YKL036C_id001	YKL036C
YKL036C_id002	YKL036C
YKL037W_mRNA	YKL037W
YKL035W_id002	YKL035W
YKL035W_id001	YKL035W
YKL034W_id002	YKL034W
YKL034W_id001	YKL034W
YKL033W-A_id001	YKL033W-A
YKL033W-A_id005	YKL033W-A
YKL033W_mRNA	YKL033W
YKL032C_mRNA	YKL032C
YKL031W_mRNA	YKL031W
YKL030W_mRNA	YKL030W
YKL029C_id003	YKL029C
YKL029C_id001	YKL029C
YKL028W_id001	YKL028W
YKL028W_id002	YKL028W
YKL027W_id003	YKL027W
YKL027W_id001	YKL027W
YKL026C_id001	YKL026C
YKL026C_id010	YKL026C
YKL025C_id001	YKL025C
YKL025C_id002	YKL025C
YKL024C_id001	YKL024C
YKL023C-A_id001	YKL023C-A
YKL023W_id007	YKL023W
YKL023W_id001	YKL023W
YKL022C_mRNA	YKL022C
YKL021C_mRNA	YKL021C
YKL020C_id001	YKL020C
YKL019W_id001	YKL019W
YKL019W_id002	YKL019W
YKL018C-A_id001	YKL018C-A
YKL018C-A_id003	YKL018C-A
YKL017C_id001	YKL017C
YKL017C_id002	YKL017C
YKL018W_id002	YKL018W
YKL018W_id001	YKL018W
YKL016C_id001	YKL016C
