tx_id	gene_id
YDR293C_id003	YDR293C
YDR293C_id001	YDR293C
YDR294C_id001	YDR294C
YDR294C_id003	YDR294C
YDR295C_id002	YDR295C
YDR295C_id001	YDR295C
YDR296W_id001	YDR296W
YDR296W_id003	YDR296W
YDR297W_id001	YDR297W
YDR297W_id003	YDR297W
YDR298C_id001	YDR298C
YDR298C_id003	YDR298C
YDR299W_id003	YDR299W
YDR299W_id001	YDR299W
YDR300C_id001	YDR300C
YDR300C_id003	YDR300C
YDR301W_id001	YDR301W
YDR302W_id001	YDR302W
YDR302W_id002	YDR302W
YDR303C_id001	YDR303C
YDR303C_id002	YDR303C
YDR304C_id003	YDR304C
YDR304C_id001	YDR304C
YDR305C_id001	YDR305C
YDR305C_id003	YDR305C
YDR306C_id001	YDR306C
YDR306C_id005	YDR306C
YDR308C_id001	YDR308C
YDR308C_id003	YDR308C
YDR307W_id003	YDR307W
YDR307W_id001	YDR307W
YDR309C_id004	YDR309C
YDR309C_id001	YDR309C
YDR310C_mRNA	YDR310C
YDR311W_id001	YDR311W
YDR311W_id003	YDR311W
YDR312W_id001	YDR312W
YDR312W_id002	YDR312W
YDR313C_id001	YDR313C
YDR313C_id003	YDR313C
YDR314C_mRNA	YDR314C
YDR315C_id001	YDR315C
YDR315C_id003	YDR315C
YDR316W_id004	YDR316W
YDR316W_id001	YDR316W
YDR316W-A	agat-transposable_element_gene-24
YDR317W_id002	YDR317W
YDR317W_id001	YDR317W
YDR318W_id013	YDR318W
YDR318W_id001	YDR318W
YDR319C_id001	YDR319C
YDR319C_id002	YDR319C
YDR320C_id002	YDR320C
YDR320C_id001	YDR320C
YDR320C-A_id009	YDR320C-A
YDR320C-A_id001	YDR320C-A
YDR320W-B_id002	YDR320W-B
YDR320W-B_id001	YDR320W-B
YDR321W_id003	YDR321W
YDR321W_id001	YDR321W
YDR322W_id008	YDR322W
YDR322W_id001	YDR322W
YDR322C-A_id002	YDR322C-A
YDR322C-A_id001	YDR322C-A
YDR323C_id001	YDR323C
YDR323C_id002	YDR323C
YDR324C_mRNA	YDR324C
YDR325W_id001	YDR325W
YDR326C_mRNA	YDR326C
YDR328C_id001	YDR328C
YDR328C_id004	YDR328C
YDR327W_mRNA	YDR327W
YDR329C_id001	YDR329C
YDR329C_id002	YDR329C
YDR330W_id002	YDR330W
YDR330W_id001	YDR330W
YDR331W_id001	YDR331W
YDR331W_id002	YDR331W
YDR332W_id002	YDR332W
YDR332W_id001	YDR332W
YDR333C_id001	YDR333C
YDR333C_id002	YDR333C
YDR334W_mRNA	YDR334W
YDR335W_id001	YDR335W
YDR335W_id003	YDR335W
YDR336W_id001	YDR336W
YDR336W_id003	YDR336W
YDR337W_id001	YDR337W
YDR337W_id002	YDR337W
YDR338C_id002	YDR338C
YDR338C_id001	YDR338C
YDR339C_id002	YDR339C
YDR339C_id001	YDR339C
YDR340W_mRNA	YDR340W
YDR341C_id001	YDR341C
YDR341C_id002	YDR341C
YDR342C_id003	YDR342C
YDR342C_id001	YDR342C
YDR343C_id001	YDR343C
YDR344C_mRNA	YDR344C
YDR345C_id034	YDR345C
YDR345C_id001	YDR345C
YDR346C_id001	YDR346C
YDR346C_id004	YDR346C
YDR347W_id001	YDR347W
YDR348C_id002	YDR348C
YDR348C_id001	YDR348C
YDR349C_id003	YDR349C
YDR349C_id001	YDR349C
YDR350C_id007	YDR350C
YDR350C_id001	YDR350C
YDR351W_id001	YDR351W
YDR352W_id001	YDR352W
YDR352W_id003	YDR352W
YDR353W_id001	YDR353W
YDR353W_id006	YDR353W
YDR354W_id004	YDR354W
YDR354W_id001	YDR354W
YDR354C-A_mRNA	YDR354C-A
YDR355C_mRNA	YDR355C
YDR356W_mRNA	YDR356W
YDR357C_id002	YDR357C
YDR357C_id001	YDR357C
YDR358W_id003	YDR358W
YDR358W_id001	YDR358W
YDR359C_mRNA	YDR359C
YDR360W_mRNA	YDR360W
YDR361C_id001	YDR361C
YDR361C_id002	YDR361C
YDR362C_id001	YDR362C
YDR362C_id002	YDR362C
YDR363W_id001	YDR363W
YDR364C_id001	YDR364C
YDR364C_id003	YDR364C
YDR363W-A_id001	YDR363W-A
YDR363W-A_id002	YDR363W-A
YDR365C_id002	YDR365C
YDR365C_id001	YDR365C
YDR365W-A	agat-transposable_element_gene-26
YDR366C_mRNA	YDR366C
YDR367W_id001	YDR367W
YDR367W_id002	YDR367W
YDR368W_id001	YDR368W
YDR368W_id003	YDR368W
YDR369C_mRNA	YDR369C
YDR370C_id002	YDR370C
YDR370C_id001	YDR370C
YDR371W_id001	YDR371W
YDR371W_id002	YDR371W
YDR371C-A_id002	YDR371C-A
YDR371C-A_id001	YDR371C-A
YDR372C_id001	YDR372C
YDR372C_id002	YDR372C
YDR373W_id001	YDR373W
YDR373W_id002	YDR373W
YDR374C_mRNA	YDR374C
YDR374W-A_id002	YDR374W-A
YDR374W-A_id001	YDR374W-A
YDR375C_id002	YDR375C
YDR375C_id001	YDR375C
YDR376W_id001	YDR376W
YDR376W_id002	YDR376W
YDR377W_id001	YDR377W
YDR377W_id002	YDR377W
YDR378C_id001	YDR378C
YDR378C_id003	YDR378C
YDR379W_id001	YDR379W
YDR379W_id004	YDR379W
YDR379C-A_id001	YDR379C-A
YDR379C-A_id003	YDR379C-A
YDR380W_id001	YDR380W
YDR380W_id005	YDR380W
YDR381W_id002	YDR381W
YDR381W_id001	YDR381W
YDR381C-A_id002	YDR381C-A
YDR381C-A_id001	YDR381C-A
YDR383C_id001	YDR383C
YDR383C_id004	YDR383C
YDR382W_id002	YDR382W
YDR382W_id001	YDR382W
YDR384C_id001	YDR384C
YDR384C_id003	YDR384C
YDR385W_id002	YDR385W
YDR385W_id001	YDR385W
YDR386W_id005	YDR386W
YDR386W_id001	YDR386W
YDR387C_id002	YDR387C
YDR387C_id001	YDR387C
YDR388W_id002	YDR388W
YDR388W_id001	YDR388W
YDR389W_id001	YDR389W
YDR389W_id002	YDR389W
YDR390C_id001	YDR390C
YDR390C_id002	YDR390C
YDR391C_id006	YDR391C
YDR391C_id001	YDR391C
YDR392W_id001	YDR392W
YDR392W_id006	YDR392W
YDR393W_id001	YDR393W
YDR393W_id002	YDR393W
YDR394W_id001	YDR394W
YDR394W_id002	YDR394W
YDR395W_id001	YDR395W
YDR395W_id002	YDR395W
YDR397C_id001	YDR397C
YDR397C_id003	YDR397C
YDR396W_mRNA	YDR396W
YDR398W_id002	YDR398W
YDR398W_id001	YDR398W
YDR399W_id003	YDR399W
YDR399W_id001	YDR399W
YDR400W_id001	YDR400W
YDR401W_mRNA	YDR401W
YDR402C_mRNA	YDR402C
YDR403W_mRNA	YDR403W
YDR404C_id002	YDR404C
YDR404C_id001	YDR404C
YDR405W_id001	YDR405W
YDR405W_id002	YDR405W
YDR406W_mRNA	YDR406W
YDR406W-A_mRNA	YDR406W-A
YDR407C_id001	YDR407C
YDR408C_id001	YDR408C
YDR408C_id002	YDR408C
YDR409W_mRNA	YDR409W
YDR410C_id001	YDR410C
YDR410C_id012	YDR410C
YDR411C_id001	YDR411C
YDR411C_id003	YDR411C
YDR412W_id001	YDR412W
YDR412W_id003	YDR412W
YDR413C_mRNA	YDR413C
YDR414C_id001	YDR414C
YDR414C_id002	YDR414C
YDR415C_id001	YDR415C
YDR415C_id004	YDR415C
YDR416W_id001	YDR416W
YDR416W_id002	YDR416W
YDR418W_id001	YDR418W
YDR418W_id007	YDR418W
YDR417C_mRNA	YDR417C
YDR419W_id002	YDR419W
YDR419W_id001	YDR419W
YDR420W_mRNA	YDR420W
YDR421W_id001	YDR421W
YDR421W_id003	YDR421W
YDR422C_id004	YDR422C
YDR422C_id001	YDR422C
YDR423C_id002	YDR423C
YDR423C_id001	YDR423C
YDR424C_id001	YDR424C
YDR424C_id002	YDR424C
YDR425W_id001	YDR425W
YDR426C_mRNA	YDR426C
YDR427W_id003	YDR427W
YDR427W_id001	YDR427W
YDR428C_id001	YDR428C
YDR428C_id002	YDR428C
YDR429C_id001	YDR429C
YDR429C_id007	YDR429C
YDR430C_id001	YDR430C
YDR430C_id003	YDR430C
YDR431W_mRNA	YDR431W
YDR432W_mRNA	YDR432W
YDR433W_id005	YDR433W
YDR433W_id001	YDR433W
YDR434W_id001	YDR434W
YDR434W_id002	YDR434W
YDR435C_id001	YDR435C
YDR435C_id002	YDR435C
YDR436W_id001	YDR436W
YDR436W_id002	YDR436W
YDR437W_id001	YDR437W
YDR437W_id003	YDR437W
YDR438W_id001	YDR438W
YDR438W_id004	YDR438W
YDR439W_id001	YDR439W
YDR439W_id002	YDR439W
YDR440W_id005	YDR440W
YDR440W_id001	YDR440W
YDR441C_id001	YDR441C
YDR441C_id003	YDR441C
YDR442W_id002	YDR442W
YDR442W_id001	YDR442W
YDR443C_mRNA	YDR443C
YDR444W_id003	YDR444W
YDR444W_id001	YDR444W
YDR445C_mRNA	YDR445C
YDR446W_mRNA	YDR446W
YDR447C_id003	YDR447C
YDR447C_id001	YDR447C
YDR448W_id001	YDR448W
YDR448W_id002	YDR448W
YDR449C_id001	YDR449C
YDR449C_id003	YDR449C
YDR450W_id001	YDR450W
YDR450W_id002	YDR450W
YDR451C_id001	YDR451C
YDR451C_id002	YDR451C
YDR452W_id001	YDR452W
YDR453C_id003	YDR453C
YDR453C_id001	YDR453C
YDR454C_id001	YDR454C
YDR454C_id002	YDR454C
YDR455C_mRNA	YDR455C
YDR456W_id002	YDR456W
YDR456W_id001	YDR456W
YDR457W_mRNA	YDR457W
YDR458C_id001	YDR458C
YDR458C_id007	YDR458C
YDR459C_id005	YDR459C
YDR459C_id001	YDR459C
YDR460W_id001	YDR460W
YDR460W_id003	YDR460W
YDR461W_id001	YDR461W
YDR461W_id011	YDR461W
YDR461C-A_id001	YDR461C-A
YDR461C-A_id006	YDR461C-A
YDR462W_id001	YDR462W
YDR462W_id002	YDR462W
YDR463W_id001	YDR463W
YDR463W_id003	YDR463W
YDR464W_mRNA	YDR464W
YDR464C-A_mRNA	YDR464C-A
YDR465C_id001	YDR465C
YDR465C_id002	YDR465C
YDR466W_id003	YDR466W
YDR466W_id001	YDR466W
YDR467C_id001	YDR467C
YDR467C_id002	YDR467C
YDR468C_id001	YDR468C
YDR468C_id004	YDR468C
YDR469W_id001	YDR469W
YDR469W_id002	YDR469W
YDR470C_id002	YDR470C
YDR470C_id001	YDR470C
YDR471W_id002	YDR471W
YDR471W_id001	YDR471W
YDR472W_id003	YDR472W
YDR472W_id001	YDR472W
YDR473C_id001	YDR473C
YDR473C_id003	YDR473C
YDR475C_id002	YDR475C
YDR475C_id001	YDR475C
YDR476C_id003	YDR476C
YDR476C_id001	YDR476C
YDR477W_id003	YDR477W
YDR477W_id001	YDR477W
YDR478W_id001	YDR478W
YDR478W_id003	YDR478W
YDR479C_id002	YDR479C
YDR479C_id001	YDR479C
YDR480W_mRNA	YDR480W
YDR481C_id001	YDR481C
YDR481C_id002	YDR481C
YDR482C_id004	YDR482C
YDR482C_id001	YDR482C
YDR483W_id001	YDR483W
YDR483W_id003	YDR483W
YDR484W_id003	YDR484W
YDR484W_id001	YDR484W
YDR485C_id001	YDR485C
YDR485C_id002	YDR485C
YDR486C_id001	YDR486C
YDR486C_id003	YDR486C
YDR487C_id001	YDR487C
YDR487C_id005	YDR487C
YDR488C_id001	YDR488C
YDR489W_id002	YDR489W
YDR489W_id001	YDR489W
YDR490C_id001	YDR490C
YDR490C_id002	YDR490C
YDR491C_mRNA	YDR491C
YDR492W_id004	YDR492W
YDR492W_id001	YDR492W
YDR493W_id002	YDR493W
YDR493W_id001	YDR493W
YDR494W_id001	YDR494W
YDR494W_id010	YDR494W
YDR495C_id001	YDR495C
YDR496C_id002	YDR496C
YDR496C_id001	YDR496C
YDR497C_id001	YDR497C
YDR497C_id002	YDR497C
YDR498C_id001	YDR498C
YDR498C_id002	YDR498C
YDR499W_id001	YDR499W
YDR499W_id005	YDR499W
YDR500C_id002	YDR500C
YDR500C_id001	YDR500C
YDR501W_mRNA	YDR501W
YDR502C_id001	YDR502C
YDR502C_id003	YDR502C
YDR503C_id001	YDR503C
YDR504C_id001	YDR504C
YDR504C_id003	YDR504C
YDR505C_id001	YDR505C
YDR506C_id001	YDR506C
YDR506C_id002	YDR506C
YDR507C_id001	YDR507C
YDR507C_id002	YDR507C
YDR508C_id001	YDR508C
YDR508C_id002	YDR508C
YDR509W_mRNA	YDR509W
YDR510W_id001	YDR510W
YDR510W_id002	YDR510W
YDR510C-A_mRNA	YDR510C-A
YDR511W_id002	YDR511W
YDR511W_id001	YDR511W
YDR513W_id001	YDR513W
YDR513W_id002	YDR513W
YDR512C_id001	YDR512C
YDR514C_id001	YDR514C
YDR514C_id003	YDR514C
YDR515W_id001	YDR515W
YDR515W_id008	YDR515W
YDR516C_id001	YDR516C
YDR516C_id003	YDR516C
YDR517W_id001	YDR517W
YDR517W_id004	YDR517W
YDR518W_id002	YDR518W
YDR518W_id001	YDR518W
YDR519W_id002	YDR519W
YDR519W_id001	YDR519W
YDR520C_id001	YDR520C
YDR520C_id002	YDR520C
YDR521W_mRNA	YDR521W
YDR522C_mRNA	YDR522C
YDR523C_id001	YDR523C
YDR524C_id001	YDR524C
YDR524C_id002	YDR524C
YDR524C-B_id004	YDR524C-B
YDR524C-B_id001	YDR524C-B
YDR524W-C_mRNA	YDR524W-C
YDR524C-A_id002	YDR524C-A
YDR524C-A_id001	YDR524C-A
YDR525W_mRNA	YDR525W
YDR525W-A_id001	YDR525W-A
YDR525W-A_id002	YDR525W-A
YDR527W_id002	YDR527W
YDR527W_id001	YDR527W
YDR526C_mRNA	YDR526C
YDR528W_id002	YDR528W
YDR528W_id001	YDR528W
YDR529C_id001	YDR529C
YDR529C_id002	YDR529C
YDR530C_id004	YDR530C
YDR530C_id001	YDR530C
YDR531W_id001	YDR531W
YDR531W_id010	YDR531W
YDR532C_id001	YDR532C
YDR532C_id003	YDR532C
YDR533C_id001	YDR533C
YDR533C_id004	YDR533C
YDR534C_id001	YDR534C
YDR535C_mRNA	YDR535C
YDR536W_id001	YDR536W
YDR538W_id001	YDR538W
YDR538W_id003	YDR538W
YDR537C_mRNA	YDR537C
YDR539W_id001	YDR539W
YDR539W_id003	YDR539W
YDR540C_id001	YDR540C
YDR540C_id002	YDR540C
YDR541C_id001	YDR541C
YDR541C_id002	YDR541C
YDR542W_mRNA	YDR542W
YDR543C_mRNA	YDR543C
YDR544C_mRNA	YDR544C
YDR545W_mRNA	YDR545W
YDR545C-A_mRNA	YDR545C-A
YIL177C_mRNA	YIL177C
YIL177W-A_mRNA	YIL177W-A
YIL176C_mRNA	YIL176C
YIL173W_mRNA	YIL173W
YIL172C_mRNA	YIL172C
YIL171W-A_mRNA	YIL171W-A
YIL169C_id001	YIL169C
YIL167W	agat-gene-7
YIL166C_mRNA	YIL166C
YIL165C_id001	YIL165C
YIL165C_id007	YIL165C
YIL164C_mRNA	YIL164C
YIL163C_mRNA	YIL163C
YIL162W_id001	YIL162W
YIL162W_id007	YIL162W
YIL161W_id001	YIL161W
YIL161W_id003	YIL161W
YIL160C_id001	YIL160C
YIL159W_id001	YIL159W
YIL158W_id001	YIL158W
YIL158W_id002	YIL158W
YIL157C_id001	YIL157C
YIL157C_id006	YIL157C
YIL156W-A_mRNA	YIL156W-A
YIL156W-B_id002	YIL156W-B
YIL156W-B_id001	YIL156W-B
YIL156W_id001	YIL156W
YIL155C_id001	YIL155C
YIL155C_id011	YIL155C
YIL154C_id002	YIL154C
YIL154C_id001	YIL154C
YIL153W_id001	YIL153W
YIL153W_id003	YIL153W
YIL152W_id001	YIL152W
YIL152W_id003	YIL152W
YIL151C_mRNA	YIL151C
YIL150C_id001	YIL150C
YIL149C_mRNA	YIL149C
YIL148W_id001	YIL148W
YIL148W_id002	YIL148W
YIL147C_id001	YIL147C
YIL146C_id002	YIL146C
YIL146C_id001	YIL146C
YIL145C_id001	YIL145C
YIL145C_id002	YIL145C
YIL144W_id001	YIL144W
YIL143C_mRNA	YIL143C
YIL142C-A_mRNA	YIL142C-A
YIL142W_id001	YIL142W
YIL142W_id003	YIL142W
YIL141W_mRNA	YIL141W
YIL140W_id001	YIL140W
YIL140W_id002	YIL140W
YIL139C_id003	YIL139C
YIL139C_id001	YIL139C
YIL138C_id001	YIL138C
YIL138C_id002	YIL138C
YIL137C_id002	YIL137C
YIL137C_id001	YIL137C
YIL136W_id001	YIL136W
YIL136W_id020	YIL136W
YIL135C_id002	YIL135C
YIL135C_id001	YIL135C
YIL134C-A_id001	YIL134C-A
YIL134W_id001	YIL134W
YIL134W_id003	YIL134W
YIL133C_id001	YIL133C
YIL133C_id003	YIL133C
YIL132C_id002	YIL132C
YIL132C_id001	YIL132C
YIL131C_id001	YIL131C
YIL131C_id002	YIL131C
YIL130W_mRNA	YIL130W
YIL129C_mRNA	YIL129C
YIL128W_mRNA	YIL128W
YIL127C_id001	YIL127C
YIL127C_id003	YIL127C
YIL126W_id002	YIL126W
YIL126W_id001	YIL126W
YIL125W_id001	YIL125W
YIL124W_id003	YIL124W
YIL124W_id001	YIL124W
YIL123W_id001	YIL123W
YIL123W_id002	YIL123W
YIL122W_id001	YIL122W
YIL122W_id005	YIL122W
YIL121W_id005	YIL121W
YIL121W_id001	YIL121W
YIL120W_mRNA	YIL120W
YIL119C_id004	YIL119C
YIL119C_id001	YIL119C
YIL118W_id001	YIL118W
YIL118W_id002	YIL118W
YIL117C_id003	YIL117C
YIL117C_id001	YIL117C
YIL116W_id001	YIL116W
YIL116W_id002	YIL116W
YIL115C_id001	YIL115C
YIL115W-A_mRNA	YIL115W-A
YIL114C_id002	YIL114C
YIL114C_id001	YIL114C
YIL113W_id001	YIL113W
YIL113W_id003	YIL113W
YIL112W_id001	YIL112W
YIL112W_id003	YIL112W
YIL111W_id001	YIL111W
YIL111W_id006	YIL111W
YIL110W_id001	YIL110W
YIL110W_id002	YIL110W
YIL109C_id002	YIL109C
YIL109C_id001	YIL109C
YIL108W_id004	YIL108W
YIL108W_id001	YIL108W
YIL107C_id001	YIL107C
YIL107C_id002	YIL107C
YIL106W_id001	YIL106W
YIL106W_id002	YIL106W
YIL105C_id001	YIL105C
YIL105C_id003	YIL105C
YIL105W-A_mRNA	YIL105W-A
YIL104C_id001	YIL104C
YIL104C_id002	YIL104C
YIL103W_id001	YIL103W
YIL103W_id002	YIL103W
YIL102C-A_id003	YIL102C-A
YIL102C-A_id001	YIL102C-A
YIL102C_mRNA	YIL102C
YIL101C_id001	YIL101C
YIL100C-A_mRNA	YIL100C-A
YIL100W_mRNA	YIL100W
YIL099W_mRNA	YIL099W
YIL098C_id001	YIL098C
YIL098C_id004	YIL098C
YIL097W_id002	YIL097W
YIL097W_id001	YIL097W
YIL096C_id001	YIL096C
YIL096C_id003	YIL096C
YIL095W_id002	YIL095W
YIL095W_id001	YIL095W
YIL094C_id002	YIL094C
YIL094C_id001	YIL094C
YIL093C_id001	YIL093C
YIL093C_id005	YIL093C
YIL092W_id002	YIL092W
YIL092W_id001	YIL092W
YIL091C_id001	YIL091C
YIL091C_id003	YIL091C
YIL090W_id004	YIL090W
YIL090W_id001	YIL090W
YIL089W_id001	YIL089W
YIL089W_id004	YIL089W
YIL088C_id001	YIL088C
YIL088C_id002	YIL088C
YIL087C_id002	YIL087C
YIL087C_id001	YIL087C
YIL086C_mRNA	YIL086C
YIL085C_id004	YIL085C
YIL085C_id001	YIL085C
YIL084C_id001	YIL084C
YIL084C_id002	YIL084C
YIL083C_id001	YIL083C
YIL083C_id002	YIL083C
YIL082W_mRNA	YIL082W
YIL079C_id012	YIL079C
YIL079C_id001	YIL079C
YIL078W_id002	YIL078W
YIL078W_id001	YIL078W
YIL077C_id001	YIL077C
YIL077C_id003	YIL077C
YIL076W_id002	YIL076W
YIL076W_id001	YIL076W
YIL075C_id001	YIL075C
YIL075C_id006	YIL075C
YIL074C_id002	YIL074C
YIL074C_id001	YIL074C
YIL073C_mRNA	YIL073C
YIL071C_id001	YIL071C
YIL071C_id002	YIL071C
YIL072W_mRNA	YIL072W
YIL071W-A_mRNA	YIL071W-A
YIL070C_id002	YIL070C
YIL070C_id001	YIL070C
YIL069C_id001	YIL069C
YIL069C_id002	YIL069C
YIL068C_id001	YIL068C
YIL068C_id003	YIL068C
YIL068W-A_mRNA	YIL068W-A
YIL067C_id001	YIL067C
YIL067C_id003	YIL067C
YIL066W-A_mRNA	YIL066W-A
YIL066C_id001	YIL066C
YIL065C_id002	YIL065C
YIL065C_id001	YIL065C
YIL064W_id001	YIL064W
YIL063C_id002	YIL063C
YIL063C_id001	YIL063C
YIL062C_id001	YIL062C
YIL062C_id002	YIL062C
YIL061C_id002	YIL061C
YIL061C_id001	YIL061C
YIL059C_id001	YIL059C
YIL060W_mRNA	YIL060W
YIL058W_mRNA	YIL058W
YIL057C_id001	YIL057C
YIL056W_id001	YIL056W
YIL055C_id002	YIL055C
YIL055C_id001	YIL055C
YIL054W_id001	YIL054W
YIL053W_id004	YIL053W
YIL053W_id001	YIL053W
YIL052C_id005	YIL052C
YIL052C_id001	YIL052C
YIL051C_id003	YIL051C
YIL051C_id001	YIL051C
YIL050W_id002	YIL050W
YIL050W_id001	YIL050W
YIL049W_id001	YIL049W
YIL049W_id003	YIL049W
YIL048W_id001	YIL048W
YIL047C-A_id001	YIL047C-A
YIL047C-A_id005	YIL047C-A
YIL047C_mRNA	YIL047C
YIL046W-A_id001	YIL046W-A
YIL046W-A_id002	YIL046W-A
YIL046W_id001	YIL046W
YIL046W_id005	YIL046W
YIL045W_id001	YIL045W
YIL045W_id011	YIL045W
YIL044C_id002	YIL044C
YIL044C_id001	YIL044C
YIL043C_id002	YIL043C
YIL043C_id001	YIL043C
YIL042C_id002	YIL042C
YIL042C_id001	YIL042C
YIL041W_id001	YIL041W
YIL041W_id002	YIL041W
YIL040W_id001	YIL040W
YIL040W_id003	YIL040W
YIL039W_id005	YIL039W
YIL039W_id001	YIL039W
YIL038C_mRNA	YIL038C
YIL037C_mRNA	YIL037C
YIL036W_id002	YIL036W
YIL036W_id001	YIL036W
YIL035C_id001	YIL035C
YIL035C_id003	YIL035C
YIL034C_id002	YIL034C
YIL034C_id001	YIL034C
YIL033C_id001	YIL033C
YIL033C_id002	YIL033C
YIL032C_mRNA	YIL032C
YIL031W_id002	YIL031W
YIL031W_id001	YIL031W
YIL030W-A_id001	YIL030W-A
YIL030W-A_id002	YIL030W-A
YIL030C_id001	YIL030C
YIL030C_id003	YIL030C
YIL029W-A_mRNA	YIL029W-A
YIL029C_id002	YIL029C
YIL029C_id001	YIL029C
YIL028W_id002	YIL028W
YIL028W_id001	YIL028W
YIL027C_id003	YIL027C
YIL027C_id001	YIL027C
YIL026C_id001	YIL026C
YIL025C_mRNA	YIL025C
YIL024C_id002	YIL024C
YIL024C_id001	YIL024C
YIL023C_id001	YIL023C
YIL023C_id005	YIL023C
YIL022W_id003	YIL022W
YIL022W_id001	YIL022W
YIL021W_id001	YIL021W
YIL021W_id006	YIL021W
YIL021C-A_mRNA	YIL021C-A
YIL020C-A_mRNA	YIL020C-A
YIL020C_id004	YIL020C
YIL020C_id001	YIL020C
YIL019W_id001	YIL019W
YIL019W_id004	YIL019W
YIL018W_id001	YIL018W
YIL018W_id007	YIL018W
YIL017C_id001	YIL017C
YIL016W_id006	YIL016W
YIL016W_id001	YIL016W
YIL015W_mRNA	YIL015W
YIL014C-A_id011	YIL014C-A
YIL014C-A_id001	YIL014C-A
YIL014W_id001	YIL014W
YIL014W_id005	YIL014W
YIL013C_mRNA	YIL013C
YIL012W_id001	YIL012W
YIL011W_id001	YIL011W
YIL011W_id003	YIL011W
YIL010W_id002	YIL010W
YIL010W_id001	YIL010W
YIL009C-A_id002	YIL009C-A
YIL009C-A_id001	YIL009C-A
YIL009W_id002	YIL009W
YIL009W_id001	YIL009W
YIL008W_id002	YIL008W
YIL008W_id001	YIL008W
YIL007C_id001	YIL007C
YIL007C_id002	YIL007C
YIL006W_id001	YIL006W
YIL006W_id004	YIL006W
YIL005W_id002	YIL005W
YIL005W_id001	YIL005W
YIL004C_id001	YIL004C
YIL004C_id003	YIL004C
YIL003W_id002	YIL003W
YIL003W_id001	YIL003W
YIL002W-A_id002	YIL002W-A
YIL002W-A_id001	YIL002W-A
YIL002C_id001	YIL002C
YIL002C_id004	YIL002C
YIL001W_id001	YIL001W
YIL001W_id002	YIL001W
YIR001C_id004	YIR001C
YIR001C_id001	YIR001C
YIR002C_mRNA	YIR002C
YIR003W_id001	YIR003W
YIR003W_id003	YIR003W
YIR004W_id001	YIR004W
YIR004W_id002	YIR004W
YIR005W_id001	YIR005W
YIR005W_id002	YIR005W
YIR006C_mRNA	YIR006C
YIR007W_id001	YIR007W
YIR007W_id002	YIR007W
YIR008C_id001	YIR008C
YIR008C_id002	YIR008C
YIR009W_id001	YIR009W
YIR009W_id003	YIR009W
YIR010W_id001	YIR010W
YIR011C_id007	YIR011C
YIR011C_id001	YIR011C
YIR012W_id001	YIR012W
YIR012W_id003	YIR012W
YIR013C_id001	YIR013C
YIR014W_id001	YIR014W
YIR015W_mRNA	YIR015W
YIR016W_id001	YIR016W
YIR016W_id004	YIR016W
YIR017C_id002	YIR017C
YIR017C_id001	YIR017C
YIR017W-A_mRNA	YIR017W-A
YIR018W_id001	YIR018W
YIR018W_id003	YIR018W
YIR018C-A_id001	YIR018C-A
YIR019C_mRNA	YIR019C
YIR020C_id002	YIR020C
YIR020C_id001	YIR020C
YIR020W-A_mRNA	YIR020W-A
YIR020C-B_mRNA	YIR020C-B
YIR021W_id001	YIR021W
YIR021W_id002	YIR021W
YIR021W-A_mRNA	YIR021W-A
YIR022W_id001	YIR022W
YIR022W_id002	YIR022W
YIR023W_id001	YIR023W
YIR023C-A_mRNA	YIR023C-A
YIR024C_id001	YIR024C
YIR025W_id003	YIR025W
YIR025W_id001	YIR025W
YIR026C_id001	YIR026C
YIR026C_id003	YIR026C
YIR027C_mRNA	YIR027C
YIR028W_mRNA	YIR028W
YIR029W_id002	YIR029W
YIR029W_id001	YIR029W
YIR030C_id001	YIR030C
YIR030C_id010	YIR030C
YIR030W-A_mRNA	YIR030W-A
YIR031C_id005	YIR031C
YIR031C_id001	YIR031C
YIR032C_id001	YIR032C
YIR032C_id003	YIR032C
YIR033W_id001	YIR033W
YIR033W_id002	YIR033W
YIR034C_id001	YIR034C
YIR034C_id005	YIR034C
YIR035C_id004	YIR035C
YIR035C_id001	YIR035C
YIR036C_id001	YIR036C
YIR036C_id002	YIR036C
YIR036W-A_mRNA	YIR036W-A
YIR037W_id005	YIR037W
YIR037W_id001	YIR037W
YIR038C_id002	YIR038C
YIR038C_id001	YIR038C
YIR039C_id001	YIR039C
YIR039C_id003	YIR039C
YIR041W_id001	YIR041W
YIR041W_id002	YIR041W
YIR040C_mRNA	YIR040C
YIR042C_id005	YIR042C
YIR042C_id001	YIR042C
YIR043C	agat-gene-3
Q0010_mRNA	Q0010
Q0017_mRNA	Q0017
Q0032_mRNA	Q0032
Q0050_mRNA	Q0050
Q0055_mRNA	Q0055
Q0060_mRNA	Q0060
Q0065_mRNA	Q0065
Q0070_mRNA	Q0070
Q0045_mRNA	Q0045
Q0075_mRNA	Q0075
Q0080_mRNA	Q0080
Q0085_mRNA	Q0085
Q0092_mRNA	Q0092
Q0110_mRNA	Q0110
Q0115_mRNA	Q0115
Q0120_mRNA	Q0120
Q0105_mRNA	Q0105
Q0130_mRNA	Q0130
Q0140_mRNA	Q0140
Q0142_mRNA	Q0142
Q0143_mRNA	Q0143
Q0144_mRNA	Q0144
Q0160_mRNA	Q0160
Q0182_mRNA	Q0182
Q0250_mRNA	Q0250
Q0255_mRNA	Q0255
Q0275_mRNA	Q0275
Q0297_mRNA	Q0297
