gene_id	log2FoldChange	padj
YKR106W	1.22278663782032	0.0197633535828202
YPR078C	1.01927238444466	0.0212092446259493
YNL140C	1.12346354928367	0.0235655853643528
YBR148W	1.03260469971155	0.0242127814020895
YFL019C	2.04610290272168	0.0246606283754441
YOR177C	1.12756883335531	0.0247778552477327
YBR184W	1.51998935520601	0.0280009861900149
agat-transposable_element_gene-81	1.2679506542917	0.0283067990252868
YOL164W-A	1.27519649482636	0.0304105436468463
YDR218C	1.89293883709437	0.0316503297878343
YLR307W	1.91536284132979	0.0320914126597624
YGL007W	1.98615797884919	0.0375387393586717
YFL020C	1.16741683682645	0.037869994002518
YOL165C	2.194951711775	0.0383848827565952
YFL021C-A	1.47582677268473	0.0394007583236173
YBR250W	1.8188051552157	0.0394820101928337
YLR280C	1.79409865746268	0.0398301567964138
YOL132W	1.18033601793279	0.0412627628855995
YGR109C	1.70914795325919	0.0428005103355304
YKL221W	1.10240393805655	0.0453453147267292
YBR209W	1.02578096823408	0.0483828306220286
YJR156C	1.33171966851286	0.0487836176997526
