gene_id	SNF2KO_01	SNF2KO_02	SNF2KO_03	SNF2KO_04	SNF2KO_05	SNF2KO_06	SNF2KO_07	SNF2KO_08	SNF2KO_09	SNF2KO_10	SNF2KO_11	SNF2KO_12	WT_01	WT_02	WT_03	WT_04	WT_05	WT_06	WT_07	WT_08	WT_09	WT_10	WT_11	WT_12
YAL067C	1.67586950414736	0.978127243983247	0.889244157768501	0.984760984228174	1.73335286917262	2.68505957947299	3.48559607710464	2.76381448617788	0.887240259288761	2.83539554199886	0	3.46370311729699	0	1.02550986929062	1.08888776857507	1.96633696544605	0.919169247974398	0	2.04252047827715	0	0	0	2.58946851134191	2.09592795383459
YAL066W	0	0	1.778488315537	0	0	0.895019859824331	0	0	0	0	0.920702515878415	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL064W-B	10.0552170248842	11.737526927799	8.89244157768501	12.8018927949663	9.53344078044942	0.895019859824331	10.4567882313139	2.76381448617788	5.32344155573256	5.67079108399773	15.6519427699331	9.52518357256672	11.090711034678	6.15305921574369	9.79998991717564	5.89901089633814	8.27252323176959	6.71467153532936	7.14882167397002	6.80309797303261	12.7051635643698	4.44728856175478	7.76840553402573	6.28778386150376
YAL064W	0.837934752073681	0	0.889244157768501	0.984760984228174	0.866676434586312	0	1.74279803855232	0	0	0	0	0	0	0	0	0	0	0.959238790761337	0	0	0	0	0	0
YAL063C-A	3.35173900829472	0.978127243983247	2.6677324733055	0.984760984228174	0.866676434586312	1.79003971964866	2.61419705782848	1.84254299078526	1.77448051857752	1.89026369466591	0.920702515878415	1.73185155864849	0	3.07652960787185	0	2.94950544816907	0.919169247974398	0	0	1.1338496621721	1.27051635643698	3.33546642131609	0	2.09592795383459
YAL063C	9.21728227281049	8.80314519584922	8.89244157768501	6.89332688959722	9.53344078044942	9.84521845806764	7.84259117348545	3.68508598157051	8.87240259288761	14.1769777099943	6.4449176111489	8.65925779324247	9.98163993121019	6.15305921574369	7.6222143800255	2.94950544816907	5.51501548784639	3.83695516304535	5.10630119569287	7.93694763520471	11.4346472079328	10.0063992639483	9.06313978969668	9.43167579225564
YAL062W	38.5449985953893	29.3438173194974	23.120348101981	27.5733075583889	32.0670280796935	24.1655362152569	32.241763713218	25.7956018709936	21.2937662229303	22.6831643359909	27.6210754763524	28.5755507177002	22.181422069356	18.4591776472311	20.6888676029264	17.6970326890144	27.575077439232	23.0217309782721	20.4252047827715	27.2123918921304	26.6808434851766	26.6837313705287	37.5472934144577	18.8633515845113
YAL061W	31.8415205787999	30.3219445634807	24.0095922597495	25.6037855899325	29.4669987759346	30.4306752340272	33.9845617517703	20.2679728986378	25.7299675193741	28.3539554199886	30.3831830239877	21.6481444831062	186.32394538259	89.2193586282835	142.644297683334	115.030712478594	119.492002236672	69.0651929348162	100.08350343558	150.802005068889	185.495388039799	121.188613307818	207.157480907353	117.371965414737
YAL060W	58.6554326451577	78.2501795186598	62.2470910437951	69.9180298802004	72.8008205052502	54.5962114492842	74.0689166384737	51.5912037419872	43.4747727051493	58.5981745346432	71.8147962385164	52.8214725387791	100.92547041557	56.4030428109839	79.4888071059802	70.7881307560577	67.0993551021311	54.6766110733962	66.3819155440073	107.71571790635	129.592668356572	107.846747622553	129.473425567096	98.5086138302255
YAL059W	5.02760851244208	4.89063621991624	4.44622078884251	13.7866537791944	5.20005860751787	4.47509929912165	6.97119215420929	6.4489004677484	6.21068181502132	3.78052738933182	4.60351257939207	6.92740623459398	6.65442662080679	4.10203947716246	6.53332661145043	16.7138642062914	4.59584623987199	13.4293430706587	12.2551228696629	4.53539864868841	2.54103271287396	3.33546642131609	5.17893702268382	5.23981988458646
