#Transcript position	Transcript coverage profile
0.0	0.15565643689353317
1.0	0.27190741476280533
2.0	0.3352903477393957
3.0	0.4633280000306262
4.0	0.476352076041788
5.0	0.45045904658235186
6.0	0.5491656888793559
7.0	0.658600335794267
8.0	0.7258712870211708
9.0	0.794859903865679
10.0	0.6795731701678158
11.0	0.6767172810750356
12.0	0.7274478034169441
13.0	0.6374086565317884
14.0	0.6879532537802725
15.0	0.741324373345771
16.0	0.6925168515565034
17.0	0.5655260197831001
18.0	0.4780458532297647
19.0	0.4463761146084156
20.0	0.47565597784592784
21.0	0.5198737096379225
22.0	0.4568757213908368
23.0	0.45976530405245536
24.0	0.4634789310816815
25.0	0.505716739085358
26.0	0.5635329430591841
27.0	0.5550378931647765
28.0	0.5479271507401925
29.0	0.5478233177495574
30.0	0.5968109565082546
31.0	0.5946622557405776
32.0	0.5838621895553233
33.0	0.4679190282765391
34.0	0.506819602930046
35.0	0.5461369288429012
36.0	0.4847412254908236
37.0	0.42662977071261704
38.0	0.3851609890140447
39.0	0.3734783857004535
40.0	0.44341687433004684
41.0	0.47625644203957124
42.0	0.43178020773966996
43.0	0.46995808825207347
44.0	0.4628240482796577
45.0	0.42594122312001853
46.0	0.4202325046731015
47.0	0.46764380407364464
48.0	0.50478348714041
49.0	0.5203781581082212
50.0	0.5306162809735421
51.0	0.48329099008327975
52.0	0.5699663490111521
53.0	0.6825116789735561
54.0	0.5959262445619339
55.0	0.45495669939688094
56.0	0.4631884140196546
57.0	0.48759639621554685
58.0	0.46772694213190363
59.0	0.48338206166966713
60.0	0.41707641720338107
61.0	0.44641584865244055
62.0	0.47395628906476944
63.0	0.5333498533148125
64.0	0.5663447305393317
65.0	0.6392453760608476
66.0	0.6149039730348613
67.0	0.5846118446894425
68.0	0.5998003329587467
69.0	0.6698413707683136
70.0	0.6540895813424472
71.0	0.6456946565132882
72.0	0.684917565810603
73.0	0.5850487315209665
74.0	0.5544857758556767
75.0	0.5909461303347788
76.0	0.5872885228511677
77.0	0.5461302599868252
78.0	0.5241113352976375
79.0	0.551570650559475
80.0	0.4691672201119932
81.0	0.46970505098808674
82.0	0.5268324070862754
83.0	0.5127555444710359
84.0	0.4842004107962562
85.0	0.4304183729487996
86.0	0.46468573796151386
87.0	0.4818097703968634
88.0	0.46223184484797153
89.0	0.417291980518615
90.0	0.4133614506753829
91.0	0.41540254806867855
92.0	0.3883572502644025
93.0	0.30338063677939264
94.0	0.2671578821260466
95.0	0.23691002948263587
96.0	0.20522798129084543
97.0	0.20919908967121112
98.0	0.08708162849396936
99.0	7.002801120448179E-4
