#Transcript position	Transcript coverage profile
0.0	35.49219146386194
1.0	44.5566222599337
2.0	53.97167228849337
3.0	64.69331964761494
4.0	79.42468218343318
5.0	93.51608426325885
6.0	109.3353148715404
7.0	123.94130947244348
8.0	136.86662872866862
9.0	144.4386192828263
10.0	147.7430739871768
11.0	151.11344717748145
12.0	155.52213627682673
13.0	164.1597216789897
14.0	169.75537634862783
15.0	175.06347626263752
16.0	180.8892767529549
17.0	184.43756733226772
18.0	188.6237406752114
19.0	194.3930721577403
20.0	197.0023265784797
21.0	192.68924407341117
22.0	196.75066190803267
23.0	204.99900006643705
24.0	208.50584891183163
25.0	205.7141783976852
26.0	200.28817706659666
27.0	194.37973733817336
28.0	192.53185802032027
29.0	198.48345330825472
30.0	207.9604631581373
31.0	217.46400419263514
32.0	223.45050580929282
33.0	226.19616882704045
34.0	229.40111648482758
35.0	231.62891219137785
36.0	233.5993181021107
37.0	237.67698150587137
38.0	249.48488463988346
39.0	258.4497217911553
40.0	265.4048685830413
41.0	263.8805432661011
42.0	258.7555696912816
43.0	255.4243387939813
44.0	253.78611837786812
45.0	248.7031695600169
46.0	241.64910116808875
47.0	236.11540958438485
48.0	237.15740542074977
49.0	236.80248800909857
50.0	239.38856398848424
51.0	239.97587342029584
52.0	240.21310442581745
53.0	239.34621402614928
54.0	237.9569246446826
55.0	246.5902676517891
56.0	256.26394933513524
57.0	260.17210999473104
58.0	258.84776380019383
59.0	259.7550463194609
60.0	256.2934728073746
61.0	257.4694201959026
62.0	255.3167145973472
63.0	248.07595405924928
64.0	241.26948079326687
65.0	236.1624008901952
66.0	230.93761386185034
67.0	226.1669470135273
68.0	221.87098402143354
69.0	219.55956345460817
70.0	217.89667542688053
71.0	219.6560155405973
72.0	220.07345273367042
73.0	221.21588090180703
74.0	218.9956716461679
75.0	215.46816260136038
76.0	212.6017093105029
77.0	207.63213793950675
78.0	201.64872655031166
79.0	194.36694686891911
80.0	186.05309575233736
81.0	176.89404723600956
82.0	174.09846138893676
83.0	167.9894148415815
84.0	159.8215846345755
85.0	152.34326234832776
86.0	145.62621185805745
87.0	138.3278941699623
88.0	129.1121824970321
89.0	120.60338164560191
90.0	106.64447556381067
91.0	88.55484169631681
92.0	72.37126039774108
93.0	58.51908918258332
94.0	45.800607979494856
95.0	33.37927627967287
96.0	21.736813712050257
97.0	11.573432638425968
98.0	6.069431090629058
99.0	1.5792057214822
