#Transcript position	Transcript coverage profile
0.0	44.459660651767464
1.0	70.44603864993452
2.0	96.41899324658031
3.0	118.76508960629427
4.0	141.86646468177375
5.0	161.17312292516976
6.0	181.36075464295132
7.0	200.24103423675209
8.0	219.1897126790179
9.0	234.68356266881975
10.0	245.2243380616859
11.0	254.82739431863354
12.0	264.62867505522206
13.0	276.54202732860125
14.0	283.5893608158795
15.0	291.6493979955821
16.0	302.53197122629007
17.0	309.05979003403655
18.0	308.9390538051471
19.0	313.4993171211852
20.0	316.66537825050364
21.0	316.8434110454717
22.0	321.82502033649166
23.0	326.077056303846
24.0	329.1500606815648
25.0	327.70379029126303
26.0	325.45508845718746
27.0	323.70302920084805
28.0	324.60659329232305
29.0	328.4735251254525
30.0	335.48328665452175
31.0	342.7283951440388
32.0	350.16703117692805
33.0	356.8026328567807
34.0	355.780819197182
35.0	355.29922223998585
36.0	355.7464753493916
37.0	355.0772506019929
38.0	362.4626163272419
39.0	368.8382587674073
40.0	372.819836223841
41.0	369.7449794267347
42.0	367.0016752446938
43.0	367.1381843382575
44.0	369.4155238576673
45.0	366.7965918532282
46.0	363.1555135646511
47.0	359.9815908953018
48.0	360.3549579936919
49.0	358.35350290991784
50.0	360.36740472105134
51.0	360.8644278337417
52.0	363.2254965022118
53.0	365.4228029381068
54.0	365.65328327481905
55.0	370.2939793666888
56.0	375.3756923594278
57.0	376.73729967829627
58.0	375.69428248779633
59.0	375.58422602045016
60.0	373.62466491551396
61.0	376.49324724356427
62.0	373.76774382377147
63.0	366.2655985545177
64.0	360.7006225001682
65.0	357.11791168747766
66.0	354.39854946582653
67.0	350.8316128567528
68.0	347.3751946265205
69.0	346.5760456225905
70.0	344.09655893559557
71.0	344.45593076754045
72.0	341.56437865937403
73.0	342.433242108114
74.0	339.23887136517783
75.0	334.70337714741856
76.0	332.7574413601976
77.0	329.1120168090923
78.0	320.69910995384146
79.0	311.6184789138149
80.0	301.44647638691146
81.0	291.971248829712
82.0	286.14770335719487
83.0	275.5563369560757
84.0	266.32854350079435
85.0	253.40432059134994
86.0	240.30575530324867
87.0	222.88145828795524
88.0	204.3246539664791
89.0	190.57270551051343
90.0	170.147489657254
91.0	147.82254312186254
92.0	126.39101271545
93.0	106.31121792999397
94.0	84.4426265024227
95.0	65.25760241653066
96.0	45.29970441151378
97.0	27.30759804015723
98.0	12.756463530540245
99.0	2.831829054646228
