#Transcript position	Transcript coverage profile
0.0	0.1617054948349896
1.0	0.2794228578239336
2.0	0.41436069134352665
3.0	0.4955265437800304
4.0	0.525342447758725
5.0	0.5036189673659378
6.0	0.49890153801746256
7.0	0.5106458256647277
8.0	0.5599139002299462
9.0	0.6192630833003158
10.0	0.6011549560411947
11.0	0.5968280885815486
12.0	0.6830997080225892
13.0	0.5956286538040451
14.0	0.6222532176447373
15.0	0.747326598978705
16.0	0.6813675227881195
17.0	0.7772993716874108
18.0	0.7311500010867954
19.0	0.7109010008177236
20.0	0.6765285959031484
21.0	0.5399904418788527
22.0	0.4350868660170311
23.0	0.37936395596335826
24.0	0.4099427109925471
25.0	0.42258487082833013
26.0	0.5450491825480451
27.0	0.6086224450511594
28.0	0.5020217698940946
29.0	0.497403124796965
30.0	0.5145211463049447
31.0	0.5203353246983455
32.0	0.6171507468579907
33.0	0.5737409043416046
34.0	0.5930314276154492
35.0	0.5328104738358235
36.0	0.5407930208293964
37.0	0.5233415671599645
38.0	0.5136685685461768
39.0	0.5421908542014545
40.0	0.5392080437361345
41.0	0.5210778896681132
42.0	0.6052811672675066
43.0	0.6620422061693481
44.0	0.6117022296160154
45.0	0.5906074295038363
46.0	0.6239413099767475
47.0	0.5990269462512056
48.0	0.6278846998642271
49.0	0.6456740901367192
50.0	0.5471355271448048
51.0	0.44826544116703243
52.0	0.46710939186566636
53.0	0.46821402178109844
54.0	0.5088563618381
55.0	0.5905322338256742
56.0	0.6061144906947807
57.0	0.5281211228745437
58.0	0.49278072610254964
59.0	0.4830698768648706
60.0	0.39156436032400427
61.0	0.37709886735195924
62.0	0.415136575795421
63.0	0.502830885821402
64.0	0.5233086732979251
65.0	0.5344878087353696
66.0	0.582087955573622
67.0	0.6264313336748535
68.0	0.6489755082034944
69.0	0.6250822078734435
70.0	0.4950416163076381
71.0	0.5410224893822031
72.0	0.5163278225572303
73.0	0.5659066699185015
74.0	0.607963481659816
75.0	0.6234612207958163
76.0	0.574427570969153
77.0	0.5832565299959731
78.0	0.5471111661835085
79.0	0.4797669457263359
80.0	0.5865497544403966
81.0	0.5902056388193013
82.0	0.5662174504521199
83.0	0.6292929674275702
84.0	0.6468951747076651
85.0	0.6007295874466476
86.0	0.5795229892188072
87.0	0.5789654687014039
88.0	0.5642232602783284
89.0	0.6150629970149395
90.0	0.5647181713885066
91.0	0.5398128334595048
92.0	0.516149219815765
93.0	0.4040361557219703
94.0	0.32198448453556594
95.0	0.2936213621697847
96.0	0.2950791246380485
97.0	0.23640233241829145
98.0	0.16113472687399197
99.0	0.03886413648637637
