#Transcript position	Transcript coverage profile
0.0	31.526972015230783
1.0	40.521275794753514
2.0	48.95940596380123
3.0	56.61235756231429
4.0	65.10465747259795
5.0	73.82719805138753
6.0	86.52188159236073
7.0	101.71213604739387
8.0	113.67993524088801
9.0	121.30842785779637
10.0	126.3333604602927
11.0	128.2860784308183
12.0	131.19236041666272
13.0	136.0729744138975
14.0	141.84896107616814
15.0	147.15503469676298
16.0	151.62504411299193
17.0	154.57900302819755
18.0	160.33850977766485
19.0	164.14462357772084
20.0	167.84624485444172
21.0	163.99405540815252
22.0	163.0080778073998
23.0	170.02157107640986
24.0	176.17020999366179
25.0	177.79840052492227
26.0	175.6398920037922
27.0	169.265965204497
28.0	166.719062872639
29.0	174.99291639563234
30.0	183.18425363688553
31.0	188.45172392087173
32.0	191.83495990315197
33.0	193.8339929976704
34.0	195.81884160026394
35.0	194.6328315152578
36.0	192.02380019099306
37.0	192.9886475694284
38.0	199.41723232345498
39.0	208.97252212951767
40.0	216.53470948352134
41.0	215.48033429741434
42.0	211.328138603279
43.0	210.83649577176857
44.0	209.61026151102544
45.0	207.35255750162375
46.0	200.6899977543945
47.0	193.1556956948022
48.0	195.4479568679848
49.0	197.53956445761764
50.0	198.28888496568123
51.0	200.01368318517652
52.0	200.36242574554134
53.0	200.27665338480938
54.0	199.63157448029196
55.0	208.48447507503883
56.0	217.36035127801745
57.0	223.85542856050506
58.0	226.9019678898999
59.0	232.2891191828892
60.0	230.8742855240999
61.0	229.70517746089615
62.0	226.6172262507529
63.0	223.28460038120585
64.0	222.89288384152152
65.0	215.6283159210881
66.0	207.39787371613824
67.0	198.08522110194312
68.0	197.77277215938852
69.0	201.25666873599812
70.0	204.76875818540358
71.0	204.63023177365434
72.0	206.0002157791842
73.0	207.16378251137505
74.0	205.2317113709349
75.0	208.81336474903847
76.0	205.84259411917623
77.0	200.8337180475856
78.0	189.4521276956722
79.0	179.0624427689099
80.0	169.31622592416159
81.0	161.9465414149621
82.0	157.95818404204798
83.0	145.50658025711732
84.0	136.30776860256748
85.0	130.77508317967352
86.0	127.08949941218323
87.0	119.91279235430723
88.0	106.93611613462225
89.0	96.90246056622426
90.0	82.78227889257386
91.0	66.84484317072612
92.0	52.525525291094944
93.0	43.45128339436575
94.0	35.65109696962163
95.0	26.87800240516367
96.0	18.298457061772485
97.0	10.019830824535934
98.0	4.8539651232552625
99.0	1.7014763607072372
