#Transcript position	Transcript coverage profile
0.0	26.396096291764945
1.0	36.59707262032491
2.0	46.95083158891246
3.0	57.82852725096996
4.0	72.38617247402097
5.0	83.33513252606988
6.0	95.65790056332743
7.0	108.66886174098593
8.0	120.28224038808668
9.0	128.42815074190602
10.0	132.49729986671966
11.0	137.81401669739466
12.0	143.10283212980895
13.0	150.94532406012053
14.0	154.97432576063113
15.0	159.38010523033606
16.0	165.95588493425925
17.0	168.68307451574609
18.0	169.47341231180206
19.0	173.74471653730458
20.0	176.90366610124573
21.0	176.68056001566646
22.0	181.66540179519143
23.0	189.23020728175752
24.0	192.3945867197965
25.0	189.8873516926466
26.0	185.69619243799048
27.0	180.9446348775968
28.0	179.8461998650051
29.0	187.44296455296708
30.0	197.5736266963186
31.0	206.10576410011743
32.0	211.8225742115147
33.0	217.25888825565633
34.0	220.36805418757334
35.0	219.87861804339678
36.0	222.82055288503332
37.0	223.74371359138843
38.0	231.1649230444567
39.0	237.67598226819007
40.0	243.76466510196818
41.0	243.58084515037166
42.0	240.33937454911987
43.0	238.3758256238822
44.0	238.38357390190953
45.0	234.39374861222112
46.0	228.9799028410068
47.0	225.13565312464013
48.0	226.96888101487804
49.0	226.19724490665598
50.0	228.47348729847673
51.0	226.21395618159295
52.0	225.9323327164249
53.0	227.39505098972657
54.0	227.33209736629485
55.0	235.9054613650145
56.0	243.12052687653983
57.0	244.93622856840355
58.0	242.57453198434405
59.0	242.27220542341342
60.0	240.65745952425107
61.0	242.4805248368059
62.0	238.82780477913153
63.0	231.17051642992274
64.0	225.9320725457909
65.0	221.2233680360518
66.0	216.49615199703194
67.0	210.80144851377415
68.0	207.692641364178
69.0	207.2302412233584
70.0	205.2430225477952
71.0	206.10704180971575
72.0	206.4579793807572
73.0	208.72402515710525
74.0	208.30892541582463
75.0	205.51390033510282
76.0	202.7302533781869
77.0	198.15530488370132
78.0	191.58951465035128
79.0	184.48191093823084
80.0	174.3977529564189
81.0	166.59831389121058
82.0	165.0842376224263
83.0	158.4228850393061
84.0	149.450540387671
85.0	139.4894381574492
86.0	132.98948131422904
87.0	125.08498273094837
88.0	113.54379516677696
89.0	105.34710761893152
90.0	91.02492895821419
91.0	74.41946076334827
92.0	61.389628994769225
93.0	50.45286389769219
94.0	39.08490822247023
95.0	28.96591677805916
96.0	18.204936786445465
97.0	9.786350242042486
98.0	5.112015915513349
99.0	1.3427520591713595
