#Transcript position	Transcript coverage profile
0.0	50.92080614810254
1.0	79.22431027237523
2.0	106.229633245476
3.0	130.21248879249788
4.0	156.67511982194938
5.0	181.14433735219487
6.0	207.57366757737373
7.0	232.65433652598742
8.0	257.05957150023556
9.0	273.9749012865828
10.0	284.0706649887016
11.0	296.71932832765873
12.0	309.5353084401749
13.0	322.1562591688
14.0	331.83371490487195
15.0	340.8567458595335
16.0	351.50159958484903
17.0	358.3779900352283
18.0	361.1453039045503
19.0	368.8618810708885
20.0	375.13182561254797
21.0	376.27463142642665
22.0	380.5807019039356
23.0	386.74815849783346
24.0	392.62013576847227
25.0	392.06880457921847
26.0	388.66720112896473
27.0	383.002510896268
28.0	380.76497361485747
29.0	386.4229346583918
30.0	395.55826402944956
31.0	406.3034862752288
32.0	412.56073093838415
33.0	416.50655938841305
34.0	417.85295282532
35.0	418.35904705424787
36.0	421.90402639762834
37.0	422.50447743170383
38.0	430.0936962739513
39.0	437.72846276818586
40.0	444.90134254593835
41.0	441.5047308788151
42.0	436.0790127968229
43.0	435.884515246869
44.0	438.70360080067366
45.0	434.0564113332298
46.0	429.3996577920854
47.0	426.16705112598004
48.0	424.9917751595645
49.0	422.37970514981885
50.0	425.9626006494727
51.0	425.96437990516324
52.0	423.2853050578706
53.0	424.30536805361515
54.0	426.5298665565766
55.0	437.22800046220556
56.0	445.4070750091988
57.0	449.0925374280475
58.0	446.16239932218116
59.0	443.86850426197725
60.0	441.9650443222921
61.0	448.39440368563464
62.0	445.2792851628792
63.0	434.17607302277986
64.0	425.12860603636045
65.0	420.1932784162844
66.0	417.06188809241405
67.0	409.4548164071345
68.0	404.0032047075771
69.0	402.2983378771866
70.0	402.27584484699344
71.0	407.3699779882721
72.0	406.88720053455586
73.0	406.25978521355086
74.0	406.59680945548183
75.0	403.9465160797366
76.0	399.437748444113
77.0	389.6607385269623
78.0	378.34981889897125
79.0	368.2762743503479
80.0	356.2268779300994
81.0	344.5140475496399
82.0	338.3741895822562
83.0	325.5531406549662
84.0	310.3250346187492
85.0	289.2385728905384
86.0	273.3065973731071
87.0	256.89528747196954
88.0	235.07416957132844
89.0	217.06849278202583
90.0	193.76607906089373
91.0	167.78585069918734
92.0	143.01200783638683
93.0	119.23842854634294
94.0	95.81985916048808
95.0	72.00865903873449
96.0	48.89055837068991
97.0	29.42718036379853
98.0	13.800031012195172
99.0	2.8052670139759037
