file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
/home/kyhan/test/rna-seq/yeast-denovo-standard-24sample-out/03_results/denovo_assembly/03_results/transcripts/assembled_transcripts.fa	FASTA	DNA	9609	8211604	201	854.6	8200	310	589	1184	0	1308	1159	0	0	0.00	39.18	0
/home/kyhan/test/rna-seq/yeast-denovo-standard-24sample-out/03_results/denovo_assembly/03_results/transcripts/assembled_transcripts.filtered.fa	FASTA	DNA	9609	8211604	201	854.6	8200	310	589	1184	0	1308	1159	0	0	0.00	39.18	0
