transcript_id	SNF2KO_01	SNF2KO_02	SNF2KO_03	SNF2KO_04	SNF2KO_05	SNF2KO_06	SNF2KO_07	SNF2KO_08	SNF2KO_09	SNF2KO_10	SNF2KO_11	SNF2KO_12	WT_01	WT_02	WT_03	WT_04	WT_05	WT_06	WT_07	WT_08	WT_09	WT_10	WT_11	WT_12
TRINITY_DN9420_c0_g1_i1	4.15673909997839	4.49132740754803	4.15673909997839	4.49489544623877	4.47383535987922	4.47736382277145	4.4727367894152	4.48220832667526	4.47724301862334	4.48660748165303	4.61474191946321	4.15673909997839	4.51359002812641	4.50288941245186	4.66071973559663	4.15673909997839	4.80869127210448	4.73697171220416	4.75448492196899	4.15673909997839	4.15673909997839	4.15673909997839	4.15673909997839	4.75789313827693
TRINITY_DN1672_c0_g1_i1	4.84861756544769	4.49132740754803	4.79460268547595	4.63388226640163	4.78718077383648	4.47736382277145	4.70190845229339	4.15673909997839	4.60907766045292	4.48660748165303	4.48127299224072	4.60287010187945	4.66013247864372	4.75346539177487	4.77244682160614	4.63327900801667	4.48478876340636	4.15673909997839	4.64594778927738	4.87152044398876	4.53825160225775	4.77599191424616	4.81836538277304	4.15673909997839
TRINITY_DN8805_c0_g1_i1	4.15673909997839	4.15673909997839	4.47761319456976	4.49489544623877	4.15673909997839	4.47736382277145	4.15673909997839	4.48220832667526	4.47724301862334	4.15673909997839	4.71651615787663	4.15673909997839	4.51359002812641	4.50288941245186	4.15673909997839	4.15673909997839	4.48478876340636	4.15673909997839	4.64594778927738	4.15673909997839	4.53825160225775	4.51608618321539	4.15673909997839	4.50548222512479
TRINITY_DN6694_c0_g1_i1	5.40541852747618	5.41521843237875	5.3274313279702	5.15358337915465	5.04149898616526	5.15282819940305	5.4213589349094	5.30238530561312	5.36497866759513	5.39841845389049	5.21170480849816	5.38608936373934	5.49395787301049	5.64201778099955	5.20788293552185	5.67359867526865	5.26791624697885	5.09408007001011	5.3735743969279	5.15776169834386	5.38804962855368	5.26833285538228	5.084568442971	5.18369790806249
TRINITY_DN2604_c0_g1_i1	6.22713041773677	5.88774668519346	6.31312231596081	6.11865392631275	6.37289714537621	6.22422117218048	6.21626075158439	6.42203340439752	6.52876818027286	6.19943218685226	6.52412946974453	6.10594938076228	6.49634840670546	6.32547441608226	6.40408819459196	6.37318693253701	6.10933029825161	6.15311693199525	6.11674944840533	6.22879912081403	6.01398684886125	6.47278916829343	6.73457207311276	6.23731592538021
TRINITY_DN5791_c0_g1_i1	4.46852313241284	4.15673909997839	4.47761319456976	4.15673909997839	4.15673909997839	4.47736382277145	4.4727367894152	4.61605643925843	4.70962095307909	4.88809855216151	4.61474191946321	4.60287010187945	4.15673909997839	4.64510950713249	4.15673909997839	4.49446598875914	4.80869127210448	4.49323565659432	4.50348638452393	4.5168606814949	4.15673909997839	4.51608618321539	4.15673909997839	4.50548222512479
TRINITY_DN2500_c0_g1_i1	4.6946943991706	4.62886993857002	4.79460268547595	4.97589873680544	4.47383535987922	4.70982767656443	4.60274299775906	4.87850403917735	4.70962095307909	4.72564016399346	4.87646328519198	4.92348729549027	4.51359002812641	4.50288941245186	4.51400841696821	4.7390744561576	4.61968274483491	4.49323565659432	4.15673909997839	4.5168606814949	4.53825160225775	4.51608618321539	4.6985121813651	4.64875024879431
TRINITY_DN1304_c0_g1_i1	6.15695240659044	6.31962126484251	6.00896282939927	6.20329288964104	6.18647829280987	6.04993078796533	6.36641095800759	6.32215249210247	6.22355004298151	5.91581439685751	6.28185811061796	6.10594938076228	5.68432879861271	6.06689505152131	5.99225951097601	5.7935401157019	6.06715368284554	5.60360838430079	5.83314932673304	5.97777083930625	5.98329102599718	6.22495679851062	6.24840789177802	5.97951016324599
TRINITY_DN7545_c0_g1_i1	4.59681866674123	4.49132740754803	4.15673909997839	4.82851561150411	4.15673909997839	4.47736382277145	4.15673909997839	4.48220832667526	4.47724301862334	4.62223838733948	4.15673909997839	4.60287010187945	4.15673909997839	4.15673909997839	4.66071973559663	4.15673909997839	4.72252987629597	4.49323565659432	4.15673909997839	4.15673909997839	4.53825160225775	4.51608618321539	4.15673909997839	4.75789313827693
TRINITY_DN4819_c0_g1_i1	5.43943455559263	5.52733330198962	5.3274313279702	5.61022814550115	5.46000611018743	5.40278655018918	5.52131218144239	5.45706678242602	5.57116300917052	5.39841845389049	5.52273374598918	5.38608936373934	5.36080934652668	5.41478414725881	5.45290177687591	5.8216855198562	5.56981751280783	5.63652980516602	5.60963636467276	5.27062827582867	5.53533827104803	5.02602346684369	5.34171948644663	5.46537849053466
