ID	Description	pvalue	p.adjust	ES	NES	size	leadingEdge
GO:0042254	GO:0042254|ribosome biogenesis [biological_process]	1.5398858851646e-30	6.72776143228414e-27	-0.676065271411895	-2.54046138711605	298	TRINITY_DN3416_c0_g1_i1/TRINITY_DN727_c0_g1_i1/TRINITY_DN32_c0_g1_i1/TRINITY_DN2378_c0_g1_i1/TRINITY_DN383_c0_g1_i1/TRINITY_DN4321_c0_g1_i1/TRINITY_DN48_c1_g1_i1/TRINITY_DN2039_c0_g1_i1/TRINITY_DN2110_c0_g1_i1/TRINITY_DN8515_c0_g1_i1/TRINITY_DN48_c0_g1_i2/TRINITY_DN2646_c0_g1_i1/TRINITY_DN4916_c1_g1_i1/TRINITY_DN7963_c0_g1_i1/TRINITY_DN106_c0_g1_i1/TRINITY_DN2754_c0_g1_i1/TRINITY_DN5638_c0_g1_i1/TRINITY_DN109_c0_g1_i2/TRINITY_DN8736_c0_g1_i1/TRINITY_DN666_c0_g1_i1/TRINITY_DN3785_c1_g1_i1/TRINITY_DN8307_c0_g1_i1/TRINITY_DN6616_c0_g1_i1/TRINITY_DN6992_c0_g1_i1/TRINITY_DN1766_c0_g1_i1/TRINITY_DN48_c0_g1_i4/TRINITY_DN6483_c0_g1_i1/TRINITY_DN7128_c0_g1_i1/TRINITY_DN5658_c0_g1_i1/TRINITY_DN5310_c0_g1_i1/TRINITY_DN468_c0_g1_i1/TRINITY_DN86_c0_g1_i4/TRINITY_DN5530_c0_g1_i1/TRINITY_DN6010_c0_g1_i1/TRINITY_DN8655_c0_g1_i1/TRINITY_DN5465_c0_g1_i1/TRINITY_DN894_c0_g1_i1/TRINITY_DN6680_c0_g1_i1/TRINITY_DN2373_c0_g1_i1/TRINITY_DN3362_c0_g1_i1/TRINITY_DN6817_c0_g1_i1/TRINITY_DN1386_c0_g1_i1/TRINITY_DN1877_c0_g1_i1/TRINITY_DN2484_c0_g1_i1/TRINITY_DN629_c0_g1_i1/TRINITY_DN56_c0_g1_i1/TRINITY_DN8699_c0_g1_i1/TRINITY_DN799_c0_g1_i1/TRINITY_DN2637_c0_g1_i1/TRINITY_DN3069_c0_g1_i1/TRINITY_DN846_c0_g1_i1/TRINITY_DN4179_c0_g1_i1/TRINITY_DN8263_c0_g1_i1/TRINITY_DN7393_c0_g1_i1/TRINITY_DN8936_c0_g1_i1/TRINITY_DN762_c0_g1_i1/TRINITY_DN7935_c0_g1_i1/TRINITY_DN48_c0_g1_i3/TRINITY_DN1550_c0_g1_i1/TRINITY_DN86_c0_g1_i1/TRINITY_DN3680_c0_g1_i1/TRINITY_DN8391_c0_g1_i1/TRINITY_DN4990_c0_g1_i1/TRINITY_DN4851_c0_g1_i1/TRINITY_DN7937_c0_g1_i1/TRINITY_DN5324_c0_g1_i1/TRINITY_DN1261_c0_g1_i1/TRINITY_DN7724_c0_g1_i1/TRINITY_DN758_c0_g1_i1/TRINITY_DN2295_c0_g1_i1/TRINITY_DN2029_c0_g1_i1/TRINITY_DN965_c0_g1_i1/TRINITY_DN6373_c0_g1_i1/TRINITY_DN4077_c0_g1_i1/TRINITY_DN140_c0_g1_i1/TRINITY_DN8721_c0_g1_i1/TRINITY_DN592_c0_g1_i1/TRINITY_DN4057_c0_g1_i1/TRINITY_DN432_c0_g1_i1/TRINITY_DN318_c0_g1_i1/TRINITY_DN6402_c0_g1_i1/TRINITY_DN4934_c0_g1_i1/TRINITY_DN672_c0_g1_i1/TRINITY_DN1893_c0_g1_i1/TRINITY_DN6476_c0_g1_i1/TRINITY_DN18_c0_g1_i1/TRINITY_DN3785_c0_g1_i1/TRINITY_DN9217_c0_g1_i1/TRINITY_DN958_c0_g1_i1/TRINITY_DN3506_c0_g1_i1/TRINITY_DN7275_c0_g1_i1/TRINITY_DN1901_c0_g1_i1/TRINITY_DN7809_c0_g1_i1/TRINITY_DN7882_c0_g1_i1/TRINITY_DN4916_c0_g1_i1/TRINITY_DN9378_c0_g1_i1/TRINITY_DN533_c0_g1_i1/TRINITY_DN3387_c0_g1_i1/TRINITY_DN7425_c0_g1_i1/TRINITY_DN3536_c0_g1_i1/TRINITY_DN1624_c0_g1_i1/TRINITY_DN8379_c0_g1_i1/TRINITY_DN52_c1_g1_i1/TRINITY_DN109_c0_g1_i1/TRINITY_DN1631_c0_g1_i1/TRINITY_DN7895_c0_g1_i1/TRINITY_DN3527_c0_g1_i1/TRINITY_DN5060_c0_g1_i1/TRINITY_DN9090_c0_g1_i1/TRINITY_DN1353_c0_g1_i1/TRINITY_DN8329_c0_g1_i1/TRINITY_DN4246_c0_g1_i1/TRINITY_DN48_c0_g1_i1/TRINITY_DN8558_c0_g1_i1/TRINITY_DN7806_c0_g1_i1/TRINITY_DN3740_c0_g1_i1/TRINITY_DN5419_c0_g1_i1/TRINITY_DN2850_c0_g1_i1/TRINITY_DN6809_c0_g1_i1/TRINITY_DN6607_c0_g1_i1/TRINITY_DN8082_c0_g1_i1/TRINITY_DN8676_c0_g1_i1/TRINITY_DN6736_c0_g1_i1/TRINITY_DN3606_c0_g1_i1/TRINITY_DN6049_c0_g1_i1/TRINITY_DN6143_c0_g1_i1/TRINITY_DN8290_c0_g1_i1/TRINITY_DN9040_c0_g1_i1/TRINITY_DN398_c0_g1_i1/TRINITY_DN201_c0_g1_i1/TRINITY_DN1433_c0_g1_i1/TRINITY_DN3238_c0_g1_i1/TRINITY_DN1569_c0_g1_i1/TRINITY_DN9107_c0_g1_i1/TRINITY_DN8539_c0_g1_i1/TRINITY_DN7398_c0_g1_i1/TRINITY_DN4798_c0_g1_i1/TRINITY_DN1267_c0_g1_i1/TRINITY_DN8340_c0_g1_i1/TRINITY_DN52_c0_g1_i1/TRINITY_DN4378_c0_g1_i1/TRINITY_DN4961_c0_g1_i1/TRINITY_DN8875_c0_g1_i1/TRINITY_DN2346_c0_g1_i1/TRINITY_DN3712_c0_g1_i1/TRINITY_DN2175_c0_g1_i1/TRINITY_DN5789_c0_g1_i1/TRINITY_DN1219_c0_g1_i1/TRINITY_DN5141_c0_g1_i1/TRINITY_DN5621_c0_g1_i1/TRINITY_DN2387_c0_g1_i1/TRINITY_DN3456_c0_g1_i1/TRINITY_DN6987_c0_g1_i1/TRINITY_DN8578_c0_g1_i1/TRINITY_DN3145_c0_g1_i1/TRINITY_DN1653_c0_g1_i1/TRINITY_DN7747_c0_g1_i1/TRINITY_DN5282_c0_g1_i1/TRINITY_DN9125_c0_g1_i1/TRINITY_DN6479_c0_g1_i1/TRINITY_DN1585_c0_g1_i1/TRINITY_DN8497_c0_g1_i1/TRINITY_DN5888_c0_g1_i1/TRINITY_DN2929_c0_g1_i1/TRINITY_DN2525_c0_g1_i1/TRINITY_DN3122_c0_g1_i1/TRINITY_DN1192_c0_g1_i1/TRINITY_DN18_c0_g1_i2/TRINITY_DN4030_c0_g1_i1/TRINITY_DN6693_c0_g1_i1/TRINITY_DN2654_c0_g1_i1/TRINITY_DN5490_c0_g1_i1/TRINITY_DN5361_c0_g1_i1/TRINITY_DN8785_c0_g1_i1/TRINITY_DN3262_c0_g1_i1/TRINITY_DN2456_c0_g1_i1/TRINITY_DN5210_c0_g1_i1/TRINITY_DN8729_c0_g1_i1/TRINITY_DN3213_c0_g1_i1/TRINITY_DN1320_c0_g1_i1/TRINITY_DN2582_c0_g1_i1/TRINITY_DN5607_c0_g1_i1/TRINITY_DN6123_c0_g1_i1/TRINITY_DN6927_c0_g1_i1/TRINITY_DN8482_c0_g1_i1/TRINITY_DN1839_c0_g1_i1/TRINITY_DN6246_c0_g1_i1/TRINITY_DN8693_c0_g1_i1/TRINITY_DN776_c0_g1_i1/TRINITY_DN6208_c0_g1_i1/TRINITY_DN1024_c0_g1_i1/TRINITY_DN7281_c0_g1_i1/TRINITY_DN8699_c1_g1_i1/TRINITY_DN8836_c0_g1_i1/TRINITY_DN8913_c0_g1_i1/TRINITY_DN2768_c0_g1_i1/TRINITY_DN439_c0_g1_i1/TRINITY_DN5626_c0_g1_i1/TRINITY_DN223_c0_g1_i1/TRINITY_DN6591_c0_g1_i1/TRINITY_DN8676_c1_g1_i1/TRINITY_DN4138_c0_g1_i1/TRINITY_DN336_c0_g1_i1/TRINITY_DN5737_c0_g1_i1/TRINITY_DN3326_c0_g1_i1/TRINITY_DN413_c0_g1_i1/TRINITY_DN465_c0_g1_i1/TRINITY_DN1391_c0_g1_i1/TRINITY_DN2446_c0_g1_i1
GO:0006412	GO:0006412|translation [biological_process]	7.07139152975863e-28	1.16143361222583e-24	-0.659048808398852	-2.47519944131391	301	TRINITY_DN5507_c0_g1_i1/TRINITY_DN54_c0_g1_i3/TRINITY_DN9_c0_g1_i1/TRINITY_DN9_c0_g1_i2/TRINITY_DN69_c0_g1_i2/TRINITY_DN3532_c0_g1_i1/TRINITY_DN383_c0_g1_i1/TRINITY_DN3653_c0_g1_i1/TRINITY_DN8388_c0_g1_i1/TRINITY_DN30_c0_g1_i1/TRINITY_DN25_c0_g1_i2/TRINITY_DN48_c1_g1_i1/TRINITY_DN2711_c0_g1_i1/TRINITY_DN25_c0_g1_i3/TRINITY_DN14_c1_g1_i1/TRINITY_DN368_c0_g1_i1/TRINITY_DN4861_c0_g1_i1/TRINITY_DN2039_c0_g1_i1/TRINITY_DN17_c0_g1_i2/TRINITY_DN23_c0_g1_i1/TRINITY_DN6710_c0_g1_i1/TRINITY_DN64_c0_g1_i1/TRINITY_DN9225_c0_g1_i1/TRINITY_DN8167_c0_g1_i1/TRINITY_DN8453_c0_g1_i1/TRINITY_DN48_c0_g1_i2/TRINITY_DN6_c0_g1_i3/TRINITY_DN6882_c0_g1_i1/TRINITY_DN8050_c0_g1_i1/TRINITY_DN109_c0_g1_i2/TRINITY_DN54_c0_g1_i1/TRINITY_DN24_c0_g1_i2/TRINITY_DN3360_c0_g1_i1/TRINITY_DN150_c0_g1_i1/TRINITY_DN37_c0_g1_i2/TRINITY_DN26_c0_g1_i1/TRINITY_DN9_c0_g1_i3/TRINITY_DN6686_c0_g1_i1/TRINITY_DN3938_c0_g1_i1/TRINITY_DN8016_c0_g1_i1/TRINITY_DN30_c0_g1_i4/TRINITY_DN326_c0_g1_i1/TRINITY_DN24_c0_g1_i1/TRINITY_DN1114_c0_g1_i1/TRINITY_DN48_c0_g1_i4/TRINITY_DN94_c0_g1_i1/TRINITY_DN499_c0_g1_i1/TRINITY_DN191_c0_g1_i1/TRINITY_DN49_c0_g1_i2/TRINITY_DN468_c0_g1_i1/TRINITY_DN97_c0_g1_i1/TRINITY_DN86_c0_g1_i4/TRINITY_DN21_c0_g1_i2/TRINITY_DN41_c0_g1_i1/TRINITY_DN3252_c0_g1_i1/TRINITY_DN2350_c0_g1_i1/TRINITY_DN70_c0_g1_i1/TRINITY_DN55_c0_g1_i1/TRINITY_DN3726_c0_g1_i1/TRINITY_DN5726_c0_g1_i1/TRINITY_DN122_c0_g1_i1/TRINITY_DN45_c0_g1_i1/TRINITY_DN53_c0_g1_i1/TRINITY_DN19_c0_g1_i1/TRINITY_DN8373_c0_g1_i1/TRINITY_DN47_c1_g1_i1/TRINITY_DN5516_c0_g1_i1/TRINITY_DN1810_c0_g1_i1/TRINITY_DN5171_c0_g1_i1/TRINITY_DN4871_c0_g1_i1/TRINITY_DN4863_c0_g1_i1/TRINITY_DN5513_c0_g1_i1/TRINITY_DN649_c0_g1_i1/TRINITY_DN1785_c0_g1_i1/TRINITY_DN5625_c0_g1_i1/TRINITY_DN503_c0_g1_i1/TRINITY_DN35_c0_g2_i2/TRINITY_DN5_c0_g1_i1/TRINITY_DN48_c0_g1_i3/TRINITY_DN6803_c0_g1_i1/TRINITY_DN47_c0_g1_i1/TRINITY_DN7325_c0_g1_i1/TRINITY_DN6_c0_g1_i1/TRINITY_DN8501_c0_g1_i1/TRINITY_DN86_c0_g1_i1/TRINITY_DN28_c0_g1_i2/TRINITY_DN58_c0_g1_i2/TRINITY_DN36_c0_g1_i1/TRINITY_DN71_c0_g1_i1/TRINITY_DN4206_c0_g1_i1/TRINITY_DN6741_c0_g1_i1/TRINITY_DN8867_c0_g1_i1/TRINITY_DN7937_c0_g1_i1/TRINITY_DN5324_c0_g1_i1/TRINITY_DN14_c0_g1_i1/TRINITY_DN25_c0_g1_i1/TRINITY_DN6857_c0_g1_i1/TRINITY_DN25_c0_g1_i4/TRINITY_DN2468_c0_g1_i1/TRINITY_DN505_c0_g1_i1/TRINITY_DN475_c0_g1_i1/TRINITY_DN19_c0_g1_i2/TRINITY_DN65_c0_g1_i2/TRINITY_DN615_c0_g1_i1/TRINITY_DN35_c0_g2_i1/TRINITY_DN5736_c0_g1_i1/TRINITY_DN3884_c0_g1_i1/TRINITY_DN8408_c0_g1_i1/TRINITY_DN6724_c0_g1_i1/TRINITY_DN75_c0_g1_i1/TRINITY_DN18_c0_g1_i1/TRINITY_DN7160_c0_g1_i1/TRINITY_DN65_c0_g1_i1/TRINITY_DN6699_c0_g1_i1/TRINITY_DN3985_c0_g1_i1/TRINITY_DN101_c0_g1_i1/TRINITY_DN239_c0_g1_i1/TRINITY_DN3375_c0_g1_i1/TRINITY_DN49_c0_g1_i3/TRINITY_DN8_c0_g1_i2/TRINITY_DN6058_c0_g1_i1/TRINITY_DN52_c1_g1_i1/TRINITY_DN109_c0_g1_i1/TRINITY_DN8299_c0_g1_i1/TRINITY_DN6989_c0_g1_i1/TRINITY_DN3784_c0_g1_i1/TRINITY_DN48_c0_g1_i1/TRINITY_DN54_c0_g1_i2/TRINITY_DN3582_c0_g1_i1/TRINITY_DN2054_c0_g1_i1/TRINITY_DN3609_c0_g1_i1/TRINITY_DN17_c0_g1_i1/TRINITY_DN97_c0_g1_i2/TRINITY_DN8113_c0_g1_i1/TRINITY_DN3983_c0_g1_i1/TRINITY_DN1947_c0_g1_i1/TRINITY_DN1407_c0_g1_i1/TRINITY_DN37_c0_g1_i1/TRINITY_DN12_c0_g1_i1/TRINITY_DN6370_c0_g1_i1/TRINITY_DN52_c0_g1_i1/TRINITY_DN8182_c0_g1_i1/TRINITY_DN1864_c0_g1_i1/TRINITY_DN6228_c0_g1_i1/TRINITY_DN6937_c0_g1_i1/TRINITY_DN1769_c0_g1_i1/TRINITY_DN3503_c0_g1_i1/TRINITY_DN8906_c0_g1_i1/TRINITY_DN984_c0_g1_i1/TRINITY_DN18_c0_g1_i2/TRINITY_DN7374_c0_g1_i1/TRINITY_DN3313_c0_g1_i1/TRINITY_DN198_c0_g1_i1/TRINITY_DN30_c0_g1_i3/TRINITY_DN6484_c0_g1_i1/TRINITY_DN4975_c0_g1_i1/TRINITY_DN37_c0_g1_i3/TRINITY_DN512_c0_g1_i1
GO:1990904	GO:1990904|ribonucleoprotein complex [cellular_component]	7.9750534142309e-28	1.16143361222583e-24	-0.629267088300739	-2.39516981179311	377	TRINITY_DN54_c0_g1_i3/TRINITY_DN32_c0_g1_i1/TRINITY_DN69_c0_g1_i2/TRINITY_DN383_c0_g1_i1/TRINITY_DN25_c0_g1_i2/TRINITY_DN4321_c0_g1_i1/TRINITY_DN48_c1_g1_i1/TRINITY_DN25_c0_g1_i3/TRINITY_DN14_c1_g1_i1/TRINITY_DN2039_c0_g1_i1/TRINITY_DN17_c0_g1_i2/TRINITY_DN23_c0_g1_i1/TRINITY_DN2110_c0_g1_i1/TRINITY_DN8167_c0_g1_i1/TRINITY_DN2612_c0_g1_i1/TRINITY_DN8453_c0_g1_i1/TRINITY_DN48_c0_g1_i2/TRINITY_DN6_c0_g1_i3/TRINITY_DN7963_c0_g1_i1/TRINITY_DN106_c0_g1_i1/TRINITY_DN6882_c0_g1_i1/TRINITY_DN109_c0_g1_i2/TRINITY_DN54_c0_g1_i1/TRINITY_DN24_c0_g1_i2/TRINITY_DN37_c0_g1_i2/TRINITY_DN26_c0_g1_i1/TRINITY_DN8307_c0_g1_i1/TRINITY_DN6616_c0_g1_i1/TRINITY_DN3938_c0_g1_i1/TRINITY_DN24_c0_g1_i1/TRINITY_DN1114_c0_g1_i1/TRINITY_DN48_c0_g1_i4/TRINITY_DN94_c0_g1_i1/TRINITY_DN6483_c0_g1_i1/TRINITY_DN191_c0_g1_i1/TRINITY_DN5658_c0_g1_i1/TRINITY_DN49_c0_g1_i2/TRINITY_DN450_c0_g1_i1/TRINITY_DN468_c0_g1_i1/TRINITY_DN97_c0_g1_i1/TRINITY_DN86_c0_g1_i4/TRINITY_DN2656_c0_g1_i1/TRINITY_DN21_c0_g1_i2/TRINITY_DN8655_c0_g1_i1/TRINITY_DN41_c0_g1_i1/TRINITY_DN1045_c0_g1_i1/TRINITY_DN3252_c0_g1_i1/TRINITY_DN70_c0_g1_i1/TRINITY_DN55_c0_g1_i1/TRINITY_DN3726_c0_g1_i1/TRINITY_DN5726_c0_g1_i1/TRINITY_DN3749_c0_g1_i1/TRINITY_DN45_c0_g1_i1/TRINITY_DN53_c0_g1_i1/TRINITY_DN19_c0_g1_i1/TRINITY_DN6817_c0_g1_i1/TRINITY_DN47_c1_g1_i1/TRINITY_DN629_c0_g1_i1/TRINITY_DN56_c0_g1_i1/TRINITY_DN649_c0_g1_i1/TRINITY_DN100_c0_g1_i2/TRINITY_DN846_c0_g1_i1/TRINITY_DN4179_c0_g1_i1/TRINITY_DN8263_c0_g1_i1/TRINITY_DN35_c0_g2_i2/TRINITY_DN5_c0_g1_i1/TRINITY_DN8936_c0_g1_i1/TRINITY_DN4353_c0_g1_i1/TRINITY_DN978_c0_g1_i1/TRINITY_DN48_c0_g1_i3/TRINITY_DN6803_c0_g1_i1/TRINITY_DN47_c0_g1_i1/TRINITY_DN6_c0_g1_i1/TRINITY_DN8501_c0_g1_i1/TRINITY_DN86_c0_g1_i1/TRINITY_DN28_c0_g1_i2/TRINITY_DN58_c0_g1_i2/TRINITY_DN36_c0_g1_i1/TRINITY_DN71_c0_g1_i1/TRINITY_DN4206_c0_g1_i1/TRINITY_DN8391_c0_g1_i1/TRINITY_DN4990_c0_g1_i1/TRINITY_DN14_c0_g1_i1/TRINITY_DN1261_c0_g1_i1/TRINITY_DN7724_c0_g1_i1/TRINITY_DN25_c0_g1_i1/TRINITY_DN6857_c0_g1_i1/TRINITY_DN2029_c0_g1_i1/TRINITY_DN25_c0_g1_i4/TRINITY_DN505_c0_g1_i1/TRINITY_DN475_c0_g1_i1/TRINITY_DN19_c0_g1_i2/TRINITY_DN140_c0_g1_i1/TRINITY_DN65_c0_g1_i2/TRINITY_DN35_c0_g2_i1/TRINITY_DN8721_c0_g1_i1/TRINITY_DN592_c0_g1_i1/TRINITY_DN3884_c0_g1_i1/TRINITY_DN6724_c0_g1_i1/TRINITY_DN4057_c0_g1_i1/TRINITY_DN318_c0_g1_i1/TRINITY_DN75_c0_g1_i1/TRINITY_DN18_c0_g1_i1/TRINITY_DN9217_c0_g1_i1/TRINITY_DN65_c0_g1_i1/TRINITY_DN101_c0_g1_i1/TRINITY_DN3506_c0_g1_i1/TRINITY_DN239_c0_g1_i1/TRINITY_DN7275_c0_g1_i1/TRINITY_DN3375_c0_g1_i1/TRINITY_DN49_c0_g1_i3/TRINITY_DN8_c0_g1_i2/TRINITY_DN1901_c0_g1_i1/TRINITY_DN7145_c0_g1_i1/TRINITY_DN7809_c0_g1_i1/TRINITY_DN7882_c0_g1_i1/TRINITY_DN7425_c0_g1_i1/TRINITY_DN1624_c0_g1_i1/TRINITY_DN52_c1_g1_i1/TRINITY_DN109_c0_g1_i1/TRINITY_DN1631_c0_g1_i1/TRINITY_DN7895_c0_g1_i1/TRINITY_DN6601_c0_g1_i1/TRINITY_DN3784_c0_g1_i1/TRINITY_DN8329_c0_g1_i1/TRINITY_DN4246_c0_g1_i1/TRINITY_DN48_c0_g1_i1/TRINITY_DN54_c0_g1_i2/TRINITY_DN8057_c0_g1_i1/TRINITY_DN11_c0_g1_i1/TRINITY_DN4946_c0_g1_i1/TRINITY_DN8082_c0_g1_i1/TRINITY_DN6736_c0_g1_i1/TRINITY_DN9040_c0_g1_i1/TRINITY_DN398_c0_g1_i1/TRINITY_DN17_c0_g1_i1/TRINITY_DN7217_c0_g1_i1/TRINITY_DN97_c0_g1_i2/TRINITY_DN8113_c0_g1_i1/TRINITY_DN1947_c0_g1_i1/TRINITY_DN1407_c0_g1_i1/TRINITY_DN37_c0_g1_i1/TRINITY_DN12_c0_g1_i1/TRINITY_DN8340_c0_g1_i1/TRINITY_DN6370_c0_g1_i1/TRINITY_DN52_c0_g1_i1/TRINITY_DN4378_c0_g1_i1/TRINITY_DN2341_c0_g1_i1/TRINITY_DN8875_c0_g1_i1/TRINITY_DN3712_c0_g1_i1/TRINITY_DN8182_c0_g1_i1/TRINITY_DN5789_c0_g1_i1/TRINITY_DN3450_c0_g1_i1/TRINITY_DN1864_c0_g1_i1/TRINITY_DN3356_c0_g1_i1/TRINITY_DN5043_c0_g1_i1/TRINITY_DN6937_c0_g1_i1/TRINITY_DN3456_c0_g1_i1/TRINITY_DN1769_c0_g1_i1/TRINITY_DN6987_c0_g1_i1/TRINITY_DN4940_c0_g1_i1/TRINITY_DN1653_c0_g1_i1/TRINITY_DN5555_c0_g1_i1/TRINITY_DN3503_c0_g1_i1/TRINITY_DN7747_c0_g1_i1/TRINITY_DN5282_c0_g1_i1/TRINITY_DN8906_c0_g1_i1/TRINITY_DN9125_c0_g1_i1/TRINITY_DN6479_c0_g1_i1/TRINITY_DN2929_c0_g1_i1/TRINITY_DN2525_c0_g1_i1/TRINITY_DN1192_c0_g1_i1/TRINITY_DN18_c0_g1_i2/TRINITY_DN9458_c0_g1_i1/TRINITY_DN765_c0_g1_i1/TRINITY_DN2418_c0_g1_i1/TRINITY_DN6693_c0_g1_i1/TRINITY_DN5490_c0_g1_i1/TRINITY_DN5361_c0_g1_i1/TRINITY_DN3313_c0_g1_i1/TRINITY_DN8785_c0_g1_i1/TRINITY_DN3262_c0_g1_i1/TRINITY_DN100_c0_g1_i1/TRINITY_DN2456_c0_g1_i1/TRINITY_DN3213_c0_g1_i1/TRINITY_DN1320_c0_g1_i1/TRINITY_DN6807_c0_g1_i1/TRINITY_DN2582_c0_g1_i1/TRINITY_DN37_c0_g1_i3/TRINITY_DN512_c0_g1_i1/TRINITY_DN6246_c0_g1_i1/TRINITY_DN6837_c0_g1_i1/TRINITY_DN8693_c0_g1_i1/TRINITY_DN27_c0_g1_i1
GO:0005840	GO:0005840|ribosome [cellular_component]	2.69598902015531e-26	2.94469400726464e-23	-0.712252227942271	-2.60730595501327	207	TRINITY_DN44_c2_g1_i1/TRINITY_DN44_c0_g1_i1/TRINITY_DN54_c0_g1_i3/TRINITY_DN32_c0_g1_i1/TRINITY_DN3532_c0_g1_i1/TRINITY_DN383_c0_g1_i1/TRINITY_DN25_c0_g1_i2/TRINITY_DN48_c1_g1_i1/TRINITY_DN25_c0_g1_i3/TRINITY_DN14_c1_g1_i1/TRINITY_DN4861_c0_g1_i1/TRINITY_DN2039_c0_g1_i1/TRINITY_DN17_c0_g1_i2/TRINITY_DN23_c0_g1_i1/TRINITY_DN8167_c0_g1_i1/TRINITY_DN2612_c0_g1_i1/TRINITY_DN8453_c0_g1_i1/TRINITY_DN48_c0_g1_i2/TRINITY_DN6_c0_g1_i3/TRINITY_DN6882_c0_g1_i1/TRINITY_DN109_c0_g1_i2/TRINITY_DN54_c0_g1_i1/TRINITY_DN24_c0_g1_i2/TRINITY_DN37_c0_g1_i2/TRINITY_DN26_c0_g1_i1/TRINITY_DN3938_c0_g1_i1/TRINITY_DN24_c0_g1_i1/TRINITY_DN1114_c0_g1_i1/TRINITY_DN48_c0_g1_i4/TRINITY_DN94_c0_g1_i1/TRINITY_DN191_c0_g1_i1/TRINITY_DN49_c0_g1_i2/TRINITY_DN468_c0_g1_i1/TRINITY_DN97_c0_g1_i1/TRINITY_DN86_c0_g1_i4/TRINITY_DN2656_c0_g1_i1/TRINITY_DN21_c0_g1_i2/TRINITY_DN41_c0_g1_i1/TRINITY_DN1045_c0_g1_i1/TRINITY_DN3252_c0_g1_i1/TRINITY_DN70_c0_g1_i1/TRINITY_DN55_c0_g1_i1/TRINITY_DN3726_c0_g1_i1/TRINITY_DN5726_c0_g1_i1/TRINITY_DN3749_c0_g1_i1/TRINITY_DN45_c0_g1_i1/TRINITY_DN53_c0_g1_i1/TRINITY_DN19_c0_g1_i1/TRINITY_DN47_c1_g1_i1/TRINITY_DN649_c0_g1_i1/TRINITY_DN100_c0_g1_i2/TRINITY_DN35_c0_g2_i2/TRINITY_DN5_c0_g1_i1/TRINITY_DN4353_c0_g1_i1/TRINITY_DN978_c0_g1_i1/TRINITY_DN48_c0_g1_i3/TRINITY_DN6803_c0_g1_i1/TRINITY_DN47_c0_g1_i1/TRINITY_DN6_c0_g1_i1/TRINITY_DN8501_c0_g1_i1/TRINITY_DN86_c0_g1_i1/TRINITY_DN28_c0_g1_i2/TRINITY_DN58_c0_g1_i2/TRINITY_DN36_c0_g1_i1/TRINITY_DN71_c0_g1_i1/TRINITY_DN4206_c0_g1_i1/TRINITY_DN14_c0_g1_i1/TRINITY_DN25_c0_g1_i1/TRINITY_DN6857_c0_g1_i1/TRINITY_DN25_c0_g1_i4/TRINITY_DN505_c0_g1_i1/TRINITY_DN475_c0_g1_i1/TRINITY_DN19_c0_g1_i2/TRINITY_DN65_c0_g1_i2/TRINITY_DN35_c0_g2_i1/TRINITY_DN3884_c0_g1_i1/TRINITY_DN6724_c0_g1_i1/TRINITY_DN75_c0_g1_i1/TRINITY_DN18_c0_g1_i1/TRINITY_DN3933_c0_g1_i1/TRINITY_DN65_c0_g1_i1/TRINITY_DN101_c0_g1_i1/TRINITY_DN239_c0_g1_i1/TRINITY_DN3375_c0_g1_i1/TRINITY_DN49_c0_g1_i3/TRINITY_DN8_c0_g1_i2/TRINITY_DN3387_c0_g1_i1/TRINITY_DN52_c1_g1_i1/TRINITY_DN109_c0_g1_i1/TRINITY_DN3784_c0_g1_i1/TRINITY_DN48_c0_g1_i1/TRINITY_DN54_c0_g1_i2/TRINITY_DN11_c0_g1_i1/TRINITY_DN6049_c0_g1_i1/TRINITY_DN6143_c0_g1_i1/TRINITY_DN17_c0_g1_i1/TRINITY_DN7217_c0_g1_i1/TRINITY_DN97_c0_g1_i2/TRINITY_DN8113_c0_g1_i1/TRINITY_DN1947_c0_g1_i1/TRINITY_DN4798_c0_g1_i1/TRINITY_DN1407_c0_g1_i1/TRINITY_DN37_c0_g1_i1/TRINITY_DN12_c0_g1_i1/TRINITY_DN6370_c0_g1_i1/TRINITY_DN52_c0_g1_i1/TRINITY_DN2341_c0_g1_i1/TRINITY_DN8182_c0_g1_i1/TRINITY_DN3450_c0_g1_i1/TRINITY_DN1864_c0_g1_i1/TRINITY_DN3356_c0_g1_i1/TRINITY_DN6937_c0_g1_i1/TRINITY_DN3456_c0_g1_i1/TRINITY_DN1769_c0_g1_i1/TRINITY_DN4940_c0_g1_i1/TRINITY_DN3503_c0_g1_i1/TRINITY_DN8906_c0_g1_i1/TRINITY_DN18_c0_g1_i2/TRINITY_DN9458_c0_g1_i1/TRINITY_DN765_c0_g1_i1/TRINITY_DN3313_c0_g1_i1/TRINITY_DN100_c0_g1_i1/TRINITY_DN37_c0_g1_i3/TRINITY_DN512_c0_g1_i1
