transcript_id	SNF2KO_01	SNF2KO_02	SNF2KO_03	SNF2KO_04	SNF2KO_05	SNF2KO_06	SNF2KO_07	SNF2KO_08	SNF2KO_09	SNF2KO_10	SNF2KO_11	SNF2KO_12	WT_01	WT_02	WT_03	WT_04	WT_05	WT_06	WT_07	WT_08	WT_09	WT_10	WT_11	WT_12
TRINITY_DN5484_c0_g1_i1	28.4335028907518	26.0186693839176	24.8068129153972	27.5635159541565	25.9540566104862	38.0367426091644	36.0833436454403	25.5254333137828	27.4010928305282	15.9211932854528	24.4719482950014	38.6829392183811	57.0353626831008	87.6970349739868	83.5559582495754	70.6968772317351	80.5792036954642	78.9529411716167	81.7893850219085	70.3795980707043	77.7844383952757	74.5248837338844	55.9898573204982	80.6435917180249
TRINITY_DN5431_c0_g1_i1	8.36279496786817	23.1277061190378	26.5787281236398	21.6570482496944	13.8421635255927	12.3840557332163	18.9007990523735	16.4092071302889	15.0264057457736	23.4135195374307	17.221000652038	17.1924174303916	29.6145152393023	28.8884350502545	19.78956905911	26.5113289619007	24.0811413342767	16.5703703693517	22.7767907655948	24.5770025008809	20.0734034568453	17.7969871603306	21.6324448738288	21.9937068321886
TRINITY_DN5480_c0_g1_i1	10.0353539614418	5.78192652975946	13.2893640618199	5.90646770446211	8.65135220349541	8.84575409515451	3.43650891861336	9.11622618349386	10.6068746440754	14.9846525039556	7.25094764296337	6.87696697215664	15.3556745685271	8.25383858578699	19.78956905911	8.83710965396689	11.1143729235123	7.79782135028313	8.28246936930719	14.522774205066	12.5458771605283	12.2354286727273	11.4524708155564	3.14195811888409
TRINITY_DN5417_c0_g1_i1	8.36279496786817	9.63654421626576	13.2893640618199	25.5946933860025	20.763245288389	15.0377819617627	15.4642901337601	19.1440749853371	15.0264057457736	13.1115709409612	14.5018952859267	17.1924174303916	12.0651728752713	10.3172982322337	7.6959435229872	13.7466150172818	14.8191638980164	20.4692810444932	13.4590127251242	13.4056377277532	13.8004648765812	13.347740370248	13.9974643301245	8.3785549836909
TRINITY_DN5400_c0_g1_i1	15.0530309421627	21.2003972757847	20.3770248947905	16.7349918293093	16.4375691866413	22.1143852378863	20.6190535116802	21.8789428403853	28.2849990508679	31.8423865709057	24.4719482950014	26.648247017107	30.7113491370543	22.6980561109142	26.3860920788133	20.6199225259227	21.3025481033986	14.6209150317809	19.6708647521046	30.1626848874447	25.0917543210567	23.3585456479339	21.6324448738288	18.8517487133045
TRINITY_DN5451_c0_g1_i1	1.67255899357363	1.92730884325315	7.97361843709195	4.92205642038509	3.46054088139816	2.65372622854635	3.43650891861336	2.73486785504816	2.65171866101886	3.7461631259889	4.53184227685211	1.71924174303916	2.19366779550388	6.19037893934025	1.09942050328389	0.981901072662988	1.85239548725205	2.92418300635617	0	3.3514094319383	5.01835086421133	1.11231169752066	0	0
TRINITY_DN5495_c0_g1_i1	75.2651547108136	75.1650448868729	73.5344811420702	78.7529027261614	79.5924402721578	57.4974016185043	70.4484328315739	67.4600737578546	79.5515598305659	68.3674770492975	96.9814247246351	85.1024662804384	74.5847050471318	64.9989788630726	70.3629122101687	51.0588557784754	64.8338420538218	45.8122004329134	65.2244462832941	68.1453251160787	77.7844383952757	72.3002603388431	66.1698313787706	79.5962723450635
TRINITY_DN5477_c0_g1_i1	0	0	0	0.984411284077018	0.865135220349541	0	0.85912722965334	1.82324523669877	0	0	0	0	2.19366779550388	1.03172982322337	0	0.981901072662988	0	0	4.14123468465359	0	0	1.11231169752066	0	0
TRINITY_DN5469_c1_g1_i1	14.2167514453759	14.4548163243986	20.3770248947905	16.7349918293093	10.3816226441945	13.2686311427318	18.0416718227202	15.4975845119396	15.9103119661132	10.3019485964695	26.2846852057422	12.8943130727937	16.4525084662791	22.6980561109142	12.0936255361228	12.7647139446188	12.9667684107644	13.6461873629955	19.6708647521046	17.8741836370043	10.0367017284227	24.4708573454546	11.4524708155564	12.5678324755363
TRINITY_DN5473_c0_g1_i1	2.50883849036045	0.963654421626576	1.77191520824265	0.984411284077018	0.865135220349541	0	1.71825445930668	0.911622618349386	3.53562488135848	0.936540781497226	2.71910536611126	1.71924174303916	3.29050169325581	1.03172982322337	1.09942050328389	0	1.85239548725205	1.94945533757078	2.0706173423268	2.23427295462553	0	0	1.27249675728405	3.14195811888409
