ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0034458	GO:0034458|3'-5' RNA helicase activity [molecular_function]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN4386_c0_g1_i1	1
GO:0035672	GO:0035672|oligopeptide transmembrane transport [biological_process]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN7090_c0_g1_i1	1
GO:0035999	GO:0035999|tetrahydrofolate interconversion [biological_process]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN3960_c0_g1_i1	1
GO:0042171	GO:0042171|lysophosphatidic acid acyltransferase activity [molecular_function]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN5789_c0_g1_i1	1
GO:0042277	GO:0042277|peptide binding [molecular_function]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN1539_c0_g1_i1	1
GO:0042594	GO:0042594|response to starvation [biological_process]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN6944_c0_g1_i1	1
GO:0042995	GO:0042995|cell projection [cellular_component]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN3236_c0_g1_i1	1
GO:0051020	GO:0051020|GTPase binding [molecular_function]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN8659_c0_g1_i1	1
GO:0061770	GO:0061770|translation elongation factor binding [molecular_function]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN3666_c0_g1_i1	1
GO:0070534	GO:0070534|protein K63-linked ubiquitination [biological_process]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN8385_c0_g1_i1	1
GO:0071406	GO:0071406|cellular response to methylmercury [biological_process]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN9177_c0_g1_i1	1
GO:0071421	GO:0071421|manganese ion transmembrane transport [biological_process]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN460_c0_g1_i1	1
GO:0071577	GO:0071577|zinc ion transmembrane transport [biological_process]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN5190_c0_g1_i1	1
GO:0071933	GO:0071933|Arp2/3 complex binding [molecular_function]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN4671_c0_g1_i1	1
GO:0097177	GO:0097177|mitochondrial ribosome binding [molecular_function]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN2869_c0_g1_i1	1
GO:0099023	GO:0099023|vesicle tethering complex [cellular_component]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN8659_c0_g1_i1	1
GO:1901195	GO:1901195|positive regulation of formation of translation preinitiation complex [biological_process]	1/573	9/8538	0.465023331525608	0.750582494244511	0.750582494244511	TRINITY_DN1508_c0_g1_i1	1
GO:0000196	GO:0000196|cell integrity MAPK cascade [biological_process]	2/573	24/8538	0.485590504414499	0.778477674495398	0.778477674495398	TRINITY_DN1847_c0_g1_i1/TRINITY_DN5222_c0_g1_i1	2
GO:0000741	GO:0000741|karyogamy [biological_process]	2/573	24/8538	0.485590504414499	0.778477674495398	0.778477674495398	TRINITY_DN5726_c0_g1_i1/TRINITY_DN7155_c0_g1_i1	2
GO:0001671	GO:0001671|ATPase activator activity [molecular_function]	2/573	24/8538	0.485590504414499	0.778477674495398	0.778477674495398	TRINITY_DN1508_c0_g1_i1/TRINITY_DN5552_c0_g1_i1	2
GO:0006813	GO:0006813|potassium ion transport [biological_process]	2/573	24/8538	0.485590504414499	0.778477674495398	0.778477674495398	TRINITY_DN5343_c0_g1_i1/TRINITY_DN6238_c0_g1_i1	2
GO:0016279	GO:0016279|protein-lysine N-methyltransferase activity [molecular_function]	2/573	24/8538	0.485590504414499	0.778477674495398	0.778477674495398	TRINITY_DN1812_c0_g1_i1/TRINITY_DN8978_c0_g1_i1	2
GO:0070086	GO:0070086|ubiquitin-dependent endocytosis [biological_process]	2/573	24/8538	0.485590504414499	0.778477674495398	0.778477674495398	TRINITY_DN5907_c0_g1_i1/TRINITY_DN6780_c0_g1_i1	2
GO:0001093	GO:0001093|TFIIB-class transcription factor binding [molecular_function]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN8102_c0_g1_i1	1
GO:0005751	GO:0005751 [cellular_component]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN4569_c0_g1_i1	1
GO:0005771	GO:0005771|multivesicular body [cellular_component]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN524_c0_g1_i1	1
GO:0005823	GO:0005823|central plaque of spindle pole body [cellular_component]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN3771_c0_g1_i1	1
GO:0006779	GO:0006779|porphyrin-containing compound biosynthetic process [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN232_c0_g1_i1	1
GO:0007029	GO:0007029|endoplasmic reticulum organization [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN5956_c0_g1_i1	1
GO:0030447	GO:0030447|filamentous growth [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN773_c0_g1_i1	1
GO:0031321	GO:0031321|ascospore-type prospore assembly [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN6230_c0_g1_i1	1
GO:0034517	GO:0034517|ribophagy [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN4361_c0_g1_i1	1
GO:0036205	GO:0036205|histone catabolic process [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN8385_c0_g1_i1	1
GO:0045047	GO:0045047|protein targeting to ER [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN2628_c0_g1_i1	1
GO:0046822	GO:0046822|regulation of nucleocytoplasmic transport [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN5755_c0_g1_i1	1
GO:0051377	GO:0051377|mannose-ethanolamine phosphotransferase activity [molecular_function]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN5898_c0_g1_i1	1
GO:0090158	GO:0090158|endoplasmic reticulum membrane organization [biological_process]	1/573	10/8538	0.500964430251816	0.790645305014519	0.790645305014519	TRINITY_DN6892_c0_g1_i1	1
GO:0004518	GO:0004518|nuclease activity [molecular_function]	9/573	129/8538	0.502171403973431	0.791671548170974	0.791671548170974	TRINITY_DN104_c0_g1_i1/TRINITY_DN3128_c0_g1_i1/TRINITY_DN33_c0_g1_i3/TRINITY_DN33_c0_g1_i7/TRINITY_DN7723_c0_g1_i1/TRINITY_DN81_c0_g1_i1/TRINITY_DN90_c0_g1_i1/TRINITY_DN9113_c0_g1_i1/TRINITY_DN9251_c0_g1_i1	9
GO:0006612	GO:0006612|protein targeting to membrane [biological_process]	2/573	25/8538	0.507498244889972	0.795658769827498	0.795658769827498	TRINITY_DN5755_c0_g1_i1/TRINITY_DN8328_c0_g1_i1	2
GO:0008324	GO:0008324|monoatomic cation transmembrane transporter activity [molecular_function]	2/573	25/8538	0.507498244889972	0.795658769827498	0.795658769827498	TRINITY_DN5343_c0_g1_i1/TRINITY_DN6238_c0_g1_i1	2
GO:0046835	GO:0046835|carbohydrate phosphorylation [biological_process]	2/573	25/8538	0.507498244889972	0.795658769827498	0.795658769827498	TRINITY_DN5096_c0_g1_i1/TRINITY_DN5419_c0_g1_i1	2
GO:0051085	GO:0051085 [biological_process]	2/573	25/8538	0.507498244889972	0.795658769827498	0.795658769827498	TRINITY_DN178_c0_g1_i1/TRINITY_DN6962_c0_g1_i1	2
GO:0070273	GO:0070273|phosphatidylinositol-4-phosphate binding [molecular_function]	2/573	25/8538	0.507498244889972	0.795658769827498	0.795658769827498	TRINITY_DN1214_c0_g1_i1/TRINITY_DN7940_c0_g1_i1	2
GO:0009060	GO:0009060|aerobic respiration [biological_process]	4/573	55/8538	0.509456615934626	0.797849457994535	0.797849457994535	TRINITY_DN2046_c0_g1_i1/TRINITY_DN5665_c0_g1_i1/TRINITY_DN5910_c0_g1_i1/TRINITY_DN925_c0_g1_i1	4
GO:0005628	GO:0005628|prospore membrane [cellular_component]	8/573	116/8538	0.521278398572979	0.812021015319676	0.812021015319676	TRINITY_DN1652_c0_g1_i1/TRINITY_DN2527_c0_g1_i1/TRINITY_DN2691_c0_g1_i1/TRINITY_DN2863_c0_g1_i1/TRINITY_DN3236_c0_g1_i1/TRINITY_DN5569_c0_g1_i1/TRINITY_DN6230_c0_g1_i1/TRINITY_DN7940_c0_g1_i1	8
GO:0007094	GO:0007094|mitotic spindle assembly checkpoint signaling [biological_process]	3/573	41/8538	0.525653812614906	0.812021015319676	0.812021015319676	TRINITY_DN1803_c0_g1_i1/TRINITY_DN3282_c0_g1_i1/TRINITY_DN5059_c0_g1_i1	3
GO:0015629	GO:0015629|actin cytoskeleton [cellular_component]	2/573	26/8538	0.528788144021717	0.812021015319676	0.812021015319676	TRINITY_DN7796_c0_g1_i1/TRINITY_DN8992_c0_g1_i1	2
GO:0016070	GO:0016070|RNA metabolic process [biological_process]	2/573	26/8538	0.528788144021717	0.812021015319676	0.812021015319676	TRINITY_DN1177_c0_g1_i1/TRINITY_DN9251_c0_g1_i1	2
GO:1904263	GO:1904263|positive regulation of TORC1 signaling [biological_process]	2/573	26/8538	0.528788144021717	0.812021015319676	0.812021015319676	TRINITY_DN6320_c0_g1_i1/TRINITY_DN8733_c0_g1_i1	2
GO:0004601	GO:0004601|peroxidase activity [molecular_function]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN4159_c0_g1_i1	1
GO:0005354	GO:0005354|galactose transmembrane transporter activity [molecular_function]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN7793_c0_g1_i1	1
GO:0006465	GO:0006465 [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN2628_c0_g1_i1	1
GO:0006537	GO:0006537 [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN2716_c0_g1_i1	1
GO:0006559	GO:0006559|L-phenylalanine catabolic process [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN4155_c0_g1_i1	1
GO:0006654	GO:0006654|phosphatidic acid biosynthetic process [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN5789_c0_g1_i1	1
GO:0007155	GO:0007155|cell adhesion [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN5501_c0_g1_i1	1
GO:0008143	GO:0008143|poly(A) binding [molecular_function]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN4386_c0_g1_i1	1
GO:0008610	GO:0008610|lipid biosynthetic process [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN5538_c0_g1_i1	1
GO:0015757	GO:0015757|galactose transmembrane transport [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN7793_c0_g1_i1	1
GO:0019346	GO:0019346|transsulfuration [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN8136_c0_g1_i1	1
GO:0030491	GO:0030491|heteroduplex formation [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN3973_c1_g1_i1	1
GO:0031499	GO:0031499|TRAMP complex [cellular_component]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN4386_c0_g1_i1	1
GO:0032889	GO:0032889|regulation of vacuole fusion, non-autophagic [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN42_c0_g2_i1	1
GO:0034728	GO:0034728|nucleosome organization [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN6688_c0_g1_i1	1
GO:0036498	GO:0036498|IRE1-mediated unfolded protein response [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN5222_c0_g1_i1	1
GO:0045182	GO:0045182|translation regulator activity [molecular_function]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN9077_c0_g1_i1	1
GO:0051233	GO:0051233|spindle midzone [cellular_component]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN1343_c0_g1_i1	1
GO:0060304	GO:0060304|regulation of phosphatidylinositol dephosphorylation [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN6892_c0_g1_i1	1
GO:0061499	GO:0061499|outer plaque of mitotic spindle pole body [cellular_component]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN5211_c0_g1_i1	1
GO:0071459	GO:0071459|protein localization to chromosome, centromeric region [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN1803_c0_g1_i1	1
GO:0140312	GO:0140312|cargo adaptor activity [molecular_function]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN5943_c0_g1_i1	1
GO:2000220	GO:2000220|regulation of pseudohyphal growth [biological_process]	1/573	11/8538	0.534494845526875	0.812021015319676	0.812021015319676	TRINITY_DN8415_c0_g1_i1	1
GO:0019888	GO:0019888|protein phosphatase regulator activity [molecular_function]	3/573	42/8538	0.542199544595097	0.82284712103973	0.82284712103973	TRINITY_DN3282_c0_g1_i1/TRINITY_DN5059_c0_g1_i1/TRINITY_DN6181_c0_g1_i1	3
GO:0006807	GO:0006807 [biological_process]	6/573	88/8538	0.544961074226917	0.824398561224123	0.824398561224123	TRINITY_DN2716_c0_g1_i1/TRINITY_DN29_c0_g1_i1/TRINITY_DN3615_c0_g1_i1/TRINITY_DN6683_c0_g1_i1/TRINITY_DN8978_c0_g1_i1/TRINITY_DN9378_c0_g1_i1	6
GO:0031267	GO:0031267|small GTPase binding [molecular_function]	6/573	88/8538	0.544961074226917	0.824398561224123	0.824398561224123	TRINITY_DN1283_c0_g1_i1/TRINITY_DN3236_c0_g1_i1/TRINITY_DN5755_c0_g1_i1/TRINITY_DN8415_c0_g1_i1/TRINITY_DN8733_c0_g1_i1/TRINITY_DN8828_c0_g1_i1	6
GO:0031410	GO:0031410|cytoplasmic vesicle [cellular_component]	6/573	88/8538	0.544961074226917	0.824398561224123	0.824398561224123	TRINITY_DN2276_c0_g1_i1/TRINITY_DN2707_c0_g1_i1/TRINITY_DN3663_c0_g1_i1/TRINITY_DN4076_c0_g1_i1/TRINITY_DN4564_c0_g1_i1/TRINITY_DN5050_c0_g1_i1	6
GO:0046983	GO:0046983|protein dimerization activity [molecular_function]	2/573	27/8538	0.549444348505434	0.830297410812674	0.830297410812674	TRINITY_DN5269_c0_g1_i1/TRINITY_DN6793_c0_g1_i1	2
GO:0005575	GO:0005575|cellular_component [cellular_component]	31/573	469/8538	0.564094422938492	0.836313389007222	0.836313389007222	TRINITY_DN1840_c0_g1_i1/TRINITY_DN2051_c0_g1_i1/TRINITY_DN2476_c0_g1_i1/TRINITY_DN2494_c0_g1_i1/TRINITY_DN2638_c0_g1_i1/TRINITY_DN2818_c0_g1_i1/TRINITY_DN3262_c0_g1_i1/TRINITY_DN3454_c0_g1_i1/TRINITY_DN3462_c0_g1_i1/TRINITY_DN385_c0_g1_i1/TRINITY_DN3953_c0_g1_i1/TRINITY_DN4355_c0_g1_i1/TRINITY_DN5126_c0_g1_i1/TRINITY_DN5555_c0_g1_i1/TRINITY_DN5750_c0_g1_i1/TRINITY_DN5782_c0_g1_i1/TRINITY_DN5910_c0_g1_i1/TRINITY_DN6220_c0_g1_i1/TRINITY_DN63_c0_g1_i1/TRINITY_DN647_c0_g1_i1/TRINITY_DN6753_c0_g1_i1/TRINITY_DN6759_c0_g1_i1/TRINITY_DN6840_c0_g1_i1/TRINITY_DN7454_c0_g1_i1/TRINITY_DN7539_c0_g1_i1/TRINITY_DN7678_c0_g1_i1/TRINITY_DN7715_c0_g1_i1/TRINITY_DN7986_c0_g1_i1/TRINITY_DN8136_c0_g1_i1/TRINITY_DN8519_c0_g1_i1/TRINITY_DN8911_c0_g1_i1	31
GO:0000280	GO:0000280|nuclear division [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN474_c0_g1_i1	1
GO:0000433	GO:0000433|carbon catabolite repression of transcription from RNA polymerase II promoter by glucose [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN6688_c0_g1_i1	1
GO:0005049	GO:0005049|nuclear export signal receptor activity [molecular_function]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN8425_c0_g1_i1	1
GO:0005385	GO:0005385|zinc ion transmembrane transporter activity [molecular_function]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN5190_c0_g1_i1	1
GO:0006882	GO:0006882|intracellular zinc ion homeostasis [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN7168_c0_g1_i1	1
GO:0008138	GO:0008138|protein tyrosine/serine/threonine phosphatase activity [molecular_function]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN1847_c0_g1_i1	1
GO:0010696	GO:0010696|positive regulation of mitotic spindle pole body separation [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN4460_c0_g1_i1	1
GO:0015886	GO:0015886|heme transport [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN925_c0_g1_i1	1
GO:0016075	GO:0016075|rRNA catabolic process [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN4386_c0_g1_i1	1
GO:0030026	GO:0030026|intracellular manganese ion homeostasis [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN1214_c0_g1_i1	1
GO:0030866	GO:0030866|cortical actin cytoskeleton organization [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN4175_c0_g1_i1	1
GO:0030970	GO:0030970|retrograde protein transport, ER to cytosol [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN1618_c0_g1_i1	1
GO:0033588	GO:0033588|elongator holoenzyme complex [cellular_component]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN4853_c0_g1_i1	1
GO:0034476	GO:0034476|U5 snRNA 3'-end processing [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN4386_c0_g1_i1	1
GO:0036267	GO:0036267|invasive filamentous growth [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN8145_c0_g1_i1	1
GO:0042802	GO:0042802|identical protein binding [molecular_function]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN1946_c0_g1_i1	1
GO:0046580	GO:0046580|negative regulation of Ras protein signal transduction [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN962_c0_g1_i1	1
GO:0070131	GO:0070131|positive regulation of mitochondrial translation [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN9077_c0_g1_i1	1
GO:0071528	GO:0071528|tRNA re-export from nucleus [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN7354_c0_g1_i1	1
GO:1902275	GO:1902275|regulation of chromatin organization [biological_process]	1/573	12/8538	0.56577600578407	0.836313389007222	0.836313389007222	TRINITY_DN8978_c0_g1_i1	1
GO:0005546	GO:0005546|phosphatidylinositol-4,5-bisphosphate binding [molecular_function]	2/573	28/8538	0.569455904217133	0.840006530909505	0.840006530909505	TRINITY_DN6230_c0_g1_i1/TRINITY_DN7940_c0_g1_i1	2
GO:0051017	GO:0051017|actin filament bundle assembly [biological_process]	2/573	28/8538	0.569455904217133	0.840006530909505	0.840006530909505	TRINITY_DN1283_c0_g1_i1/TRINITY_DN3236_c0_g1_i1	2
