file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
TAFFISH_RNASEQ_EXAMPLE_ROOT/rnaseq-standard-flow/tests/test-real-denovo-out/03_results/denovo_annotation/00_inputs/transcripts.fa	FASTA	DNA	9625	8171601	201	849.0	8200	310	588	1172	0	1285	1176	0	0	0.00	39.19	0
