metric	value
transcript_count	9625
predicted_protein_count	8538
best_hit_count	8289
annotated_transcript_count	8289
go_annotated_transcript_count	8257
go_term_count	6124
gene_set_count	5697
background_count	8538
search_engine	diamond
protein_db_provided	yes
go_map_provided	yes
gene_set_status	generated
